name,position,team,element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,value,transfers_balance,selected,transfers_in,transfers_out,GW
Mark Noble,MID,West Ham,427,28,20,1,True,2020-09-27T18:00:00Z,4,0,3,2,0,0,0,0,0,0,0,0,0,0,0,3,2.6,0.5,0.0,0.3,49,-34931,81800,587,35518,3
Martin Dubravka,GK,Newcastle,326,26,17,0,False,2020-09-27T13:00:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-3856,18941,161,4017,3
Martin Kelly,DEF,Crystal Palace,135,21,7,0,True,2020-09-26T14:00:00Z,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-13665,54105,1424,15089,3
Martín Montoya,DEF,Brighton,63,19,13,0,True,2020-09-26T11:30:00Z,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-166,909,35,201,3
Marvelous Nakamba,MID,Aston Villa,44,22,8,1,False,2020-09-28T16:45:00Z,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,5,7.2,0.3,0.0,0.8,45,-3991,33838,1765,5756,3
Mason Greenwood,MID,Man Utd,315,19,3,2,False,2020-09-26T11:30:00Z,2,3,3,81,0,0,0,1,0,0,0,0,0,0,0,9,6.2,12.1,6.0,2.4,75,-95807,473066,61932,157739,3
Mason Holgate,DEF,Everton,165,21,6,0,False,2020-09-26T14:00:00Z,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-1560,4411,73,1633,3
Mason Mount,MID,Chelsea,120,27,18,12,False,2020-09-26T16:30:00Z,3,3,3,90,1,1,0,3,0,0,0,0,0,0,2,48,50.8,52.1,81.0,18.4,69,-65777,406197,32862,98639,3
Matej Vydra,FWD,Burnley,93,20,16,2,True,2020-09-26T19:00:00Z,0,1,3,90,0,0,0,1,0,0,0,0,0,0,0,5,4.2,16.5,27.0,4.8,50,928,54686,14612,13684,3
Mateo Kovacic,MID,Chelsea,107,27,18,1,False,2020-09-26T16:30:00Z,3,3,3,45,0,0,0,3,0,0,0,0,0,0,0,9,5.6,2.8,1.0,0.9,55,3183,24340,7357,4174,3
Mateusz Bogusz,MID,Leeds,533,25,15,0,False,2020-09-27T11:00:00Z,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,743,1336,982,239,3
Mateusz Klich,MID,Leeds,198,25,15,3,False,2020-09-27T11:00:00Z,0,1,3,90,0,0,1,0,0,0,0,0,0,0,0,14,14.8,40.4,10.0,6.5,56,215176,502564,298394,83218,3
Matheus Pereira,MID,West Brom,481,27,5,5,True,2020-09-26T16:30:00Z,3,3,3,90,0,1,0,2,0,0,0,0,0,0,0,21,28.8,28.3,0.0,5.7,60,8997,170094,42449,33452,3
Mathew Ryan,GK,Brighton,70,19,13,1,True,2020-09-26T11:30:00Z,2,3,3,90,0,0,0,3,0,0,0,0,0,1,0,10,8.4,0.0,0.0,0.8,45,33686,1227969,143115,109429,3
Matija Sarkic,GK,Wolves,472,28,19,0,False,2020-09-27T18:00:00Z,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-767,10661,158,925,3
Matteo Guendouzi,MID,Arsenal,25,23,11,0,False,2020-09-28T19:00:00Z,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-1535,10177,1070,2605,3
Matthew Cash,DEF,Aston Villa,496,22,8,6,False,2020-09-28T16:45:00Z,0,3,3,90,0,0,1,0,0,0,0,0,0,0,0,28,36.2,14.8,2.0,5.3,50,3693,32286,7499,3806,3
Matthew Clarke,DEF,Brighton,73,19,13,0,True,2020-09-26T11:30:00Z,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-83,485,41,124,3
Matthew Longstaff,MID,Newcastle,487,26,17,0,False,2020-09-27T13:00:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-475,1677,61,536,3
Matthew Lowton,DEF,Burnley,92,20,16,0,True,2020-09-26T19:00:00Z,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-1256,10565,472,1728,3
Matty James,MID,Leicester,222,24,12,0,False,2020-09-27T15:30:00Z,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-3014,33265,4160,7174,3
Matt Doherty,DEF,Spurs,457,26,14,2,True,2020-09-27T13:00:00Z,1,1,3,90,0,0,0,1,0,0,0,0,0,0,0,16,24.2,26.7,8.0,5.9,60,-242759,1155317,45516,288275,3
Matt Macey,GK,Arsenal,527,23,11,0,False,2020-09-28T19:00:00Z,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,12312,42771,27262,14950,3
Matt Phillips,MID,West Brom,411,27,5,1,True,2020-09-26T16:30:00Z,3,3,3,16,0,0,0,1,0,0,0,0,0,0,0,3,0.2,0.0,8.0,0.8,53,-1394,4945,273,1667,3
Matt Ritchie,MID,Newcastle,322,26,17,2,False,2020-09-27T13:00:00Z,1,1,3,68,0,0,0,1,0,0,0,0,0,0,0,10,11.6,23.3,18.0,5.3,50,-1062,6774,394,1456,3
Matt Targett,DEF,Aston Villa,42,22,8,5,False,2020-09-28T16:45:00Z,0,3,3,90,0,0,1,0,0,0,0,1,0,0,0,24,8.6,2.0,0.0,1.1,45,2569,65844,11484,8915,3
Maxime Le Marchand,DEF,Fulham,173,22,2,0,True,2020-09-28T16:45:00Z,0,3,3,32,0,0,0,0,0,0,0,1,0,0,0,2,5.0,0.6,0.0,0.6,44,-1911,8502,220,2131,3
Max Kilman,DEF,Wolves,470,28,19,0,False,2020-09-27T18:00:00Z,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-2907,127608,11450,14357,3
Max Lowe,DEF,Sheffield Utd,511,25,10,0,True,2020-09-27T11:00:00Z,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-524,5067,202,726,3
Max Meyer,MID,Crystal Palace,143,21,7,0,True,2020-09-26T14:00:00Z,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-424,3398,331,755,3
Mbwana Samatta,FWD,Aston Villa,49,22,8,0,False,2020-09-28T16:45:00Z,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,59,-2443,6236,449,2892,3
Meritan Shabani,MID,Wolves,553,28,19,0,False,2020-09-27T18:00:00Z,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,0,0,0,3
Mesut Özil,MID,Arsenal,1,23,11,0,False,2020-09-28T19:00:00Z,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,69,-11451,59793,675,12126,3
Michael Hector,DEF,Fulham,178,22,2,0,True,2020-09-28T16:45:00Z,0,3,3,57,0,0,0,3,0,0,0,0,0,0,0,6,9.0,0.3,0.0,0.9,45,-2659,18392,1201,3860,3
Michael Keane,DEF,Everton,156,21,6,2,False,2020-09-26T14:00:00Z,1,2,3,90,0,0,0,1,0,0,0,0,0,0,0,15,15.4,0.4,2.0,1.8,50,105206,284812,138666,33460,3
Michael Obafemi,FWD,Southampton,381,20,4,1,False,2020-09-26T19:00:00Z,0,1,3,13,0,0,0,0,0,0,0,0,0,0,0,2,0.4,0.1,0.0,0.1,49,-30763,131923,9259,40022,3
Michail Antonio,FWD,West Ham,437,28,20,2,True,2020-09-27T18:00:00Z,4,0,3,87,0,0,1,0,0,0,0,0,0,0,0,5,18.0,14.3,44.0,7.6,64,-78588,437401,27950,106538,3
Michy Batshuayi,FWD,Crystal Palace,108,21,7,1,True,2020-09-26T14:00:00Z,1,2,3,15,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.3,2.0,0.2,59,-36028,87628,4255,40283,3
Miguel Almirón,MID,Newcastle,339,26,17,2,False,2020-09-27T13:00:00Z,1,1,3,76,0,0,0,1,0,0,0,0,0,0,0,9,11.0,14.4,14.0,3.9,59,-16383,51637,2697,19080,3
Mohamed Naser El Sayed Elneny,MID,Arsenal,526,23,11,2,False,2020-09-28T19:00:00Z,3,1,3,90,0,0,0,3,0,0,0,0,0,0,0,17,8.0,0.6,2.0,1.1,45,-3575,110312,26010,29585,3
Mohamed Salah,MID,Liverpool,254,23,1,5,True,2020-09-28T19:00:00Z,3,1,3,90,0,1,0,1,0,0,0,0,0,0,0,18,7.0,27.3,44.0,7.8,121,95854,2576134,232019,136165,3
Mohammed Salisu,DEF,Southampton,479,20,4,0,False,2020-09-26T19:00:00Z,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-5165,13625,136,5301,3
Moise Kean,FWD,Everton,169,21,6,0,False,2020-09-26T14:00:00Z,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,59,-5862,31953,2522,8384,3
Morgan Gibbs-White,MID,Wolves,473,28,19,0,False,2020-09-27T18:00:00Z,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-40,471,46,86,3
Moussa Djenepo,MID,Southampton,382,20,4,3,False,2020-09-26T19:00:00Z,0,1,3,76,0,0,1,0,0,0,0,0,0,0,0,2,0.0,3.0,8.0,0.9,55,3336,9556,5549,2213,3
Moussa Sissoko,MID,Spurs,385,26,14,0,True,2020-09-27T13:00:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-6573,32482,2162,8735,3
N'Golo Kanté,MID,Chelsea,113,27,18,2,False,2020-09-26T16:30:00Z,3,3,3,90,0,0,0,3,0,0,0,0,0,0,0,16,15.4,7.2,2.0,2.5,50,-15492,298835,29932,45424,3
Naby Keita,MID,Liverpool,261,23,1,2,True,2020-09-28T19:00:00Z,3,1,3,78,0,0,0,1,0,0,0,0,0,0,0,11,2.8,14.3,22.0,3.9,54,-13990,46684,3822,17812,3
Nampalys Mendy,MID,Leicester,518,24,12,5,False,2020-09-27T15:30:00Z,2,5,3,90,0,1,0,2,0,0,0,0,0,0,0,20,32.6,20.8,0.0,5.3,45,11683,124069,32855,21172,3
Nathan Aké,DEF,Man City,279,24,9,5,True,2020-09-27T15:30:00Z,2,5,3,90,1,0,0,5,0,0,0,1,0,0,0,21,43.2,7.8,17.0,6.8,55,33398,544619,87670,54272,3
Nathan Ferguson,DEF,Crystal Palace,145,21,7,0,True,2020-09-26T14:00:00Z,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-13068,92070,7835,20903,3
Nathan Redmond,MID,Southampton,365,20,4,0,False,2020-09-26T19:00:00Z,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,64,-19857,20292,9744,29601,3
Nathan Tella,MID,Southampton,524,20,4,1,False,2020-09-26T19:00:00Z,0,1,3,13,0,0,0,0,0,0,0,0,0,0,0,4,2.2,0.3,0.0,0.3,45,7704,27648,13058,5354,3
Neal Maupay,FWD,Brighton,68,19,13,8,True,2020-09-26T11:30:00Z,2,3,3,90,1,0,0,3,0,0,0,0,0,0,2,33,40.2,38.7,62.0,14.1,65,37254,160211,67121,29867,3
Neco Williams,DEF,Liverpool,264,23,1,0,True,2020-09-28T19:00:00Z,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-20357,263809,18561,38918,3
Neeskens Kebano,MID,Fulham,180,22,2,1,True,2020-09-28T16:45:00Z,0,3,3,12,0,0,0,0,0,0,0,0,0,0,0,3,0.4,1.3,10.0,1.2,49,-2211,8265,442,2653,3
Neil Taylor,DEF,Aston Villa,31,22,8,0,False,2020-09-28T16:45:00Z,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-2124,21596,2704,4828,3
Nemanja Matic,MID,Man Utd,295,19,3,4,False,2020-09-26T11:30:00Z,2,3,3,90,0,1,0,2,0,0,0,1,0,0,0,19,22.6,4.6,9.0,3.6,50,-3205,16713,1197,4402,3
Nick Pope,GK,Burnley,96,20,16,2,True,2020-09-26T19:00:00Z,0,1,3,90,0,0,0,1,0,0,0,0,0,0,0,8,2.4,0.0,0.0,0.2,55,-54570,1020672,47616,102186,3
Nicolas Pépé,MID,Arsenal,18,23,11,1,False,2020-09-28T19:00:00Z,3,1,3,22,0,0,0,1,0,0,0,0,0,0,0,2,0.0,1.3,0.0,0.1,78,-31642,69956,1751,33393,3
Nicolás Otamendi,DEF,Man City,269,24,9,0,True,2020-09-27T15:30:00Z,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-8964,42756,2107,11071,3
Nélson Cabral Semedo,DEF,Wolves,546,28,19,1,False,2020-09-27T18:00:00Z,4,0,3,72,0,0,0,3,0,0,0,0,0,0,0,14,11.4,3.4,6.0,2.1,55,29089,36150,36050,6961,3
Odion Ighalo,FWD,Man Utd,293,19,3,0,False,2020-09-26T11:30:00Z,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,64,-4490,18756,942,5432,3
Oleksandr Zinchenko,DEF,Man City,283,24,9,0,True,2020-09-27T15:30:00Z,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,-7889,23043,1004,8893,3
Oliver Burke,MID,Sheffield Utd,424,25,10,3,True,2020-09-27T11:00:00Z,0,1,3,73,0,0,1,0,0,0,0,0,0,0,0,6,5.8,32.4,36.0,7.4,45,18084,84704,39036,20952,3
Oliver Casey,DEF,Leeds,215,25,15,0,False,2020-09-27T11:00:00Z,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-4745,51223,2370,7115,3
Oliver McBurnie,FWD,Sheffield Utd,357,25,10,1,True,2020-09-27T11:00:00Z,0,1,3,16,0,0,0,1,0,0,0,0,0,0,0,2,1.2,1.3,4.0,0.7,59,-10941,34821,1558,12499,3
Oliver Norwood,MID,Sheffield Utd,349,25,10,1,True,2020-09-27T11:00:00Z,0,1,3,26,0,0,0,1,0,0,0,0,0,0,0,2,0.6,0.3,0.0,0.1,49,-8130,28512,874,9004,3
Oliver Skipp,MID,Spurs,404,26,14,0,True,2020-09-27T13:00:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-188,2374,361,549,3
Olivier Giroud,FWD,Chelsea,103,27,18,1,False,2020-09-26T16:30:00Z,3,3,3,17,0,0,0,0,0,0,0,0,0,0,0,3,0.0,1.8,6.0,0.8,69,-18198,59225,2116,20314,3
Ollie Watkins,FWD,Aston Villa,514,22,8,2,False,2020-09-28T16:45:00Z,0,3,3,90,0,0,1,0,0,0,0,0,0,0,0,3,1.8,12.0,15.0,2.9,60,2870,109123,24796,21926,3
Oluwasemilogo Adesewo Ibidapo Ajayi,DEF,West Brom,419,27,5,1,True,2020-09-26T16:30:00Z,3,3,3,90,0,0,0,3,0,0,0,0,0,0,0,12,20.8,0.0,0.0,2.1,49,-3877,16116,637,4514,3
Oriol Romeu Vidal,MID,Southampton,364,20,4,3,False,2020-09-26T19:00:00Z,0,1,3,90,0,0,1,0,0,0,0,0,0,0,0,9,20.6,2.8,0.0,2.3,45,-31587,250869,17665,49252,3
Oskar Buur,DEF,Wolves,467,28,19,0,False,2020-09-27T18:00:00Z,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,19637,207418,56812,37175,3
Pablo Fornals,MID,West Ham,450,28,20,9,True,2020-09-27T18:00:00Z,4,0,3,90,0,2,1,0,0,0,0,0,0,0,0,19,17.8,10.6,5.0,3.3,64,-826,5599,345,1171,3
Pablo Hernández Domínguez,MID,Leeds,193,25,15,0,False,2020-09-27T11:00:00Z,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,59,-59014,52255,745,59759,3
Pablo Marí,DEF,Arsenal,10,23,11,0,False,2020-09-28T19:00:00Z,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-83,705,69,152,3
Pascal Groß,MID,Brighton,57,19,13,1,True,2020-09-26T11:30:00Z,2,3,3,16,0,0,0,1,0,0,0,0,0,0,0,5,4.0,16.2,10.0,3.0,59,-2499,8573,328,2827,3
Pascal Struijk,DEF,Leeds,211,25,15,0,False,2020-09-27T11:00:00Z,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-9557,148434,17038,26595,3
Patrick Bamford,FWD,Leeds,202,25,15,8,False,2020-09-27T11:00:00Z,0,1,3,90,1,0,1,0,0,0,0,0,0,0,2,29,34.6,12.4,44.0,9.1,57,542839,1408294,668971,126132,3
Patrick van Aanholt,DEF,Crystal Palace,139,21,7,0,True,2020-09-26T14:00:00Z,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,-973,4637,184,1157,3
Paulo Gazzaniga,GK,Spurs,393,26,14,0,True,2020-09-27T13:00:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-2421,22915,428,2849,3
Paul Dummett,DEF,Newcastle,331,26,17,0,False,2020-09-27T13:00:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-300,1364,27,327,3
Paul Pogba,MID,Man Utd,296,19,3,2,False,2020-09-26T11:30:00Z,2,3,3,64,0,0,0,1,0,0,0,0,0,0,0,3,0.0,0.8,0.0,0.0,80,-27439,122029,9465,36904,3
Pedro Lomba Neto,MID,Wolves,474,28,19,2,False,2020-09-27T18:00:00Z,4,0,3,90,0,0,0,4,0,0,0,0,0,0,0,12,8.4,43.5,8.0,6.0,55,8598,44254,19559,10961,3
Phil Bardsley,DEF,Burnley,82,20,16,1,True,2020-09-26T19:00:00Z,0,1,3,90,0,0,0,1,0,0,0,1,0,0,0,10,13.6,10.1,0.0,2.4,45,-1879,38080,4011,5890,3
Phil Foden,MID,Man City,284,24,9,2,True,2020-09-27T15:30:00Z,2,5,3,63,0,0,0,3,0,0,0,0,0,0,0,5,0.6,3.7,0.0,0.4,65,205051,529454,284995,79944,3
Phil Jagielka,DEF,Sheffield Utd,529,25,10,0,True,2020-09-27T11:00:00Z,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,10444,33014,14926,4482,3
Phil Jones,DEF,Man Utd,297,19,3,0,False,2020-09-26T11:30:00Z,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-1700,4082,52,1752,3
Pierre-Emerick Aubameyang,MID,Arsenal,4,23,11,2,False,2020-09-28T19:00:00Z,3,1,3,90,0,0,0,3,0,0,0,0,0,0,0,5,4.2,0.9,4.0,0.9,119,-967555,2046859,50656,1018211,3
Pierre-Emile Højbjerg,MID,Spurs,396,26,14,2,True,2020-09-27T13:00:00Z,1,1,3,90,0,0,0,1,0,0,0,0,0,0,0,14,18.2,32.1,8.0,5.8,49,-9098,54887,5340,14438,3
Raheem Sterling,MID,Man City,276,24,9,2,True,2020-09-27T15:30:00Z,2,5,3,90,0,0,0,5,0,0,0,0,0,0,0,-4,4.6,6.5,40.0,5.1,115,92242,431789,158435,66193,3
Raúl Jiménez,FWD,Wolves,460,28,19,0,False,2020-09-27T18:00:00Z,4,0,3,90,0,0,0,4,1,0,0,0,0,0,0,-1,0.0,7.2,47.0,5.4,85,198215,1561217,349218,151003,3
Reece James,DEF,Chelsea,123,27,18,1,False,2020-09-26T16:30:00Z,3,3,3,90,0,0,0,3,0,0,0,1,0,0,1,27,36.8,89.7,4.0,13.1,51,426692,1135471,522263,95571,3
Reiss Nelson,MID,Arsenal,21,23,11,0,False,2020-09-28T19:00:00Z,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,54,-913,4712,193,1106,3
Rekeem Harper,MID,West Brom,426,27,5,0,True,2020-09-26T16:30:00Z,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-999,40609,6711,7710,3
Rhian Brewster,FWD,Sheffield Utd,262,25,10,0,True,2020-09-27T11:00:00Z,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-41736,343265,28734,52167,3
Ricardo Domingos Barbosa Pereira,DEF,Leicester,226,24,12,0,False,2020-09-27T15:30:00Z,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,60,-1470,7028,386,1856,3
Richarlison de Andrade,FWD,Everton,166,21,6,8,False,2020-09-26T14:00:00Z,1,2,3,89,1,0,0,1,0,0,0,1,0,0,3,32,42.0,3.2,25.0,7.0,80,16344,777072,114962,98618,3
Riyad Mahrez,MID,Man City,275,24,9,12,True,2020-09-27T15:30:00Z,2,5,3,90,1,1,0,5,0,0,0,0,0,0,2,39,52.4,42.9,30.0,12.5,85,-31344,125375,20978,52322,3
Robbie Brady,MID,Burnley,95,20,16,0,True,2020-09-26T19:00:00Z,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-1105,3913,186,1291,3
Roberto Firmino,FWD,Liverpool,249,23,1,2,True,2020-09-28T19:00:00Z,3,1,3,90,0,0,0,1,0,0,0,0,0,0,0,12,9.0,24.4,22.0,5.5,94,-28847,210870,13596,42443,3
Roberto Jimenez Gago,GK,West Ham,433,28,20,0,True,2020-09-27T18:00:00Z,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-75,1056,87,162,3
Robert Snodgrass,MID,West Ham,428,28,20,0,True,2020-09-27T18:00:00Z,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,59,-1605,7227,149,1754,3
Robin Koch,DEF,Leeds,491,25,15,6,False,2020-09-27T11:00:00Z,0,1,3,90,0,0,1,0,0,0,0,0,0,0,0,25,18.0,0.3,0.0,1.8,45,-2971,39477,4413,7384,3
Rob Holding,DEF,Arsenal,16,23,11,1,False,2020-09-28T19:00:00Z,3,1,3,90,0,0,0,3,0,0,0,0,0,0,0,14,32.0,0.1,0.0,3.2,45,14874,171240,51839,36965,3
Rodrigo Hernandez,MID,Man City,286,24,9,2,True,2020-09-27T15:30:00Z,2,5,3,90,0,0,0,5,0,0,0,0,0,0,0,14,12.6,8.0,3.0,2.4,55,-3393,36118,3472,6865,3
Rodrigo Moreno,FWD,Leeds,492,25,15,1,False,2020-09-27T11:00:00Z,0,1,3,45,0,0,0,0,0,0,0,0,0,0,0,0,2.8,3.9,25.0,3.2,59,-182141,300092,12046,194187,3
Rolando Aarons,MID,Newcastle,337,26,17,0,False,2020-09-27T13:00:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-702,4852,429,1131,3
Romaine Sawyers,MID,West Brom,413,27,5,2,True,2020-09-26T16:30:00Z,3,3,3,90,0,0,0,3,0,0,0,0,0,0,0,12,11.4,11.9,1.0,2.4,50,-445,3222,142,587,3
Romain Saïss,DEF,Wolves,461,28,19,0,False,2020-09-27T18:00:00Z,4,0,3,90,0,0,0,4,0,0,0,0,0,0,0,15,12.0,1.7,0.0,1.4,51,347814,816549,439854,92040,3
Ross Barkley,MID,Aston Villa,106,22,8,0,False,2020-09-28T16:45:00Z,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,59,-2661,19252,1476,2277,3
Ruben Loftus-Cheek,MID,Chelsea,115,27,18,0,False,2020-09-26T16:30:00Z,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,60,-1848,12237,759,2607,3
Rui Pedro dos Santos Patrício,GK,Wolves,455,28,19,1,False,2020-09-27T18:00:00Z,4,0,3,90,0,0,0,4,0,0,0,0,0,4,0,17,33.4,0.0,0.0,3.3,55,48947,483271,95211,46264,3
Ryan Bennett,DEF,Wolves,456,28,19,0,False,2020-09-27T18:00:00Z,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-3005,24617,1392,4397,3
Ryan Bertrand,DEF,Southampton,362,20,4,8,False,2020-09-26T19:00:00Z,0,1,3,90,0,0,1,0,0,0,0,0,0,0,2,28,19.0,32.3,2.0,5.3,50,-10378,80480,3818,14196,3
Ryan Fraser,MID,Newcastle,507,26,17,0,False,2020-09-27T13:00:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,60,-18454,42093,2181,20635,3
Ryan Fredericks,DEF,West Ham,438,28,20,1,True,2020-09-27T18:00:00Z,4,0,3,48,0,0,0,0,0,0,0,0,0,0,0,9,14.2,25.6,0.0,4.0,45,-191,38706,5768,5959,3
Ryan Inniss,DEF,Crystal Palace,534,21,7,0,True,2020-09-26T14:00:00Z,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,1962,4732,2569,607,3
Ryan Sessegnon,DEF,Spurs,399,26,14,0,True,2020-09-27T13:00:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-3008,13413,378,3386,3
Rúben Diogo da Silva Neves,MID,Wolves,466,28,19,2,False,2020-09-27T18:00:00Z,4,0,3,90,0,0,0,4,0,0,0,0,0,0,0,18,21.0,7.0,16.0,4.4,55,-15438,147330,7587,23025,3
Rúben Gonçalo Silva Nascimento Vinagre,DEF,Wolves,471,28,19,0,False,2020-09-27T18:00:00Z,4,0,3,90,0,0,0,4,0,0,0,0,0,0,0,17,16.4,23.3,0.0,4.0,44,-82049,399790,31733,113782,3
Rúnar Alex Rúnarsson,GK,Arsenal,547,23,11,0,False,2020-09-28T19:00:00Z,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,101,299,134,33,3
Sadio Mané,MID,Liverpool,251,23,1,7,True,2020-09-28T19:00:00Z,3,1,3,79,1,0,0,1,0,0,0,1,0,0,1,22,43.0,26.5,84.0,15.4,119,55243,704103,122337,67094,3
Sam Field,MID,West Brom,423,27,5,1,True,2020-09-26T16:30:00Z,3,3,3,1,0,0,0,1,0,0,0,0,0,0,0,3,1.0,0.0,0.0,0.1,49,-135,1778,201,336,3
Sam Johnstone,GK,West Brom,417,27,5,3,True,2020-09-26T16:30:00Z,3,3,3,90,0,0,0,3,0,0,0,0,0,7,0,23,46.6,0.0,0.0,4.7,45,-5507,48344,3358,8865,3
Sam Woods,DEF,Crystal Palace,522,21,7,0,True,2020-09-26T14:00:00Z,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,449,20234,4682,4233,3
Sander Berge,MID,Sheffield Utd,360,25,10,2,True,2020-09-27T11:00:00Z,0,1,3,90,0,0,0,1,0,0,0,0,0,0,0,10,12.0,22.4,4.0,3.8,50,-161,11089,1686,1847,3
