player_name,position,team,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,value,transfers_balance,selected,transfers_in,transfers_out,GW,strength_attack_away,strength_attack_home,strength_defence_away,strength_defence_home,strength_overall_away,strength_overall_home,shots,xG,xA,key_passes,npg,npxG,xGChain,xGBuildup,position_stat,season 
Nélson Cabral Semedo,DEF,Wolves,Spurs,2,True,2021-08-22,0,1,90,0,0,0,1,0,0,0,0,0,0,0,13,14.2,25.2,12.0,5.1,50,-17729,107567,2199,19928,2,1140,1120,1120,1090,1100,1090,2,0.035020530223846436,0.18957744538784027,2,0,0.035020530223846436,0.3819482326507568,0.240223690867424,DMR,2021
Romain Saïss,DEF,Wolves,Spurs,2,True,2021-08-22,0,1,83,0,0,0,1,0,0,0,0,0,0,0,18,14.4,11.5,8.0,3.4,50,-2496,44275,1659,4155,2,1140,1120,1120,1090,1100,1090,1,0.014092393219470978,0.055830299854278564,1,0,0.014092393219470978,0.2039555162191391,0.2039555162191391,DC,2021
Rúben Diogo da Silva Neves,MID,Wolves,Spurs,2,True,2021-08-22,0,1,90,0,0,0,1,0,0,0,0,0,0,0,22,33.2,73.4,24.0,13.1,55,-10526,106895,3982,14508,2,1140,1120,1120,1090,1100,1090,4,0.1026712879538536,0.6829051971435547,5,0,0.1026712879538536,0.9656000137329102,0.26775383949279785,MC,2021
Boubakary Soumaré,MID,Leicester,West Ham,1,False,2021-08-23,4,1,9,0,0,0,1,0,0,0,0,0,0,0,4,1.0,0.1,0.0,0.1,50,-973,7290,332,1305,2,1130,1100,1160,1120,1190,1170,0,0.0,0.0,0,0,0.0,0.0,0.0,Sub,2021
Çaglar Söyüncü,DEF,Leicester,West Ham,0,False,2021-08-23,4,1,90,0,0,0,4,0,0,0,0,0,0,0,14,18.4,0.3,0.0,1.9,50,11859,242236,26260,14401,2,1130,1100,1160,1120,1190,1170,0,0.0,0.0,0,0,0.0,0.07021933794021606,0.07021933794021606,DC,2021
Thiago Alcántara do Nascimento,MID,Liverpool,Burnley,1,True,2021-08-21,2,0,9,0,0,0,0,0,0,0,0,0,0,0,3,2.6,2.0,8.0,1.3,55,-18472,65201,4229,22701,2,1330,1290,1360,1350,1350,1340,1,0.033081188797950745,0.0,0,0,0.033081188797950745,0.17128241062164307,0.13820122182369232,Sub,2021
Emile Smith Rowe,MID,Arsenal,Chelsea,2,True,2021-08-22,0,2,90,0,0,0,2,0,0,0,0,0,0,0,15,9.8,6.4,31.0,4.7,55,-52598,473317,25527,78125,2,1140,1110,1170,1100,1220,1190,2,0.1245907098054886,0.0,0,0,0.1245907098054886,0.1245907098054886,0.0,AMC,2021
Gabriel Teodoro Martinelli Silva,MID,Arsenal,Chelsea,2,True,2021-08-22,0,2,78,0,0,0,2,0,0,0,0,0,0,0,9,7.2,16.0,2.0,2.5,55,-3706,26785,2934,6640,2,1140,1110,1170,1100,1220,1190,0,0.0,0.03982769697904587,1,0,0.0,0.03982769697904587,0.0,FW,2021
Nicolas Pépé,MID,Arsenal,Chelsea,2,True,2021-08-22,0,2,90,0,0,0,2,0,0,0,0,0,0,0,4,2.6,8.3,0.0,1.1,74,-86710,170310,4955,91665,2,1140,1110,1170,1100,1220,1190,0,0.0,0.0,0,0,0.0,0.08961617946624756,0.08961617946624756,AMR,2021
Nuno Varela Tavares,DEF,Arsenal,Chelsea,1,True,2021-08-22,0,2,24,0,0,0,0,0,0,0,0,0,0,0,4,9.4,0.8,0.0,1.0,45,-3065,21734,921,3986,2,1140,1110,1170,1100,1220,1190,0,0.0,0.0,0,0,0.0,0.0,0.0,Sub,2021
David Raya Martin,GK,Brentford,Crystal Palace,6,False,2021-08-21,0,0,90,0,0,1,0,0,0,0,0,0,2,0,26,16.4,0.0,0.0,1.6,45,88761,299591,106397,17636,2,1160,1130,1150,1100,1100,1080,0,0.0,0.0,0,0,0.0,0.0,0.0,GK,2021
Sergi Canós,MID,Brentford,Crystal Palace,3,False,2021-08-21,0,0,90,0,0,1,0,0,0,0,0,0,0,0,8,15.4,22.8,2.0,4.0,55,127874,221559,149870,21996,2,1160,1130,1150,1100,1100,1080,0,0.0,0.11126385629177094,2,0,0.0,0.1017376258969307,0.0,DMR,2021
N'Golo Kanté,MID,Chelsea,Arsenal,1,False,2021-08-22,0,2,18,0,0,0,0,0,0,0,0,0,0,0,6,6.4,0.8,2.0,0.9,50,-81243,259685,10546,91789,2,1350,1330,1330,1340,1350,1340,0,0.0,0.0,0,0,0.0,0.4721955060958862,0.4721955060958862,Sub,2021
Marc Guéhi,DEF,Crystal Palace,Brentford,6,True,2021-08-21,0,0,90,0,0,1,0,0,0,0,0,0,0,0,24,16.8,0.2,0.0,1.7,45,-486,24278,1766,2252,2,1160,1110,1140,1110,1100,1060,0,0.0,0.0,0,0,0.0,0.09600816667079927,0.09600816667079927,DC,2021
Ferran Torres,MID,Man City,Norwich,3,True,2021-08-21,5,0,60,0,0,1,0,0,0,0,0,0,0,0,7,1.0,4.4,36.0,4.1,70,13661,159103,34644,20983,2,1350,1340,1350,1340,1360,1340,3,0.1689968705177307,0.0,0,0,0.1689968705177307,0.1689968705177307,0.0,FW,2021
Gabriel Fernando de Jesus,FWD,Man City,Norwich,11,True,2021-08-21,5,0,90,0,2,1,0,0,0,0,0,0,0,3,39,38.4,42.5,20.0,10.1,85,-17192,236822,33603,50795,2,1350,1340,1350,1340,1360,1340,1,0.07871851325035095,1.3193001747131348,3,0,0.07871851325035095,1.294819712638855,0.4956791996955872,FWR,2021
João Pedro Cavaco Cancelo,DEF,Man City,Norwich,6,True,2021-08-21,5,0,90,0,0,1,0,0,0,0,0,0,0,0,18,11.6,9.1,11.0,3.2,60,-6770,539200,36414,43184,2,1350,1340,1350,1340,1360,1340,1,0.02854956313967705,0.0,0,0,0.02854956313967705,1.2655153274536133,1.2369657754898071,DL,2021
Bamidele Alli,MID,Spurs,Wolves,9,False,2021-08-22,0,1,90,1,0,1,0,0,0,0,0,0,0,1,27,56.6,3.5,25.0,8.5,65,5723,108881,18886,13163,2,1130,1110,1160,1110,1210,1180,1,0.7611688375473022,0.0,0,0,0.0,0.03095254674553871,0.03095254674553871,MC,2021
Heung-Min Son,MID,Spurs,Wolves,3,False,2021-08-22,0,1,71,0,0,1,0,0,0,0,0,0,0,0,7,4.0,3.3,37.0,4.4,100,115573,1758548,200623,85050,2,1130,1110,1160,1110,1210,1180,2,0.1769917905330658,0.0,0,0,0.1769917905330658,0.1769917905330658,0.0,FW,2021
Joelinton Cássio Apolinário de Lira,FWD,Newcastle,Aston Villa,1,False,2021-08-21,2,0,12,0,0,0,0,0,0,0,0,0,0,0,3,5.0,0.7,19.0,2.5,60,-6531,42159,3224,9755,2,1040,1030,1140,1100,1070,1050,1,0.049591846764087684,0.0,0,0,0.049591846764087684,0.09130296856164932,0.09130296856164932,Sub,2021
Wesley Moraes,FWD,Aston Villa,Newcastle,1,True,2021-08-21,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.5,0.0,0.0,55,-1226,21372,3370,4596,2,1120,1110,1160,1130,1180,1130,0,0.0,0.0,0,0,0.0,0.0,0.0,Sub,2021
Frederico Rodrigues de Paula Santos,MID,Man Utd,Southampton,0,False,2021-08-22,1,1,75,0,0,0,1,1,0,0,0,0,0,0,7,15.6,24.3,0.0,4.0,50,23702,63157,31883,8181,2,1190,1160,1310,1250,1320,1280,0,0.0,0.06745003163814545,2,0,0.0,0.16496416926383972,0.11940440535545348,DMC,2021
Raphael Dias Belloli,MID,Leeds,Everton,7,True,2021-08-21,2,2,90,1,0,0,2,0,0,0,0,0,0,0,18,41.2,24.3,46.0,11.2,65,-94295,1196087,51870,146165,2,1070,1060,1130,1100,1130,1090,6,0.17608767747879028,0.025351043790578842,1,1,0.17608767747879028,0.493557870388031,0.3638721108436585,AMR,2021
Allan Marques Loureiro,MID,Everton,Leeds,2,False,2021-08-21,2,2,90,0,0,0,2,0,0,0,0,0,0,0,15,30.8,22.3,0.0,5.3,45,12209,114757,25387,13178,2,1140,1120,1210,1150,1230,1190,0,0.0,0.06155974790453912,2,0,0.0,0.5776723027229309,0.5161125659942627,MC,2021
Ricardo Domingos Barbosa Pereira,DEF,Leicester,West Ham,-1,False,2021-08-23,4,1,90,0,0,0,4,0,0,0,1,0,0,0,7,13.8,2.3,4.0,2.0,55,119239,412582,139339,20100,2,1130,1100,1160,1120,1190,1170,1,0.07021933794021606,0.0,0,0,0.07021933794021606,0.1477896273136139,0.1477896273136139,DR,2021
Alisson Ramses Becker,GK,Liverpool,Burnley,8,True,2021-08-21,2,0,90,0,0,1,0,0,0,0,0,0,3,1,31,31.4,0.0,0.0,3.1,60,12181,508052,34490,22309,2,1330,1290,1360,1350,1350,1340,0,0.0,0.0,0,0,0.0,0.4217190742492676,0.4217190742492676,GK,2021
Emerson Palmieri dos Santos,DEF,Chelsea,Arsenal,0,False,2021-08-22,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,520,2839,868,348,2,1350,1330,1330,1340,1350,1340,0,0.0,0.010497404262423515,1,0,0.0,0.3786727488040924,0.3786727488040924,DL,2021
Jorge Luiz Frello Filho,MID,Chelsea,Arsenal,3,False,2021-08-22,0,2,90,0,0,1,0,0,0,0,0,0,0,0,16,12.4,16.2,0.0,2.9,60,-12021,384379,37172,49193,2,1350,1330,1330,1340,1350,1340,0,0.0,0.1108936369419098,1,0,0.0,1.130103349685669,1.0192097425460815,MC,2021
Bernardo Mota Veiga de Carvalho e Silva,MID,Man City,Norwich,3,True,2021-08-21,5,0,90,0,0,1,0,0,0,0,0,0,0,0,9,5.6,10.4,18.0,3.4,70,-11546,87321,5839,17385,2,1350,1340,1350,1340,1360,1340,1,0.03858072310686112,0.0,0,0,0.03858072310686112,0.7689629793167114,0.7303822636604309,MC,2021
Ederson Santana de Moraes,GK,Man City,Norwich,6,True,2021-08-21,5,0,90,0,0,1,0,0,0,0,0,0,0,0,19,4.2,0.0,0.0,0.4,60,-9415,769175,35317,44732,2,1350,1340,1350,1340,1360,1340,0,0.0,0.0,0,0,0.0,0.03858072310686112,0.03858072310686112,GK,2021
Rodrigo Hernandez,MID,Man City,Norwich,3,True,2021-08-21,5,0,90,0,0,1,0,0,0,0,0,0,0,0,12,5.0,28.7,4.0,3.8,55,-3994,29485,2548,6542,2,1350,1340,1350,1340,1360,1340,2,0.038492299616336816,0.10014300048351288,2,0,0.038492299616336816,0.9185025691986084,0.7798672914505005,MC,2021
Rúben Santos Gato Alves Dias,DEF,Man City,Norwich,11,True,2021-08-21,5,0,90,0,1,1,0,0,0,0,0,0,0,2,38,37.4,28.7,0.0,6.6,60,-45563,1844026,64929,110492,2,1350,1340,1350,1340,1360,1340,0,0.0,0.5536287426948547,2,0,0.0,1.2554614543914795,0.70183265209198,DC,2021
Lucas Rodrigues Moura da Silva,MID,Spurs,Wolves,3,False,2021-08-22,0,1,66,0,0,1,0,0,0,0,0,0,0,0,6,9.0,4.5,0.0,1.4,65,27239,105050,39391,12152,2,1130,1110,1160,1110,1210,1180,0,0.0,0.0,0,0,0.0,0.0,0.0,FWR,2021
Adam Lallana,MID,Brighton,Everton,1,True,2021-08-28,0,2,58,0,0,0,2,0,0,0,0,0,0,0,8,0.8,2.2,0.0,0.3,55,-1250,18657,1416,2666,3,1190,1160,1130,1090,1180,1140,0,0.0,0.0,0,0,0.0,0.04848753660917282,0.04848753660917282,MC,2021
Adam Webster,DEF,Brighton,Everton,1,True,2021-08-28,0,2,90,0,0,0,2,0,0,0,0,0,0,0,14,32.6,2.5,0.0,3.5,45,1553,47355,6268,4715,3,1190,1160,1130,1090,1180,1140,0,0.0,0.0,0,0,0.0,0.16451521217823029,0.16451521217823029,DC,2021
Alexis Mac Allister,MID,Brighton,Everton,1,True,2021-08-28,0,2,45,0,0,0,1,0,0,0,0,0,0,0,6,9.8,2.2,10.0,2.2,55,4294,51047,11911,7617,3,1190,1160,1130,1090,1180,1140,1,0.04848753660917282,0.0,0,0,0.04848753660917282,0.059961751103401184,0.059961751103401184,AMC,2021
Danny Welbeck,FWD,Brighton,Everton,1,True,2021-08-28,0,2,31,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.5,2.0,0.3,60,-1750,8497,260,2010,3,1190,1160,1130,1090,1180,1140,0,0.0,0.0,0,0,0.0,0.028754726052284237,0.028754726052284237,Sub,2021
Jakub Moder,MID,Brighton,Everton,2,True,2021-08-28,0,2,72,0,0,0,2,0,0,0,0,0,0,0,5,3.0,3.8,22.0,2.9,45,-4404,67082,6409,10813,3,1190,1160,1130,1090,1180,1140,1,0.0300824660807848,0.0,0,0,0.0300824660807848,0.10411212593317032,0.10411212593317032,DML,2021
Joël Veltman,DEF,Brighton,Everton,1,True,2021-08-28,0,2,45,0,0,0,1,0,0,0,0,0,0,0,8,9.8,22.6,3.0,3.5,44,-75572,145679,550,76122,3,1190,1160,1130,1090,1180,1140,1,0.04245903342962265,0.14838577806949615,2,0,0.04245903342962265,0.2926155626773834,0.2501565217971802,Sub,2021
Leandro Trossard,MID,Brighton,Everton,2,True,2021-08-28,0,2,90,0,0,0,2,0,0,0,0,0,0,0,8,13.2,15.2,48.0,7.6,64,-18774,62662,3602,22376,3,1190,1160,1130,1090,1180,1140,5,0.2413157969713211,0.021424472332000732,1,0,0.2413157969713211,0.3607388138771057,0.15025828778743744,AMC,2021
Lewis Dunk,DEF,Brighton,Everton,1,True,2021-08-28,0,2,90,0,0,0,2,0,0,0,0,0,0,0,17,14.8,1.5,0.0,1.6,50,-17882,425832,19294,37176,3,1190,1160,1130,1090,1180,1140,0,0.0,0.0,0,0,0.0,0.2346376180648804,0.2346376180648804,DC,2021
Neal Maupay,FWD,Brighton,Everton,2,True,2021-08-28,0,2,90,0,0,0,2,0,0,0,0,0,0,0,12,9.6,32.8,15.0,5.7,65,-54622,168678,23580,78202,3,1190,1160,1130,1090,1180,1140,2,0.11324497312307358,0.08915780484676361,3,0,0.11324497312307358,0.32793939113616943,0.12553660571575165,FW,2021
Pascal Groß,MID,Brighton,Everton,2,True,2021-08-28,0,2,90,0,0,0,2,0,0,0,0,0,0,0,19,29.2,50.7,9.0,8.9,60,17311,66445,26046,8735,3,1190,1160,1130,1090,1180,1140,1,0.13924460113048553,0.1899019479751587,3,0,0.13924460113048553,0.14604440331459045,0.14604440331459045,DMR,2021
Robert Sánchez,GK,Brighton,Everton,2,True,2021-08-28,0,2,90,0,0,0,2,0,0,0,0,0,3,0,17,22.4,0.0,0.0,2.2,45,31641,1839826,88721,57080,3,1190,1160,1130,1090,1180,1140,0,0.0,0.0,0,0,0.0,0.11142665892839433,0.11142665892839433,GK,2021
Shane Duffy,DEF,Brighton,Everton,1,True,2021-08-28,0,2,90,0,0,0,2,0,0,0,0,0,0,0,14,24.0,0.5,4.0,2.9,41,449332,901780,488118,38786,3,1190,1160,1130,1090,1180,1140,1,0.05804872140288352,0.0,0,0,0.05804872140288352,0.13286685943603516,0.13286685943603516,DC,2021
Taylor Richards,MID,Brighton,Everton,1,True,2021-08-28,0,2,17,0,0,0,0,0,0,0,0,0,0,0,4,2.6,11.5,8.0,2.2,45,162,1162,325,163,3,1190,1160,1130,1090,1180,1140,1,0.021424472332000732,0.007314532529562713,1,0,0.021424472332000732,0.1747834086418152,0.14604440331459045,Sub,2021
Yves Bissouma,MID,Brighton,Everton,1,True,2021-08-28,0,2,90,0,0,0,2,0,0,0,1,0,0,0,9,14.4,4.3,8.0,2.7,46,215885,1206675,286462,70577,3,1190,1160,1130,1090,1180,1140,1,0.007314532529562713,0.0,0,0,0.007314532529562713,0.20184648036956787,0.20184648036956787,MC,2021
Aaron Lennon,MID,Burnley,Leeds,0,True,2021-08-29,1,1,27,0,0,0,1,0,0,0,1,0,0,0,-2,4.6,0.5,0.0,0.5,50,0,0,0,0,3,1070,1040,1100,1060,1060,1050,0,0.0,0.0,0,0,0.0,0.0,0.0,Sub,2021
Ashley Barnes,FWD,Burnley,Leeds,1,True,2021-08-29,1,1,78,0,0,1,0,0,0,0,1,0,0,0,-5,2.2,11.6,6.0,2.0,55,239,144074,25055,24816,3,1070,1040,1100,1060,1060,1050,1,0.04677478224039079,0.10248167812824248,1,0,0.04677478224039079,0.16387581825256348,0.014619364403188229,FW,2021
Ashley Westwood,MID,Burnley,Leeds,2,True,2021-08-29,1,1,90,0,0,0,1,0,0,0,0,0,0,0,13,10.4,18.4,0.0,2.9,54,-16539,35188,377,16916,3,1070,1040,1100,1060,1060,1050,0,0.0,0.04677478224039079,1,0,0.0,0.06013286113739014,0.013358081690967085,MC,2021
Ben Mee,DEF,Burnley,Leeds,1,True,2021-08-29,1,1,90,0,0,0,1,0,0,0,1,0,0,0,9,17.2,10.2,18.0,4.5,50,-4999,55742,1898,6897,3,1070,1040,1100,1060,1060,1050,1,0.04741567000746727,0.012765398249030113,1,0,0.04741567000746727,0.026123479008674615,0.013358081690967085,DC,2021
Charlie Taylor,DEF,Burnley,Leeds,2,True,2021-08-29,1,1,90,0,0,0,1,0,0,0,0,0,0,0,13,26.6,1.2,2.0,3.0,45,-3331,39685,1491,4822,3,1070,1040,1100,1060,1060,1050,0,0.0,0.0,0,0,0.0,0.0,0.0,DL,2021
Chris Wood,FWD,Burnley,Leeds,9,True,2021-08-29,1,1,90,1,0,0,1,0,0,0,0,0,0,3,29,41.8,34.3,61.0,13.7,69,-36355,152732,9152,45507,3,1070,1040,1100,1060,1060,1050,3,1.3420056104660034,0.07539311796426773,3,1,1.3420056104660034,0.12489896267652513,0.04677478224039079,FW,2021
Dwight McNeil,MID,Burnley,Leeds,3,True,2021-08-29,1,1,90,0,0,0,1,0,0,0,0,0,0,1,24,23.0,25.8,11.0,6.0,59,-472,18936,2817,3289,3,1070,1040,1100,1060,1060,1050,2,0.027384761720895767,0.5449000000953674,2,0,0.027384761720895767,0.04074284434318543,0.013358081690967085,ML,2021
James Tarkowski,DEF,Burnley,Leeds,2,True,2021-08-29,1,1,90,0,0,0,1,0,0,0,0,0,0,0,12,25.2,0.1,19.0,4.4,50,-5061,116507,7598,12659,3,1070,1040,1100,1060,1060,1050,1,0.01744256354868412,0.0,0,0,0.01744256354868412,0.013358081690967085,0.013358081690967085,DC,2021
Johann Berg Gudmundsson,MID,Burnley,Leeds,3,True,2021-08-29,1,1,62,0,0,1,0,0,0,0,0,0,0,0,2,0.0,2.7,6.0,0.6,55,-362,5482,348,710,3,1070,1040,1100,1060,1060,1050,1,0.10248167812824248,0.0,0,0,0.10248167812824248,0.16261453926563266,0.06013286113739014,MR,2021
Josh Brownhill,MID,Burnley,Leeds,1,True,2021-08-29,1,1,90,0,0,0,1,0,0,0,1,0,0,0,6,4.0,5.5,19.0,2.9,45,-20418,269451,9176,29594,3,1070,1040,1100,1060,1060,1050,2,0.06584856659173965,0.0,0,0,0.06584856659173965,0.06350481510162354,0.050146732479333885,MC,2021
Matej Vydra,FWD,Burnley,Leeds,1,True,2021-08-29,1,1,11,0,0,0,1,0,0,0,0,0,0,0,2,1.2,0.3,0.0,0.2,54,-17587,45253,326,17913,3,1070,1040,1100,1060,1060,1050,0,0.0,0.0,0,0,0.0,0.0,0.0,Sub,2021
Matthew Lowton,DEF,Burnley,Leeds,6,True,2021-08-29,1,1,90,0,1,0,1,0,0,0,0,0,0,1,24,36.4,11.1,18.0,6.6,45,-17711,152267,3107,20818,3,1070,1040,1100,1060,1060,1050,1,0.06415712088346481,0.7644014358520508,1,0,0.06415712088346481,0.06350481510162354,0.06350481510162354,DR,2021
Nick Pope,GK,Burnley,Leeds,2,True,2021-08-29,1,1,90,0,0,0,1,0,0,0,0,0,1,0,10,11.8,0.0,0.0,1.2,55,-15950,267442,3264,19214,3,1070,1040,1100,1060,1060,1050,0,0.0,0.0,0,0,0.0,0.0,0.0,GK,2021
Aaron Cresswell,DEF,West Ham,Crystal Palace,5,True,2021-08-28,2,2,90,0,1,0,2,0,0,0,0,0,0,1,26,20.2,17.2,2.0,3.9,55,24456,1402594,117301,92845,3,1150,1130,1280,1260,1250,1240,0,0.0,0.092539019882679,1,0,0.0,0.307551771402359,0.21501275897026065,DL,2021
Andriy Yarmolenko,MID,West Ham,Crystal Palace,1,True,2021-08-28,2,2,3,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.3,6.0,0.6,54,-3162,15165,890,4052,3,1150,1130,1280,1260,1250,1240,1,0.03859849646687508,0.0,0,0,0.03859849646687508,0.03859849646687508,0.03859849646687508,Sub,2021
Angelo Ogbonna,DEF,West Ham,Crystal Palace,1,True,2021-08-28,2,2,90,0,0,0,2,0,0,0,0,0,0,0,12,7.8,0.8,2.0,1.1,50,1568,14331,2891,1323,3,1150,1130,1280,1260,1250,1240,0,0.0,0.0,0,0,0.0,0.10029128193855286,0.10029128193855286,DC,2021
Craig Dawson,DEF,West Ham,Crystal Palace,1,True,2021-08-28,2,2,90,0,0,0,2,0,0,0,0,0,0,0,17,26.6,0.8,36.0,6.3,50,5009,30911,8110,3101,3,1150,1130,1280,1260,1250,1240,1,0.13081467151641846,0.0,0,0,0.13081467151641846,0.12037771195173265,0.12037771195173265,DC,2021
Declan Rice,MID,West Ham,Crystal Palace,1,True,2021-08-28,2,2,90,0,0,0,2,0,0,0,1,0,0,0,11,17.6,24.3,12.0,5.4,50,9845,348473,44764,34919,3,1150,1130,1280,1260,1250,1240,0,0.0,0.08589202165603638,2,0,0.0,0.300904780626297,0.21501275897026065,DMC,2021
Jarrod Bowen,MID,West Ham,Crystal Palace,2,True,2021-08-28,2,2,78,0,0,0,2,0,0,0,0,0,0,0,7,9.6,33.3,5.0,4.8,64,-18272,89640,6762,25034,3,1150,1130,1280,1260,1250,1240,1,0.020975472405552864,0.22544971108436584,2,0,0.020975472405552864,0.1156105175614357,0.0,AMR,2021
Lukasz Fabianski,GK,West Ham,Crystal Palace,1,True,2021-08-28,2,2,90,0,0,0,2,0,0,0,0,0,0,0,6,1.8,0.0,0.0,0.2,50,-2542,156599,10631,13173,3,1150,1130,1280,1260,1250,1240,0,0.0,0.0,0,0,0.0,0.0,0.0,GK,2021
Manuel Lanzini,MID,West Ham,Crystal Palace,1,True,2021-08-28,2,2,11,0,0,0,0,0,0,0,0,0,0,0,4,6.4,0.5,0.0,0.7,59,-820,9073,1000,1820,3,1150,1130,1280,1260,1250,1240,0,0.0,0.0,0,0,0.0,0.0,0.0,Sub,2021
Michail Antonio,FWD,West Ham,Crystal Palace,11,True,2021-08-28,2,2,90,1,1,0,2,0,0,0,0,0,0,2,46,58.4,48.3,105.0,21.2,78,1011895,3317114,1064559,52664,3,1150,1130,1280,1260,1250,1240,5,0.5550150275230408,0.5712941288948059,4,1,0.5550150275230408,1.1066399812698364,0.5753495097160339,FW,2021
Pablo Fornals,MID,West Ham,Crystal Palace,7,True,2021-08-28,2,2,86,1,0,0,2,0,0,0,0,0,0,0,25,37.6,17.3,39.0,9.4,60,31368,68619,39653,8285,3,1150,1130,1280,1260,1250,1240,3,0.5616070628166199,0.0188473965972662,1,1,0.5616070628166199,0.6618983745574951,0.08144388347864151,AMC,2021
Tomas Soucek,MID,West Ham,Crystal Palace,2,True,2021-08-28,2,2,90,0,0,0,2,0,0,0,0,0,0,0,15,15.0,1.1,29.0,4.5,60,-65201,775679,44685,109886,3,1150,1130,1280,1260,1250,1240,2,0.055173981934785836,0.0,0,0,0.055173981934785836,0.09410781413316728,0.038933828473091125,DMC,2021
Vladimir Coufal,DEF,West Ham,Crystal Palace,1,True,2021-08-28,2,2,90,0,0,0,2,0,0,0,0,0,0,0,11,19.6,24.7,2.0,4.6,50,17636,956620,91910,74274,3,1150,1130,1280,1260,1250,1240,0,0.0,0.03851656243205071,1,0,0.0,0.5774775743484497,0.5774775743484497,DR,2021
Allan Saint-Maximin,FWD,Newcastle,Southampton,6,True,2021-08-28,2,2,90,1,0,0,2,0,0,0,1,0,0,1,27,44.4,34.0,31.0,10.9,65,-49205,398778,59238,108443,3,1040,1030,1140,1100,1070,1050,2,0.4400981366634369,0.04351285472512245,2,1,0.4400981366634369,1.0799959897994995,0.6077634692192078,FW,2021
Callum Wilson,FWD,Newcastle,Southampton,9,True,2021-08-28,2,2,68,1,0,1,0,0,0,0,0,0,0,3,30,36.2,1.3,37.0,7.5,75,-85812,457795,32919,118731,3,1040,1030,1140,1100,1070,1050,3,0.5706751346588135,0.0,0,1,0.5706751346588135,0.540574848651886,0.0,FW,2021
Fabian Schär,DEF,Newcastle,Southampton,0,True,2021-08-28,2,2,90,0,0,0,2,0,0,0,1,0,0,0,8,10.4,0.3,0.0,1.1,45,-1828,17224,478,2306,3,1040,1030,1140,1100,1070,1050,0,0.0,0.0,0,0,0.0,0.5963850021362305,0.5963850021362305,DC,2021
Federico Fernández,DEF,Newcastle,Southampton,1,True,2021-08-28,2,2,90,0,0,0,2,0,0,0,0,0,0,0,11,33.4,0.0,0.0,3.3,45,-978,16143,1115,2093,3,1040,1030,1140,1100,1070,1050,0,0.0,0.0,0,0,0.0,0.0,0.0,DC,2021
Freddie Woodman,GK,Newcastle,Southampton,2,True,2021-08-28,2,2,90,0,0,0,2,0,0,0,0,0,4,0,16,26.2,0.0,0.0,2.6,45,4380,47692,10650,6270,3,1040,1030,1140,1100,1070,1050,0,0.0,0.0,0,0,0.0,0.0,0.0,GK,2021
Jacob Murphy,MID,Newcastle,Southampton,5,True,2021-08-28,2,2,90,0,1,0,2,0,0,0,0,0,0,0,21,34.2,11.3,22.0,6.8,50,2037,28763,8833,6796,3,1040,1030,1140,1100,1070,1050,2,0.10149087011814116,0.5084404945373535,1,0,0.10149087011814116,0.5555679798126221,0.011378482915461063,DMR,2021
Jamaal Lascelles,DEF,Newcastle,Southampton,0,True,2021-08-28,2,2,90,0,0,0,2,0,0,0,1,0,0,0,0,0.0,0.3,4.0,0.3,45,-1583,26590,1558,3141,3,1040,1030,1140,1100,1070,1050,1,0.015427934937179087,0.0,0,0,0.015427934937179087,0.011378482915461063,0.011378482915461063,DC,2021
Matt Ritchie,DEF,Newcastle,Southampton,1,True,2021-08-28,2,2,90,0,0,0,2,0,0,0,0,0,0,0,12,10.4,11.3,4.0,2.6,50,208,26614,4934,4726,3,1040,1030,1140,1100,1070,1050,0,0.0,0.04337369650602341,2,0,0.0,0.5685206055641174,0.540574848651886,DML,2021
Miguel Almirón,MID,Newcastle,Southampton,2,True,2021-08-28,2,2,90,0,0,0,2,0,0,0,0,0,0,0,4,15.0,5.1,0.0,2.0,55,-2899,34218,4111,7010,3,1040,1030,1140,1100,1070,1050,0,0.0,0.0,0,0,0.0,0.540574848651886,0.540574848651886,MC,2021
Ryan Fraser,MID,Newcastle,Southampton,4,True,2021-08-28,2,2,6,0,1,0,1,0,0,0,0,0,0,0,12,0.0,0.3,18.0,1.8,54,-1411,8260,359,1770,3,1040,1030,1140,1100,1070,1050,1,0.08794452250003815,0.0,0,0,0.08794452250003815,0.08794452250003815,0.0,Sub,2021
Sean Longstaff,MID,Newcastle,Southampton,2,True,2021-08-28,2,2,90,0,0,0,2,0,0,0,0,0,0,0,22,35.0,25.5,1.0,6.2,45,-1374,24775,1732,3106,3,1040,1030,1140,1100,1070,1050,1,0.011378482915461063,0.06584931910037994,2,0,0.011378482915461063,0.5555679798126221,0.5084404945373535,MC,2021
Anwar El Ghazi,MID,Aston Villa,Brentford,1,True,2021-08-28,1,1,90,0,0,0,1,0,0,0,1,0,0,0,2,6.4,36.9,5.0,4.8,60,30007,117718,43936,13929,3,1120,1110,1160,1130,1180,1130,1,0.013226846233010292,0.1094561442732811,2,0,0.013226846233010292,0.16616035997867584,0.13359498977661133,ML,2021
