player_name,position,team,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,value,transfers_balance,selected,transfers_in,transfers_out,GW,strength_attack_away,strength_attack_home,strength_defence_away,strength_defence_home,strength_overall_away,strength_overall_home,shots,xG,xA,key_passes,npg,npxG,xGChain,xGBuildup,position_stat,season 
Ashley Young,DEF,Aston Villa,Brentford,2,True,2021-08-28,1,1,78,0,0,0,1,0,0,0,0,0,0,0,8,4.0,0.9,0.0,0.5,50,5886,86366,14234,8348,3,1120,1110,1160,1130,1180,1130,0,0.0,0.0,0,0,0.0,0.0,0.0,MC,2021
Axel Tuanzebe,DEF,Aston Villa,Brentford,2,True,2021-08-28,1,1,90,0,0,0,1,0,0,0,0,0,0,0,14,21.8,0.2,17.0,3.9,45,-5695,51968,1975,7670,3,1120,1110,1160,1130,1180,1130,1,0.05882754176855087,0.0,0,0,0.05882754176855087,0.06309586763381958,0.06309586763381958,DC,2021
Carney Chukwuemeka,MID,Aston Villa,Brentford,2,True,2021-08-28,1,1,62,0,0,0,1,0,0,0,0,0,0,0,6,2.8,3.3,0.0,0.6,45,-68,3114,404,472,3,1120,1110,1160,1130,1180,1130,0,0.0,0.0,0,0,0.0,0.0,0.0,MC,2021
Danny Ings,FWD,Aston Villa,Brentford,4,True,2021-08-28,1,1,90,0,1,0,1,0,0,0,1,0,0,0,14,22.4,11.3,27.0,6.1,81,160783,3078954,339661,178878,3,1120,1110,1160,1130,1180,1130,1,0.12788258492946625,0.06309586763381958,1,0,0.12788258492946625,0.13359498977661133,0.13359498977661133,FW,2021
Ezri Konsa Ngoyo,DEF,Aston Villa,Brentford,2,True,2021-08-28,1,1,88,0,0,0,1,0,0,0,0,0,0,0,7,9.4,0.0,6.0,1.5,50,-1592,77856,4713,6305,3,1120,1110,1160,1130,1180,1130,1,0.09011762589216232,0.0,0,0,0.09011762589216232,0.06309586763381958,0.06309586763381958,DC,2021
Kortney Hause,DEF,Aston Villa,Brentford,1,True,2021-08-28,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5,3.2,0.1,0.0,0.3,44,-1120,8189,333,1453,3,1120,1110,1160,1130,1180,1130,0,0.0,0.0,0,0,0.0,0.01933852210640908,0.01933852210640908,Sub,2021
Marvelous Nakamba,MID,Aston Villa,Brentford,1,True,2021-08-28,1,1,27,0,0,0,0,0,0,0,0,0,0,0,3,0.6,0.3,0.0,0.1,45,-2147,16735,1139,3286,3,1120,1110,1160,1130,1180,1130,0,0.0,0.0,0,0,0.0,0.0,0.0,Sub,2021
Matthew Cash,DEF,Aston Villa,Brentford,1,True,2021-08-28,1,1,90,0,0,0,1,0,0,0,1,0,0,0,7,15.2,1.5,6.0,2.3,50,4704,147978,18272,13568,3,1120,1110,1160,1130,1180,1130,0,0.0,0.0,0,0,0.0,0.013226846233010292,0.013226846233010292,DR,2021
Matt Targett,DEF,Aston Villa,Brentford,2,True,2021-08-28,1,1,90,0,0,0,1,0,0,0,0,0,0,0,9,15.2,2.2,0.0,1.7,49,-201862,412604,3759,205621,3,1120,1110,1160,1130,1180,1130,0,0.0,0.0,0,0,0.0,0.08243438601493835,0.08243438601493835,DL,2021
Ollie Watkins,FWD,Aston Villa,Brentford,1,True,2021-08-28,1,1,11,0,0,0,0,0,0,0,0,0,0,0,2,5.4,0.6,34.0,4.0,73,-77521,133365,1168,78689,3,1120,1110,1160,1130,1180,1130,2,0.08983764797449112,0.0,0,0,0.08983764797449112,0.08983764797449112,0.07049912959337233,Sub,2021
Adam Masina,DEF,Watford,Spurs,2,False,2021-08-29,1,0,90,0,0,0,1,0,0,0,0,0,0,0,18,28.4,19.7,0.0,4.8,45,-1008,8448,312,1320,3,1060,1040,1060,1060,1060,1050,0,0.0,0.07719335705041885,1,0,0.0,0.3104930520057678,0.3104930520057678,DL,2021
Craig Cathcart,DEF,Watford,Spurs,1,False,2021-08-29,1,0,50,0,0,0,1,0,0,0,0,0,0,0,7,24.2,0.4,2.0,2.7,45,-1366,10978,411,1777,3,1060,1040,1060,1060,1060,1050,0,0.0,0.0,0,0,0.0,0.0,0.0,DR,2021
Daniel Bachmann,GK,Watford,Spurs,4,False,2021-08-29,1,0,90,0,0,0,1,0,0,0,0,0,7,0,24,42.8,0.0,0.0,4.3,45,-8930,153208,4971,13901,3,1060,1040,1060,1060,1060,1050,0,0.0,0.0,0,0,0.0,0.0,0.0,GK,2021
Emmanuel Dennis,FWD,Watford,Spurs,1,False,2021-08-29,1,0,90,0,0,0,1,0,0,0,1,0,0,0,-2,0.4,2.0,23.0,2.5,51,187719,530746,269879,82160,3,1060,1040,1060,1060,1060,1050,2,0.12800568342208862,0.0,0,0,0.12800568342208862,0.2742872536182404,0.1970939040184021,ML,2021
Francisco Sierralta,DEF,Watford,Spurs,2,False,2021-08-29,1,0,90,0,0,0,1,0,0,0,0,0,0,0,15,15.8,0.1,0.0,1.6,44,-2500,9437,120,2620,3,1060,1040,1060,1060,1060,1050,0,0.0,0.0,0,0,0.0,0.17726649343967438,0.17726649343967438,DC,2021
Ismaila Sarr,MID,Watford,Spurs,2,False,2021-08-29,1,0,90,0,0,0,1,0,0,0,0,0,0,0,5,16.8,26.1,74.0,11.7,60,-51713,365191,38605,90318,3,1060,1040,1060,1060,1060,1050,3,0.21861931681632998,0.1114184707403183,2,0,0.21861931681632998,0.3632842004299164,0.1970939040184021,MR,2021
Jeremy Ngakia,DEF,Watford,Spurs,1,False,2021-08-29,1,0,39,0,0,0,0,0,0,0,0,0,0,0,3,12.4,0.4,0.0,1.3,44,-553,4074,64,617,3,1060,1040,1060,1060,1060,1050,0,0.0,0.0,0,0,0.0,0.2296924144029617,0.2296924144029617,Sub,2021
Joshua King,FWD,Watford,Spurs,2,False,2021-08-29,1,0,64,0,0,0,1,0,0,0,0,0,0,0,8,6.2,23.1,4.0,3.3,55,-1218,19147,2432,3650,3,1060,1040,1060,1060,1060,1050,0,0.0,0.07755860686302185,2,0,0.0,0.13359180092811584,0.056033194065094,FW,2021
Juraj Kucka,MID,Watford,Spurs,2,False,2021-08-29,1,0,90,0,0,0,1,0,0,0,0,0,0,0,4,5.8,1.4,12.0,1.9,55,-749,2395,38,787,3,1060,1040,1060,1060,1060,1050,2,0.14466489851474762,0.0,0,0,0.14466489851474762,0.321931391954422,0.17726649343967438,MC,2021
Moussa Sissoko,MID,Watford,Spurs,1,False,2021-08-29,1,0,70,0,0,0,1,0,0,0,1,0,0,0,0,2.2,20.9,5.0,2.8,45,-8656,108947,2884,2622,3,1060,1040,1060,1060,1060,1050,1,0.022786760702729225,0.1970939040184021,2,0,0.022786760702729225,0.1970939040184021,0.0,MC,2021
Tom Cleverley,MID,Watford,Spurs,1,False,2021-08-29,1,0,19,0,0,0,0,0,0,0,0,0,0,0,5,3.6,0.9,0.0,0.5,50,-157,16009,3067,3224,3,1060,1040,1060,1060,1060,1050,0,0.0,0.0,0,0,0.0,0.0,0.0,Sub,2021
William Troost-Ekong,DEF,Watford,Spurs,2,False,2021-08-29,1,0,90,0,0,0,1,0,0,0,0,0,0,0,12,11.8,0.3,0.0,1.2,45,-1024,8399,260,1284,3,1060,1040,1060,1060,1060,1050,0,0.0,0.0,0,0,0.0,0.17726649343967438,0.17726649343967438,DC,2021
Aaron Wan-Bissaka,DEF,Man Utd,Wolves,8,False,2021-08-29,0,1,90,0,0,1,0,0,0,0,0,0,0,2,31,17.0,3.1,0.0,2.0,55,-66740,654005,11302,78042,3,1190,1160,1310,1250,1320,1280,0,0.0,0.0,0,0,0.0,0.0928456261754036,0.0928456261754036,DR,2021
Anthony Martial,FWD,Man Utd,Wolves,1,False,2021-08-29,0,1,18,0,0,0,0,0,0,0,0,0,0,0,4,1.6,2.6,2.0,0.6,78,-33036,77152,2994,36030,3,1190,1160,1310,1250,1320,1280,0,0.0,0.0,0,0,0.0,0.0,0.0,Sub,2021
Daniel James,MID,Man Utd,Wolves,1,False,2021-08-29,0,1,52,0,0,0,0,0,0,0,0,0,0,0,3,0.0,11.0,8.0,1.7,60,-1839,16835,5640,2190,3,1190,1160,1310,1250,1320,1280,1,0.03572673350572586,0.5108929276466371,1,0,0.03572673350572586,0.0,0.0,AMR,2021
David de Gea,GK,Man Utd,Wolves,7,False,2021-08-29,0,1,90,0,0,1,0,0,0,0,0,0,5,0,29,35.4,0.0,0.0,3.5,50,-1484,261452,23908,25392,3,1190,1160,1310,1250,1320,1280,0,0.0,0.0,0,0,0.0,0.0,0.0,GK,2021
Edinson Cavani,FWD,Man Utd,Wolves,1,False,2021-08-29,0,1,37,0,0,0,0,0,0,0,0,0,0,0,3,0.2,2.4,0.0,0.3,85,-78144,290204,12507,90651,3,1190,1160,1310,1250,1320,1280,0,0.0,0.0,0,0,0.0,0.0,0.0,Sub,2021
Harry Maguire,DEF,Man Utd,Wolves,7,False,2021-08-29,0,1,90,0,0,1,0,0,0,0,0,0,0,1,30,27.2,0.7,22.0,5.0,55,-77057,873199,20207,97264,3,1190,1160,1310,1250,1320,1280,1,0.022552188485860825,0.0,0,0,0.022552188485860825,0.11146640032529832,0.11146640032529832,DC,2021
Jadon Sancho,MID,Man Utd,Wolves,3,False,2021-08-29,0,1,71,0,0,1,0,0,0,0,0,0,0,0,4,0.0,7.3,4.0,0.8,93,-163024,411281,8736,171760,3,1190,1160,1310,1250,1320,1280,0,0.0,0.0,0,0,0.0,0.11459939926862715,0.11459939926862715,AML,2021
Luke Shaw,DEF,Man Utd,Wolves,6,False,2021-08-29,0,1,90,0,0,1,0,0,0,0,0,0,0,0,21,10.4,17.8,0.0,2.8,55,-179209,3844864,77468,256677,3,1190,1160,1310,1250,1320,1280,0,0.0,0.022552188485860825,1,0,0.0,0.11459939926862715,0.11459939926862715,DL,2021
Mason Greenwood,MID,Man Utd,Wolves,8,False,2021-08-29,0,1,89,1,0,1,0,0,0,0,0,0,0,0,24,37.8,26.4,31.0,9.5,76,222646,996847,288859,66213,3,1190,1160,1310,1250,1320,1280,3,0.6826337575912476,0.13932977616786954,2,1,0.6826337575912476,0.26458647847175604,0.0,FW,2021
Paul Pogba,MID,Man Utd,Wolves,2,False,2021-08-29,0,1,90,0,0,1,0,0,0,0,1,0,0,0,8,12.2,19.4,17.0,4.9,77,271082,1490294,363680,92598,3,1190,1160,1310,1250,1320,1280,1,0.04648415744304657,0.018620776012539864,1,0,0.04648415744304657,0.11146640032529832,0.0928456261754036,DMC,2021
Diego Llorente,DEF,Leeds,Burnley,2,False,2021-08-29,1,1,64,0,0,0,1,0,0,0,0,0,0,0,10,18.0,1.0,0.0,1.9,45,-425,6401,466,891,3,1070,1060,1130,1100,1130,1090,0,0.0,0.0,0,0,0.0,0.053520604968070984,0.053520604968070984,DC,2021
Illan Meslier,GK,Leeds,Burnley,2,False,2021-08-29,1,1,90,0,0,0,1,0,0,0,0,0,2,0,15,25.4,0.0,0.0,2.5,50,-10054,277617,12981,23035,3,1070,1060,1130,1100,1130,1090,0,0.0,0.0,0,0,0.0,0.09191089868545532,0.09191089868545532,GK,2021
Jack Harrison,MID,Leeds,Burnley,2,False,2021-08-29,1,1,90,0,0,0,1,0,0,0,0,0,0,0,11,12.0,43.2,6.0,6.1,59,-43341,265407,16167,59508,3,1070,1060,1130,1100,1130,1090,1,0.027924977242946625,0.12657323479652405,4,0,0.027924977242946625,0.1466214507818222,0.1127096712589264,AML,2021
Jamie Shackleton,MID,Leeds,Burnley,4,False,2021-08-29,1,1,25,0,1,0,0,0,0,0,0,0,0,0,12,4.2,1.5,35.0,4.1,45,-30,5200,570,600,3,1070,1060,1130,1100,1130,1090,2,0.08801968395709991,0.0,0,0,0.08801968395709991,0.08801968395709991,0.0,Sub,2021
Kalvin Phillips,MID,Leeds,Burnley,1,False,2021-08-29,1,1,90,0,0,0,1,0,0,0,1,0,0,0,9,13.6,16.5,4.0,3.4,50,-10935,165554,10517,21452,3,1070,1060,1130,1100,1130,1090,1,0.08752080053091049,0.028174122795462605,1,0,0.08752080053091049,0.1127096712589264,0.1127096712589264,MC,2021
Liam Cooper,DEF,Leeds,Burnley,2,False,2021-08-29,1,1,90,0,0,0,1,0,0,0,0,0,0,0,14,12.8,3.9,6.0,2.3,45,19,25267,2641,2622,3,1070,1060,1130,1100,1130,1090,1,0.028174122795462605,0.0,0,0,0.028174122795462605,0.053520604968070984,0.053520604968070984,DC,2021
Luke Ayling,DEF,Leeds,Burnley,2,False,2021-08-29,1,1,90,0,0,0,1,0,0,0,0,0,0,0,12,13.4,2.9,0.0,1.6,45,40545,1017292,118028,77483,3,1070,1060,1130,1100,1130,1090,0,0.0,0.0,0,0,0.0,0.15109996497631073,0.15109996497631073,MC,2021
Pascal Struijk,DEF,Leeds,Burnley,1,False,2021-08-29,1,1,90,0,0,0,1,0,0,0,1,0,0,0,13,23.4,0.3,0.0,2.4,45,-2466,27669,939,3405,3,1070,1060,1130,1100,1130,1090,0,0.0,0.0,0,0,0.0,0.1127096712589264,0.1127096712589264,DC,2021
Patrick Bamford,FWD,Leeds,Burnley,8,False,2021-08-29,1,1,90,1,0,0,1,0,0,0,0,0,0,2,26,33.4,3.8,69.0,10.6,79,-148692,1067864,61025,209717,3,1070,1060,1130,1100,1130,1090,3,0.9825342893600464,0.0,0,1,0.9825342893600464,1.2592589855194092,0.2767247259616852,FW,2021
Stuart Dallas,MID,Leeds,Burnley,2,False,2021-08-29,1,1,90,0,0,0,1,0,0,0,0,0,0,0,11,7.4,2.1,10.0,2.0,55,-96116,984820,36656,132772,3,1070,1060,1130,1100,1130,1090,1,0.014998146332800388,0.0,0,0,0.014998146332800388,0.1466214507818222,0.13162331283092502,MC,2021
Tyler Roberts,MID,Leeds,Burnley,1,False,2021-08-29,1,1,17,0,0,0,0,0,0,0,0,0,0,0,2,2.6,3.1,2.0,0.8,50,-563,4902,317,880,3,1070,1060,1130,1100,1130,1090,0,0.0,0.0,0,0,0.0,0.0,0.0,Sub,2021
Abdoulaye Doucouré,MID,Everton,Brighton,3,False,2021-08-28,0,2,90,0,0,1,0,0,0,0,0,0,0,0,9,5.6,14.1,21.0,4.1,55,42138,125921,61071,18933,3,1140,1120,1210,1150,1230,1190,2,0.1802261471748352,0.096877783536911,1,0,0.1802261471748352,0.4670030772686005,0.18989914655685425,MC,2021
Alex Iwobi,MID,Everton,Brighton,1,False,2021-08-28,0,2,20,0,0,0,0,0,0,0,0,0,0,0,4,6.0,22.9,22.0,5.1,60,-2726,17089,1705,4431,3,1140,1120,1210,1150,1230,1190,1,0.07340559363365172,0.16964049637317655,2,0,0.07340559363365172,0.3654367625713349,0.12239067256450653,Sub,2021
Andros Townsend,MID,Everton,Brighton,3,False,2021-08-28,0,2,90,0,0,1,0,0,0,0,0,0,0,0,11,22.2,13.3,9.0,4.5,55,-11961,50716,2556,14517,3,1140,1120,1210,1150,1230,1190,1,0.036858607083559036,0.057835474610328674,1,0,0.036858607083559036,0.2470264285802841,0.1523323506116867,MR,2021
Demarai Gray,MID,Everton,Brighton,8,False,2021-08-28,0,2,80,1,0,1,0,0,0,0,0,0,0,0,25,39.8,22.7,41.0,10.4,55,70651,115371,87245,16594,3,1140,1120,1210,1150,1230,1190,3,0.18619346618652344,0.15924929082393646,2,1,0.18619346618652344,0.4250777065753937,0.07963494956493378,ML,2021
Dominic Calvert-Lewin,FWD,Everton,Brighton,9,False,2021-08-28,0,2,69,1,0,1,0,0,0,0,0,0,0,3,34,36.4,12.1,21.0,7.0,82,211212,1259992,333672,122460,3,1140,1120,1210,1150,1230,1190,2,0.8407669663429259,0.032223738729953766,1,0,0.07963494956493378,0.11185868829488754,0.0,FW,2021
Jordan Pickford,GK,Everton,Brighton,6,False,2021-08-28,0,2,90,0,0,1,0,0,0,0,1,0,3,0,23,18.6,10.0,0.0,2.9,50,-26621,493892,16745,43366,3,1140,1120,1210,1150,1230,1190,0,0.0,0.016618279740214348,1,0,0.0,0.016618279740214348,0.0,GK,2021
Lucas Digne,DEF,Everton,Brighton,6,False,2021-08-28,0,2,90,0,0,1,0,0,0,0,0,0,0,0,19,4.0,6.8,10.0,2.1,55,-213807,1114963,29188,242995,3,1140,1120,1210,1150,1230,1190,1,0.015701955184340474,0.0,0,0,0.015701955184340474,0.4352607727050781,0.4195588231086731,DL,2021
Mason Holgate,DEF,Everton,Brighton,6,False,2021-08-28,0,2,90,0,0,1,0,0,0,0,0,0,0,0,26,19.0,0.4,0.0,1.9,45,-10311,56972,2021,12332,3,1140,1120,1210,1150,1230,1190,0,0.0,0.0,0,0,0.0,0.11649355292320253,0.11649355292320253,DC,2021
Michael Keane,DEF,Everton,Brighton,6,False,2021-08-28,0,2,90,0,0,1,0,0,0,0,0,0,0,0,22,27.6,0.3,0.0,2.8,50,-20233,187748,6562,26795,3,1140,1120,1210,1150,1230,1190,0,0.0,0.0,0,0,0.0,0.2610951364040375,0.2610951364040375,DC,2021
Seamus Coleman,DEF,Everton,Brighton,10,False,2021-08-28,0,2,90,0,1,1,0,0,0,0,0,0,0,1,30,6.8,1.3,4.0,1.2,50,-4426,49854,4691,9117,3,1140,1120,1210,1150,1230,1190,0,0.0,0.0,0,0,0.0,0.1523323506116867,0.1523323506116867,DR,2021
Adam Armstrong,FWD,Southampton,Newcastle,5,False,2021-08-28,2,2,90,0,1,0,2,0,0,0,0,0,0,0,14,2.2,25.0,50.0,7.7,60,97770,276132,142047,44277,3,1130,1090,1100,1090,1090,1070,5,0.28854429721832275,0.13492447137832642,1,0,0.28854429721832275,0.3472674787044525,0.018373435363173485,FW,2021
Alex McCarthy,GK,Southampton,Newcastle,1,False,2021-08-28,2,2,90,0,0,0,2,0,0,0,0,0,2,0,12,18.0,0.0,0.0,1.8,45,3631,121899,11571,7940,3,1130,1090,1100,1090,1090,1070,0,0.0,0.0,0,0,0.0,0.6293367743492126,0.6293367743492126,GK,2021
Armando Broja,FWD,Southampton,Newcastle,1,False,2021-08-28,2,2,19,0,0,0,1,0,0,0,0,0,0,0,3,0.2,0.6,0.0,0.1,50,-6525,47482,4154,10679,3,1130,1090,1100,1090,1090,1070,0,0.0,0.0,0,0,0.0,0.0,0.0,Sub,2021
Che Adams,FWD,Southampton,Newcastle,2,False,2021-08-28,2,2,70,0,0,0,1,0,0,0,0,0,0,0,5,3.6,12.9,33.0,5.0,70,34361,176201,57430,23069,3,1130,1090,1100,1090,1090,1070,2,0.07965975999832152,0.08824090659618378,1,0,0.07965975999832152,0.12663167715072632,0.018373435363173485,FW,2021
Ibrahima Diallo,MID,Southampton,Newcastle,1,False,2021-08-28,2,2,2,0,0,0,1,0,0,0,0,0,0,0,5,2.8,1.5,2.0,0.6,45,-87,9311,960,1047,3,1130,1090,1100,1090,1090,1070,0,0.0,0.0,0,0,0.0,0.01959487423300743,0.01959487423300743,Sub,2021
Jack Stephens,DEF,Southampton,Newcastle,1,False,2021-08-28,2,2,90,0,0,0,2,0,0,0,0,0,0,0,16,17.6,23.1,2.0,4.3,45,85,9035,1057,972,3,1130,1090,1100,1090,1090,1070,0,0.0,0.19016610085964208,2,0,0.0,0.7434453368186951,0.7434453368186951,DC,2021
James Ward-Prowse,MID,Southampton,Newcastle,8,False,2021-08-28,2,2,90,1,0,0,2,0,0,0,1,0,0,2,28,52.8,39.2,34.0,12.6,65,-20809,277646,19441,40250,3,1130,1090,1100,1090,1090,1070,5,0.8865584731101991,0.060174860060214996,3,0,0.12538960576057434,0.33062538504600525,0.2050403952598572,MC,2021
Kyle Walker-Peters,DEF,Southampton,Newcastle,0,False,2021-08-28,2,2,90,0,0,0,2,0,0,0,1,0,0,0,13,11.8,27.3,9.0,4.8,49,-5781,48092,2241,8022,3,1130,1090,1100,1090,1090,1070,2,0.04478029906749725,0.08510217070579529,2,0,0.04478029906749725,0.3629830777645111,0.2331006079912185,DL,2021
Mohamed Elyounoussi,MID,Southampton,Newcastle,8,False,2021-08-28,2,2,90,1,0,0,2,0,0,0,0,0,0,1,27,49.6,23.6,89.0,16.2,55,171,2757,602,431,3,1130,1090,1100,1090,1090,1070,3,1.595950484275818,0.13750921189785004,2,1,1.595950484275818,1.7908637523651123,0.0574040450155735,MR,2021
Mohammed Salisu,DEF,Southampton,Newcastle,1,False,2021-08-28,2,2,90,0,0,0,2,0,0,0,0,0,0,0,16,27.6,12.3,20.0,6.0,45,2703,11280,3996,1293,3,1130,1090,1100,1090,1090,1070,1,0.015394560992717743,0.05964241549372672,1,0,0.015394560992717743,0.8709614276885986,0.8709614276885986,DC,2021
Moussa Djenepo,MID,Southampton,Newcastle,0,False,2021-08-28,2,2,57,0,0,0,1,0,0,0,1,0,0,0,-6,0.2,12.7,35.0,4.8,55,190,5723,1110,920,3,1130,1090,1100,1090,1090,1070,3,0.97758549451828,0.014776166528463362,1,0,0.97758549451828,1.0123789310455322,0.020017338916659355,ML,2021
Nathan Redmond,MID,Southampton,Newcastle,1,False,2021-08-28,2,2,32,0,0,0,1,0,0,0,0,0,0,0,4,8.2,23.3,0.0,3.2,59,-1164,7685,403,1567,3,1130,1090,1100,1090,1090,1070,0,0.0,0.5337453484535217,1,0,0.0,0.5961766242980957,0.06243124231696129,Sub,2021
Adama Traoré,MID,Wolves,Man Utd,2,True,2021-08-29,0,1,86,0,0,0,1,0,0,0,0,0,0,0,18,23.2,47.7,23.0,9.4,60,2861,94846,18413,15552,3,1140,1120,1120,1090,1100,1090,2,0.050933539867401116,0.3675090968608856,4,0,0.050933539867401116,0.4184426367282867,0.18167516589164734,FWL,2021
Conor Coady,DEF,Wolves,Man Utd,2,True,2021-08-29,0,1,86,0,0,0,1,0,0,0,0,0,0,0,13,6.8,0.0,6.0,1.3,45,-33392,467115,16170,49562,3,1140,1120,1120,1090,1100,1090,1,0.014709321781992912,0.0,0,0,0.014709321781992912,0.16291412711143494,0.16291412711143494,DC,2021
Fabio Silva,FWD,Wolves,Man Utd,1,True,2021-08-29,0,1,3,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,59,-8979,51449,2789,11768,3,1140,1120,1120,1090,1100,1090,0,0.0,0.0,0,0,0.0,0.0,0.0,Sub,2021
Fernando Marçal,DEF,Wolves,Man Utd,2,True,2021-08-29,0,1,90,0,0,0,1,0,0,0,0,0,0,0,11,18.2,2.8,0.0,2.1,45,1528,9021,3208,1680,3,1140,1120,1120,1090,1100,1090,0,0.0,0.0,0,0,0.0,0.3153286874294281,0.3153286874294281,DML,2021
Max Kilman,DEF,Wolves,Man Utd,2,True,2021-08-29,0,1,90,0,0,0,1,0,0,0,0,0,0,0,15,9.2,0.7,0.0,1.0,45,150,15234,2057,1907,3,1140,1120,1120,1090,1100,1090,0,0.0,0.0,0,0,0.0,0.16291412711143494,0.16291412711143494,DC,2021
Morgan Gibbs-White,MID,Wolves,Man Utd,0,True,2021-08-29,0,1,3,0,0,0,0,0,0,0,1,0,0,0,-2,0.0,0.3,4.0,0.1,45,-2165,33642,2210,4375,3,1140,1120,1120,1090,1100,1090,1,0.01749524474143982,0.0,0,0,0.01749524474143982,0.01749524474143982,0.0,Sub,2021
Raúl Jiménez,FWD,Wolves,Man Utd,2,True,2021-08-29,0,1,90,0,0,0,1,0,0,0,0,0,0,0,10,11.4,35.3,54.0,10.1,74,-48434,203246,14667,63101,3,1140,1120,1120,1090,1100,1090,4,0.2616120278835297,0.1872268617153168,3,0,0.2616120278835297,0.6012534499168396,0.2329514622688293,FW,2021
Daniel Amartey,DEF,Leicester,Norwich,2,False,2021-08-28,1,2,90,0,0,0,1,0,0,0,0,0,0,0,16,18.2,11.1,0.0,2.9,41,79847,1398589,159602,79755,3,1130,1100,1160,1120,1190,1170,0,0.0,0.031780898571014404,1,0,0.0,0.031780898571014404,0.031780898571014404,DC,2021
Harvey Barnes,MID,Leicester,Norwich,2,False,2021-08-28,1,2,66,0,0,0,1,0,0,0,0,0,0,0,2,1.6,7.1,14.0,2.3,69,-178876,683949,32137,211013,3,1130,1100,1160,1120,1190,1170,2,0.10117123275995256,0.0,0,0,0.10117123275995256,0.13295213878154755,0.031780898571014404,ML,2021
James Maddison,MID,Leicester,Norwich,2,False,2021-08-28,1,2,85,0,0,0,1,0,0,0,0,0,0,0,4,0.8,1.8,15.0,1.8,69,-66037,576886,31517,97554,3,1130,1100,1160,1120,1190,1170,2,0.20650406181812286,0.0,0,0,0.20650406181812286,0.17296947538852692,0.17296947538852692,FW,2021
Jamie Vardy,FWD,Leicester,Norwich,12,False,2021-08-28,1,2,90,1,1,0,1,0,0,0,0,0,0,3,41,60.4,10.6,36.0,10.7,105,-106318,1125378,77000,183318,3,1130,1100,1160,1120,1190,1170,2,0.7921110987663269,0.0595482662320137,1,1,0.7921110987663269,0.85165935754776,0.0,FW,2021
Kasper Schmeichel,GK,Leicester,Norwich,3,False,2021-08-28,1,2,90,0,0,0,1,0,0,0,0,0,3,0,14,19.6,0.0,0.0,2.0,50,18354,1528484,93357,75003,3,1130,1100,1160,1120,1190,1170,0,0.0,0.0,0,0,0.0,0.031780898571014404,0.031780898571014404,GK,2021
Kelechi Iheanacho,FWD,Leicester,Norwich,1,False,2021-08-28,1,2,23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.3,8.0,0.8,73,-278687,469547,14326,293013,3,1130,1100,1160,1120,1190,1170,1,0.08259911090135574,0.0,0,0,0.08259911090135574,0.14214737713336945,0.0595482662320137,Sub,2021
Kiernan Dewsbury-Hall,MID,Leicester,Norwich,1,False,2021-08-28,1,2,4,0,0,0,0,0,0,0,0,0,0,0,3,1.0,0.2,2.0,0.3,45,-227,2807,149,376,3,1130,1100,1160,1120,1190,1170,0,0.0,0.0,0,0,0.0,0.08259911090135574,0.08259911090135574,Sub,2021
Luke Thomas,DEF,Leicester,Norwich,2,False,2021-08-28,1,2,90,0,0,0,1,0,0,0,0,0,0,0,14,14.0,10.6,0.0,2.5,45,3718,90122,17205,13487,3,1130,1100,1160,1120,1190,1170,0,0.0,0.019530924037098885,1,0,0.0,0.11086008697748184,0.0913291648030281,DL,2021
Marc Albrighton,MID,Leicester,Norwich,7,False,2021-08-28,1,2,90,1,0,0,1,0,0,0,1,0,0,1,26,39.6,5.6,19.0,6.4,54,-1800,13185,776,2576,3,1130,1100,1160,1120,1190,1170,1,0.0595482662320137,0.0,0,1,0.0595482662320137,0.17296947538852692,0.1134212091565132,MR,2021
Timothy Castagne,DEF,Leicester,Norwich,2,False,2021-08-28,1,2,79,0,0,0,1,0,0,0,0,0,0,0,9,7.0,1.8,0.0,0.9,54,-6115,61318,2948,9063,3,1130,1100,1160,1120,1190,1170,0,0.0,0.0,0,0,0.0,0.031780898571014404,0.031780898571014404,Sub,2021
Wilfred Ndidi,MID,Leicester,Norwich,2,False,2021-08-28,1,2,90,0,0,0,1,0,0,0,0,0,0,0,13,20.4,2.0,2.0,2.4,50,-7608,125850,9581,17189,3,1130,1100,1160,1120,1190,1170,0,0.0,0.0,0,0,0.0,0.0,0.0,MC,2021
Youri Tielemans,MID,Leicester,Norwich,2,False,2021-08-28,1,2,90,0,0,0,1,0,0,0,0,0,0,0,12,20.6,14.0,3.0,3.8,65,-1885,395136,33611,35496,3,1130,1100,1160,1120,1190,1170,1,0.031780898571014404,0.08164031058549881,1,0,0.031780898571014404,0.1134212091565132,0.0,MC,2021
Adam Idah,FWD,Norwich,Leicester,1,True,2021-08-28,1,2,11,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.8,4.0,0.3,50,-4537,33145,2402,6939,3,1020,1000,1040,1000,1030,1010,1,0.10912499576807022,0.0,0,0,0.10912499576807022,0.10912499576807022,0.0,Sub,2021
