player_name,position,team,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,value,transfers_balance,selected,transfers_in,transfers_out,GW,strength_attack_away,strength_attack_home,strength_defence_away,strength_defence_home,strength_overall_away,strength_overall_home,season 
Lewis Richardson,FWD,Burnley,Everton,0,False,2021-09-13,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,23133,83859,48599,25466,4,1070,1040,1100,1060,1060,1050,2021
Matej Vydra,FWD,Burnley,Everton,1,False,2021-09-13,3,1,14,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,54,-9408,37197,3104,12512,4,1070,1040,1100,1060,1060,1050,2021
Matthew Lowton,DEF,Burnley,Everton,1,False,2021-09-13,3,1,90,0,0,0,3,0,0,0,0,0,0,0,10,9.8,15.5,0.0,2.5,45,-17944,137160,12310,30254,4,1070,1040,1100,1060,1060,1050,2021
Maxwel Cornet,MID,Burnley,Everton,0,False,2021-09-13,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,60,818,1228,1492,674,4,1070,1040,1100,1060,1060,1050,2021
Nathan Collins,DEF,Burnley,Everton,0,False,2021-09-13,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-1036,6390,187,1223,4,1070,1040,1100,1060,1060,1050,2021
Nick Pope,GK,Burnley,Everton,2,False,2021-09-13,3,1,90,0,0,0,3,0,0,0,0,0,3,0,14,21.6,0.0,0.0,2.2,55,-15850,258671,11012,26862,4,1070,1040,1100,1060,1060,1050,2021
Owen Dodgson,DEF,Burnley,Everton,0,False,2021-09-13,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,609,4003,1171,562,4,1070,1040,1100,1060,1060,1050,2021
Phil Bardsley,DEF,Burnley,Everton,0,False,2021-09-13,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-1634,62831,6650,8284,4,1070,1040,1100,1060,1060,1050,2021
Wayne Hennessey,GK,Burnley,Everton,0,False,2021-09-13,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-1342,18504,718,2060,4,1070,1040,1100,1060,1060,1050,2021
Will Norris,GK,Burnley,Everton,0,False,2021-09-13,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-813,10050,296,1109,4,1070,1040,1100,1060,1060,1050,2021
Aaron Cresswell,DEF,West Ham,Southampton,8,False,2021-09-11,0,0,90,0,0,1,0,0,0,0,0,0,0,2,27,10.0,24.6,9.0,4.4,55,-94228,1324980,102407,196635,4,1150,1130,1280,1260,1250,1240,2021
Alex Kral,MID,West Ham,Southampton,0,False,2021-09-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,2095,3131,3054,959,4,1150,1130,1280,1260,1250,1240,2021
Alphonse Areola,GK,West Ham,Southampton,0,False,2021-09-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-10838,73964,5422,16260,4,1150,1130,1280,1260,1250,1240,2021
Andriy Yarmolenko,MID,West Ham,Southampton,1,False,2021-09-11,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.6,1.0,0.1,54,-2608,13106,855,3463,4,1150,1130,1280,1260,1250,1240,2021
Angelo Ogbonna,DEF,West Ham,Southampton,9,False,2021-09-11,0,0,90,0,0,1,0,0,0,0,0,0,0,3,30,15.2,0.5,0.0,1.6,50,-135,15866,2284,2419,4,1150,1130,1280,1260,1250,1240,2021
Arthur Masuaku,DEF,West Ham,Southampton,0,False,2021-09-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-584,3242,115,699,4,1150,1130,1280,1260,1250,1240,2021
Ben Johnson,DEF,West Ham,Southampton,0,False,2021-09-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,900,192125,36670,35770,4,1150,1130,1280,1260,1250,1240,2021
Conor Coventry,MID,West Ham,Southampton,0,False,2021-09-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-1624,6988,641,2265,4,1150,1130,1280,1260,1250,1240,2021
Craig Dawson,DEF,West Ham,Southampton,6,False,2021-09-11,0,0,90,0,0,1,0,0,0,0,0,0,0,0,26,29.0,1.6,17.0,4.8,50,-3510,27650,1977,5487,4,1150,1130,1280,1260,1250,1240,2021
Darren Randolph,GK,West Ham,Southampton,0,False,2021-09-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-999,12897,498,1497,4,1150,1130,1280,1260,1250,1240,2021
Declan Rice,MID,West Ham,Southampton,2,False,2021-09-11,0,0,90,0,0,1,0,0,0,0,1,0,0,0,13,22.6,15.8,8.0,4.6,50,-2938,364250,62114,65052,4,1150,1130,1280,1260,1250,1240,2021
Frederik Alves,DEF,West Ham,Southampton,0,False,2021-09-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-4382,20990,0,4382,4,1150,1130,1280,1260,1250,1240,2021
Issa Diop,DEF,West Ham,Southampton,0,False,2021-09-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-3254,26106,1959,5213,4,1150,1130,1280,1260,1250,1240,2021
Jamal Baptiste,DEF,West Ham,Southampton,0,False,2021-09-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,4787,18712,7836,3049,4,1150,1130,1280,1260,1250,1240,2021
Jarrod Bowen,MID,West Ham,Southampton,3,False,2021-09-11,0,0,82,0,0,1,0,0,0,0,0,0,0,0,12,18.8,16.5,35.0,7.0,64,-18044,72861,5493,23537,4,1150,1130,1280,1260,1250,1240,2021
Kurt Zouma,DEF,West Ham,Southampton,0,False,2021-09-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,54,3532,75941,15823,12291,4,1150,1130,1280,1260,1250,1240,2021
Lukasz Fabianski,GK,West Ham,Southampton,6,False,2021-09-11,0,0,90,0,0,1,0,0,0,0,0,0,2,0,24,19.0,0.0,0.0,1.9,50,-4660,159234,17487,22147,4,1150,1130,1280,1260,1250,1240,2021
Manuel Lanzini,MID,West Ham,Southampton,0,False,2021-09-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,59,-676,9411,1203,1879,4,1150,1130,1280,1260,1250,1240,2021
Mark Noble,MID,West Ham,Southampton,0,False,2021-09-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-2233,49056,8133,10366,4,1150,1130,1280,1260,1250,1240,2021
Michail Antonio,FWD,West Ham,Southampton,-1,False,2021-09-11,0,0,90,0,0,1,0,0,0,0,0,1,0,0,-6,1.0,3.4,39.0,4.3,80,795752,4273709,951754,156002,4,1150,1130,1280,1260,1250,1240,2021
Nikola Vlasic,MID,West Ham,Southampton,1,False,2021-09-11,0,0,27,0,0,0,0,0,0,0,0,0,0,0,4,3.6,11.2,6.0,2.1,60,3028,3924,4680,1652,4,1150,1130,1280,1260,1250,1240,2021
Pablo Fornals,MID,West Ham,Southampton,3,False,2021-09-11,0,0,90,0,0,1,0,0,0,0,0,0,0,0,11,11.2,8.3,0.0,2.0,60,159403,265673,236503,77100,4,1150,1130,1280,1260,1250,1240,2021
Ryan Fredericks,DEF,West Ham,Southampton,0,False,2021-09-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-937,10743,872,1809,4,1150,1130,1280,1260,1250,1240,2021
Saïd Benrahma,MID,West Ham,Southampton,3,False,2021-09-11,0,0,62,0,0,1,0,0,0,0,0,0,0,0,13,10.2,32.3,16.0,5.9,64,391208,2555058,704978,313770,4,1150,1130,1280,1260,1250,1240,2021
Tomas Soucek,MID,West Ham,Southampton,3,False,2021-09-11,0,0,90,0,0,1,0,0,0,0,0,0,0,0,11,9.0,5.6,14.0,2.9,60,-118714,666116,33765,152479,4,1150,1130,1280,1260,1250,1240,2021
Vladimir Coufal,DEF,West Ham,Southampton,6,False,2021-09-11,0,0,90,0,0,1,0,0,0,0,0,0,0,0,21,13.4,8.2,0.0,2.2,50,-138656,822982,66260,204916,4,1150,1130,1280,1260,1250,1240,2021
Winston Reid,DEF,West Ham,Southampton,0,False,2021-09-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-6690,137968,11844,18534,4,1150,1130,1280,1260,1250,1240,2021
Allan Saint-Maximin,FWD,Newcastle,Man Utd,5,False,2021-09-11,4,1,90,0,1,0,4,0,0,0,0,0,0,0,18,23.4,37.0,12.0,7.2,65,-28290,395368,75430,103720,4,1040,1030,1140,1100,1070,1050,2021
Callum Wilson,FWD,Newcastle,Man Utd,0,False,2021-09-11,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,74,-233970,222663,16705,250675,4,1040,1030,1140,1100,1070,1050,2021
Ciaran Clark,DEF,Newcastle,Man Utd,1,False,2021-09-11,4,1,83,0,0,0,3,0,0,0,0,0,0,0,13,10.6,10.8,4.0,2.5,44,-1262,9214,371,1633,4,1040,1030,1140,1100,1070,1050,2021
Dwight Gayle,FWD,Newcastle,Man Utd,0,False,2021-09-11,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,54,-1700,14054,2374,4074,4,1040,1030,1140,1100,1070,1050,2021
Emil Krafth,DEF,Newcastle,Man Utd,0,False,2021-09-11,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-588,4602,126,714,4,1040,1030,1140,1100,1070,1050,2021
Fabian Schär,DEF,Newcastle,Man Utd,0,False,2021-09-11,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-1862,15947,855,2717,4,1040,1030,1140,1100,1070,1050,2021
Federico Fernández,DEF,Newcastle,Man Utd,0,False,2021-09-11,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-2274,14819,622,2896,4,1040,1030,1140,1100,1070,1050,2021
Freddie Woodman,GK,Newcastle,Man Utd,0,False,2021-09-11,4,1,90,0,0,0,4,0,0,0,0,0,2,0,10,10.6,0.0,0.0,1.1,45,2476,53785,14418,11942,4,1040,1030,1140,1100,1070,1050,2021
Isaac Hayden,MID,Newcastle,Man Utd,2,False,2021-09-11,4,1,90,0,0,0,4,0,0,0,0,0,0,0,11,8.0,0.4,0.0,0.8,45,-2579,8948,199,2778,4,1040,1030,1140,1100,1070,1050,2021
Jacob Murphy,MID,Newcastle,Man Utd,1,False,2021-09-11,4,1,13,0,0,0,2,0,0,0,0,0,0,0,3,1.8,0.5,0.0,0.2,50,45187,83856,77379,32192,4,1040,1030,1140,1100,1070,1050,2021
Jamaal Lascelles,DEF,Newcastle,Man Utd,0,False,2021-09-11,4,1,90,0,0,0,4,0,0,0,0,0,0,0,18,39.0,0.1,0.0,3.9,44,-4011,23170,783,4794,4,1040,1030,1140,1100,1070,1050,2021
Jamal Lewis,DEF,Newcastle,Man Utd,1,False,2021-09-11,4,1,6,0,0,0,1,0,0,0,0,0,0,0,3,0.6,0.3,0.0,0.1,44,-1485,9578,472,1957,4,1040,1030,1140,1100,1070,1050,2021
Javier Manquillo,DEF,Newcastle,Man Utd,7,False,2021-09-11,4,1,76,1,0,0,2,0,0,0,0,0,0,0,21,40.6,4.9,17.0,6.3,40,-74400,556195,31397,105797,4,1040,1030,1140,1100,1070,1050,2021
Jeff Hendrick,MID,Newcastle,Man Utd,1,False,2021-09-11,4,1,5,0,0,0,1,0,0,0,0,0,0,0,3,0.0,0.3,0.0,0.0,49,-397,3635,297,694,4,1040,1030,1140,1100,1070,1050,2021
Joelinton Cássio Apolinário de Lira,FWD,Newcastle,Man Utd,2,False,2021-09-11,4,1,90,0,0,0,4,0,0,0,0,0,0,0,0,7.0,2.3,27.0,3.6,58,-7687,29251,2005,9692,4,1040,1030,1140,1100,1070,1050,2021
Joe White,MID,Newcastle,Man Utd,0,False,2021-09-11,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,0,0,0,4,1040,1030,1140,1100,1070,1050,2021
Jonjo Shelvey,MID,Newcastle,Man Utd,0,False,2021-09-11,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,54,-1589,5053,119,1708,4,1040,1030,1140,1100,1070,1050,2021
Joseph Willock,MID,Newcastle,Man Utd,2,False,2021-09-11,4,1,85,0,0,0,3,0,0,0,0,0,0,0,9,29.4,1.1,19.0,5.0,60,-28767,92909,5933,34700,4,1040,1030,1140,1100,1070,1050,2021
Karl Darlow,GK,Newcastle,Man Utd,0,False,2021-09-11,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-9355,29210,206,9561,4,1040,1030,1140,1100,1070,1050,2021
Mark Gillespie,GK,Newcastle,Man Utd,0,False,2021-09-11,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,6100,28166,10255,4155,4,1040,1030,1140,1100,1070,1050,2021
Martin Dubravka,GK,Newcastle,Man Utd,0,False,2021-09-11,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-1609,9019,184,1793,4,1040,1030,1140,1100,1070,1050,2021
Matthew Longstaff,MID,Newcastle,Man Utd,0,False,2021-09-11,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-3066,6589,0,3066,4,1040,1030,1140,1100,1070,1050,2021
Matt Ritchie,DEF,Newcastle,Man Utd,0,False,2021-09-11,4,1,90,0,0,0,4,0,0,0,0,0,0,0,18,11.6,23.3,9.0,4.4,50,-6073,21154,1362,7435,4,1040,1030,1140,1100,1070,1050,2021
Miguel Almirón,MID,Newcastle,Man Utd,2,False,2021-09-11,4,1,90,0,0,0,4,0,0,0,0,0,0,0,12,13.6,12.4,10.0,3.6,54,-6879,27908,2155,9034,4,1040,1030,1140,1100,1070,1050,2021
Paul Dummett,DEF,Newcastle,Man Utd,0,False,2021-09-11,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-103,1032,69,172,4,1040,1030,1140,1100,1070,1050,2021
Ryan Fraser,MID,Newcastle,Man Utd,0,False,2021-09-11,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,54,-1429,7132,655,2084,4,1040,1030,1140,1100,1070,1050,2021
Sean Longstaff,MID,Newcastle,Man Utd,2,False,2021-09-11,4,1,90,0,0,0,4,0,0,0,0,0,0,0,13,11.0,1.8,6.0,1.9,45,361,26568,5035,4674,4,1040,1030,1140,1100,1070,1050,2021
Aaron Ramsey,MID,Aston Villa,Chelsea,0,False,2021-09-11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,891,15295,3516,2625,4,1120,1110,1160,1130,1180,1130,2021
Anwar El Ghazi,MID,Aston Villa,Chelsea,0,False,2021-09-11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,60,-27344,90355,14800,42144,4,1120,1110,1160,1130,1180,1130,2021
Ashley Young,DEF,Aston Villa,Chelsea,0,False,2021-09-11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-13607,75311,8408,22015,4,1120,1110,1160,1130,1180,1130,2021
Axel Tuanzebe,DEF,Aston Villa,Chelsea,1,False,2021-09-11,3,0,90,0,0,0,3,0,0,0,0,0,0,0,19,16.6,0.3,2.0,1.9,45,-3696,51019,4723,8419,4,1120,1110,1160,1130,1180,1130,2021
Bertrand Traoré,MID,Aston Villa,Chelsea,1,False,2021-09-11,3,0,21,0,0,0,1,0,0,0,0,0,0,0,5,3.4,1.2,10.0,1.5,59,-16580,41023,489,17069,4,1120,1110,1160,1130,1180,1130,2021
Björn Engels,DEF,Aston Villa,Chelsea,0,False,2021-09-11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-7,56,0,7,4,1120,1110,1160,1130,1180,1130,2021
Cameron Archer,FWD,Aston Villa,Chelsea,0,False,2021-09-11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,32931,42912,48124,15193,4,1120,1110,1160,1130,1180,1130,2021
Carney Chukwuemeka,MID,Aston Villa,Chelsea,0,False,2021-09-11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,453,4148,1559,1106,4,1120,1110,1160,1130,1180,1130,2021
Conor Hourihane,MID,Aston Villa,Chelsea,0,False,2021-09-11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-824,2299,77,901,4,1120,1110,1160,1130,1180,1130,2021
Danny Ings,FWD,Aston Villa,Chelsea,2,False,2021-09-11,3,0,68,0,0,0,2,0,0,0,0,0,0,0,6,0.0,3.3,26.0,2.8,80,-1018924,2049336,109215,1128139,4,1120,1110,1160,1130,1180,1130,2021
Douglas Luiz Soares de Paulo,MID,Aston Villa,Chelsea,2,False,2021-09-11,3,0,79,0,0,0,2,0,0,0,0,0,0,0,14,6.8,1.7,9.0,1.8,45,3673,67777,16669,12996,4,1120,1110,1160,1130,1180,1130,2021
Emiliano Buendía Stati,MID,Aston Villa,Chelsea,0,False,2021-09-11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,64,-108238,160471,12398,120636,4,1120,1110,1160,1130,1180,1130,2021
Emiliano Martínez,GK,Aston Villa,Chelsea,0,False,2021-09-11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,-934838,1374952,4341,939179,4,1120,1110,1160,1130,1180,1130,2021
Ezri Konsa Ngoyo,DEF,Aston Villa,Chelsea,1,False,2021-09-11,3,0,90,0,0,0,3,0,0,0,0,0,0,0,6,20.8,0.5,44.0,6.5,50,-22516,54499,460,22976,4,1120,1110,1160,1130,1180,1130,2021
Frédéric Guilbert,DEF,Aston Villa,Chelsea,0,False,2021-09-11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-417,1942,163,580,4,1120,1110,1160,1130,1180,1130,2021
Jacob Ramsey,MID,Aston Villa,Chelsea,0,False,2021-09-11,3,0,55,0,0,0,2,0,0,0,1,0,0,0,3,17.8,21.7,29.0,6.9,45,-7876,32037,2664,10540,4,1120,1110,1160,1130,1180,1130,2021
Jaden Philogene-Bidace,MID,Aston Villa,Chelsea,0,False,2021-09-11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-154,1540,250,404,4,1120,1110,1160,1130,1180,1130,2021
Jed Steer,GK,Aston Villa,Chelsea,1,False,2021-09-11,3,0,90,0,0,0,3,0,0,0,0,0,1,0,13,8.2,0.0,0.0,0.8,40,75380,186783,104226,28846,4,1120,1110,1160,1130,1180,1130,2021
John McGinn,MID,Aston Villa,Chelsea,1,False,2021-09-11,3,0,90,0,0,0,3,0,0,0,1,0,0,0,16,19.2,58.3,3.0,8.1,60,-28853,71270,2096,30949,4,1120,1110,1160,1130,1180,1130,2021
Keinan Davis,FWD,Aston Villa,Chelsea,0,False,2021-09-11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-26163,121347,10835,36998,4,1120,1110,1160,1130,1180,1130,2021
Kortney Hause,DEF,Aston Villa,Chelsea,0,False,2021-09-11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-571,8129,608,1179,4,1120,1110,1160,1130,1180,1130,2021
Leon Bailey,MID,Aston Villa,Chelsea,1,False,2021-09-11,3,0,34,0,0,0,1,0,0,0,0,0,0,0,4,4.2,11.3,2.0,1.8,64,-35823,60644,2204,38027,4,1120,1110,1160,1130,1180,1130,2021
Mahmoud Ahmed Ibrahim Hassan,MID,Aston Villa,Chelsea,0,False,2021-09-11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,-89,812,107,196,4,1120,1110,1160,1130,1180,1130,2021
Marvelous Nakamba,MID,Aston Villa,Chelsea,1,False,2021-09-11,3,0,10,0,0,0,1,0,0,0,0,0,0,0,4,2.0,0.5,0.0,0.3,45,229,18595,3982,3753,4,1120,1110,1160,1130,1180,1130,2021
Matthew Cash,DEF,Aston Villa,Chelsea,1,False,2021-09-11,3,0,90,0,0,0,3,0,0,0,0,0,0,0,13,16.0,10.3,6.0,3.2,50,-27820,121282,7481,35301,4,1120,1110,1160,1130,1180,1130,2021
Matt Targett,DEF,Aston Villa,Chelsea,0,False,2021-09-11,3,0,90,0,0,0,3,0,0,0,1,0,0,0,3,3.8,12.1,0.0,1.6,48,-110764,305441,3990,114754,4,1120,1110,1160,1130,1180,1130,2021
Mbwana Ally Samatta,FWD,Aston Villa,Chelsea,0,False,2021-09-11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,-8,81,0,8,4,1120,1110,1160,1130,1180,1130,2021
Morgan Sanson,MID,Aston Villa,Chelsea,0,False,2021-09-11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-2,743,131,133,4,1120,1110,1160,1130,1180,1130,2021
Ollie Watkins,FWD,Aston Villa,Chelsea,2,False,2021-09-11,3,0,90,0,0,0,3,0,0,0,0,0,0,0,7,17.4,24.7,120.0,16.2,73,-21745,115875,7451,29196,4,1120,1110,1160,1130,1180,1130,2021
Tyrone Mings,DEF,Aston Villa,Chelsea,0,False,2021-09-11,3,0,90,0,0,0,3,0,0,0,1,0,0,0,2,0.8,0.6,29.0,3.0,50,-166805,635889,33855,200660,4,1120,1110,1160,1130,1180,1130,2021
Viljami Sinisalo,GK,Aston Villa,Chelsea,0,False,2021-09-11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0,0,0,0,4,1120,1110,1160,1130,1180,1130,2021
Wesley Moraes,FWD,Aston Villa,Chelsea,0,False,2021-09-11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,54,-3341,19735,2621,5962,4,1120,1110,1160,1130,1180,1130,2021
Adam Masina,DEF,Watford,Wolves,0,True,2021-09-11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,375,9746,3104,2729,4,1060,1040,1060,1060,1060,1050,2021
Adedapo Awokoya-Mebude,FWD,Watford,Wolves,0,True,2021-09-11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-2808,11718,0,2808,4,1060,1040,1060,1060,1060,1050,2021
Andre Gray,FWD,Watford,Wolves,0,True,2021-09-11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,54,-5691,11704,1497,7188,4,1060,1040,1060,1060,1060,1050,2021
Ashley Fletcher,FWD,Watford,Wolves,0,True,2021-09-11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,826,19978,5896,5070,4,1060,1040,1060,1060,1060,1050,2021
Ayotomiwa Dele-Bashiru,MID,Watford,Wolves,0,True,2021-09-11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-507,1956,0,507,4,1060,1040,1060,1060,1060,1050,2021
Ben Foster,GK,Watford,Wolves,0,True,2021-09-11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-341690,1647964,57854,399544,4,1060,1040,1060,1060,1060,1050,2021
Ben Wilmot,DEF,Watford,Wolves,0,True,2021-09-11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-4,43,0,4,4,1060,1040,1060,1060,1060,1050,2021
Christian Kabasele,DEF,Watford,Wolves,0,True,2021-09-11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-861,7491,400,1261,4,1060,1040,1060,1060,1060,1050,2021
Craig Cathcart,DEF,Watford,Wolves,0,True,2021-09-11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-1546,9853,788,2334,4,1060,1040,1060,1060,1060,1050,2021
Daniel Bachmann,GK,Watford,Wolves,2,True,2021-09-11,0,2,90,0,0,0,2,0,0,0,0,0,4,0,18,33.0,0.0,0.0,3.3,45,33023,194517,84153,51130,4,1060,1040,1060,1060,1060,1050,2021
Danny Rose,DEF,Watford,Wolves,0,True,2021-09-11,0,2,90,0,0,0,2,0,0,0,1,0,0,0,6,17.0,13.8,0.0,3.1,44,-6433,28386,1278,7711,4,1060,1040,1060,1060,1060,1050,2021
Dan Gosling,MID,Watford,Wolves,0,True,2021-09-11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-905,2894,90,995,4,1060,1040,1060,1060,1060,1050,2021
Domingos Quina,MID,Watford,Wolves,0,True,2021-09-11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-1431,5260,280,1711,4,1060,1040,1060,1060,1060,1050,2021
Emmanuel Dennis,FWD,Watford,Wolves,1,True,2021-09-11,0,2,90,0,0,0,2,0,0,0,1,0,0,0,1,1.4,4.2,7.0,1.3,52,191749,754977,429994,238245,4,1060,1040,1060,1060,1060,1050,2021
Francisco Femenía Far,DEF,Watford,Wolves,0,True,2021-09-11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-3097,8364,165,3262,4,1060,1040,1060,1060,1060,1050,2021
Francisco Sierralta,DEF,Watford,Wolves,-1,True,2021-09-11,0,2,90,0,0,0,2,1,0,0,0,0,0,0,10,17.6,0.2,0.0,1.8,44,-688,9288,1505,2193,4,1060,1040,1060,1060,1060,1050,2021
Imrân Louza,MID,Watford,Wolves,0,True,2021-09-11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,54,-349,2400,77,426,4,1060,1040,1060,1060,1060,1050,2021
Isaac Success Ajayi,FWD,Watford,Wolves,0,True,2021-09-11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-11051,19671,1,11052,4,1060,1040,1060,1060,1060,1050,2021
Ismaila Sarr,MID,Watford,Wolves,2,True,2021-09-11,0,2,90,0,0,0,2,0,0,0,0,0,0,0,3,1.2,13.3,10.0,2.5,60,40905,420552,184043,143138,4,1060,1040,1060,1060,1060,1050,2021
Jeremy Ngakia,DEF,Watford,Wolves,1,True,2021-09-11,0,2,90,0,0,0,2,0,0,0,0,0,0,0,14,17.8,2.3,2.0,2.2,44,-315,3993,238,553,4,1060,1040,1060,1060,1060,1050,2021
