player_name,kickoff_time,GW,season,LR,CBoost,SVR,KNN,MLP,Meta,position,team,value,total_points
Alex Oxlade-Chamberlain,2021-01-21,19,2020,4.0,4.0,3.0,3.0,4.0,3.0,MID,Liverpool,63,1
Alexandre Lacazette,2021-01-18,19,2020,5.0,5.0,4.0,4.0,4.0,4.0,FWD,Arsenal,83,2
Alexis Mac Allister,2021-01-16,19,2020,3.0,3.0,4.0,3.0,3.0,3.0,MID,Brighton,53,6
Alisson Ramses Becker,2021-01-17,19,2020,4.0,5.0,4.0,4.0,4.0,4.0,GK,Liverpool,59,10
Alisson Ramses Becker,2021-01-21,19,2020,5.0,5.0,4.0,4.0,5.0,4.0,GK,Liverpool,59,3
Allan Saint-Maximin,2021-01-23,19,2020,1.0,1.0,2.0,1.0,1.0,2.0,MID,Newcastle,51,1
Alphonse Areola,2021-01-16,19,2020,4.0,3.0,3.0,3.0,3.0,3.0,GK,Fulham,45,3
Alphonse Areola,2021-01-20,19,2020,3.0,3.0,3.0,3.0,3.0,3.0,GK,Fulham,45,2
Andrew Robertson,2021-01-17,19,2020,5.0,5.0,4.0,4.0,5.0,3.0,DEF,Liverpool,74,6
Andrew Robertson,2021-01-21,19,2020,5.0,5.0,4.0,4.0,5.0,3.0,DEF,Liverpool,74,2
Andriy Yarmolenko,2021-01-16,19,2020,2.0,1.0,2.0,1.0,2.0,2.0,MID,West Ham,55,1
Andriy Yarmolenko,2021-01-19,19,2020,2.0,2.0,3.0,1.0,3.0,2.0,MID,West Ham,55,4
Andros Townsend,2021-01-17,19,2020,2.0,2.0,2.0,3.0,3.0,3.0,MID,Crystal Palace,56,2
André-Frank Zambo Anguissa,2021-01-16,19,2020,3.0,2.0,3.0,2.0,2.0,2.0,MID,Fulham,45,2
André-Frank Zambo Anguissa,2021-01-20,19,2020,2.0,2.0,3.0,2.0,2.0,3.0,MID,Fulham,45,6
Andy Carroll,2021-01-18,19,2020,3.0,3.0,3.0,2.0,3.0,3.0,FWD,Newcastle,52,2
Andy Carroll,2021-01-23,19,2020,3.0,3.0,3.0,2.0,3.0,3.0,FWD,Newcastle,52,1
Angelo Ogbonna,2021-01-16,19,2020,3.0,3.0,4.0,3.0,4.0,3.0,DEF,West Ham,50,5
Angelo Ogbonna,2021-01-19,19,2020,4.0,5.0,4.0,4.0,4.0,3.0,DEF,West Ham,50,2
Anthony Martial,2021-01-17,19,2020,4.0,4.0,4.0,4.0,5.0,4.0,FWD,Man Utd,88,2
Anthony Martial,2021-01-20,19,2020,5.0,5.0,4.0,5.0,6.0,4.0,FWD,Man Utd,88,2
Antonee Robinson,2021-01-16,19,2020,3.0,2.0,3.0,2.0,2.0,2.0,DEF,Fulham,44,-2
Antonio Rüdiger,2021-01-16,19,2020,3.0,4.0,4.0,4.0,3.0,4.0,DEF,Chelsea,45,8
Antonio Rüdiger,2021-01-19,19,2020,2.0,3.0,3.0,3.0,3.0,3.0,DEF,Chelsea,45,1
Anwar El Ghazi,2021-01-20,19,2020,1.0,1.0,3.0,3.0,1.0,2.0,MID,Aston Villa,58,1
Anwar El Ghazi,2021-01-23,19,2020,2.0,2.0,3.0,3.0,2.0,3.0,MID,Aston Villa,58,1
Ashley Barnes,2021-01-16,19,2020,4.0,3.0,4.0,3.0,3.0,3.0,FWD,Burnley,60,1
Ashley Barnes,2021-01-21,19,2020,3.0,3.0,4.0,3.0,3.0,3.0,FWD,Burnley,60,7
Ashley Westwood,2021-01-16,19,2020,3.0,3.0,3.0,3.0,2.0,3.0,MID,Burnley,53,2
Ashley Westwood,2021-01-21,19,2020,2.0,2.0,3.0,3.0,2.0,3.0,MID,Burnley,53,3
Ayoze Pérez,2021-01-16,19,2020,2.0,2.0,3.0,2.0,2.0,2.0,MID,Leicester,60,1
Ayoze Pérez,2021-01-19,19,2020,2.0,2.0,3.0,2.0,1.0,2.0,MID,Leicester,60,1
Ben Davies,2021-01-17,19,2020,3.0,3.0,3.0,3.0,3.0,3.0,DEF,Spurs,46,2
Ben Mee,2021-01-16,19,2020,3.0,3.0,3.0,3.0,2.0,3.0,DEF,Burnley,49,2
Ben Mee,2021-01-21,19,2020,2.0,2.0,3.0,3.0,2.0,3.0,DEF,Burnley,49,7
Ben White,2021-01-16,19,2020,3.0,3.0,3.0,3.0,3.0,3.0,DEF,Brighton,44,6
Benjamin Chilwell,2021-01-16,19,2020,5.0,4.0,4.0,4.0,5.0,4.0,DEF,Chelsea,61,6
Benjamin Chilwell,2021-01-19,19,2020,4.0,3.0,3.0,4.0,4.0,4.0,DEF,Chelsea,61,1
Bernardo Mota Veiga de Carvalho e Silva,2021-01-17,19,2020,5.0,5.0,4.0,4.0,4.0,4.0,MID,Man City,74,1
Bernardo Mota Veiga de Carvalho e Silva,2021-01-20,19,2020,5.0,4.0,4.0,3.0,5.0,4.0,MID,Man City,74,9
Bernd Leno,2021-01-18,19,2020,4.0,4.0,4.0,4.0,4.0,3.0,GK,Arsenal,50,6
Bertrand Traoré,2021-01-20,19,2020,3.0,3.0,3.0,4.0,3.0,3.0,MID,Aston Villa,59,3
Bertrand Traoré,2021-01-23,19,2020,4.0,5.0,4.0,4.0,4.0,4.0,MID,Aston Villa,59,8
Billy Sharp,2021-01-17,19,2020,1.0,1.0,3.0,2.0,1.0,2.0,FWD,Sheffield Utd,55,1
Bobby Decordova-Reid,2021-01-16,19,2020,3.0,2.0,3.0,3.0,3.0,3.0,FWD,Fulham,53,1
Bruno Miguel Borges Fernandes,2021-01-17,19,2020,6.0,5.0,4.0,6.0,7.0,5.0,MID,Man Utd,113,3
Bruno Miguel Borges Fernandes,2021-01-20,19,2020,7.0,8.0,5.0,6.0,8.0,6.0,MID,Man Utd,113,5
Bukayo Saka,2021-01-18,19,2020,4.0,4.0,4.0,4.0,4.0,4.0,MID,Arsenal,53,9
Callum Hudson-Odoi,2021-01-16,19,2020,2.0,2.0,2.0,2.0,2.0,2.0,MID,Chelsea,57,1
Callum Hudson-Odoi,2021-01-19,19,2020,3.0,3.0,3.0,3.0,4.0,3.0,MID,Chelsea,57,2
Callum Robinson,2021-01-16,19,2020,3.0,3.0,3.0,2.0,3.0,3.0,FWD,West Brom,54,9
Callum Robinson,2021-01-19,19,2020,3.0,2.0,3.0,2.0,3.0,3.0,FWD,West Brom,54,2
Callum Wilson,2021-01-18,19,2020,4.0,4.0,4.0,5.0,4.0,4.0,FWD,Newcastle,66,2
Callum Wilson,2021-01-23,19,2020,4.0,4.0,4.0,5.0,4.0,4.0,FWD,Newcastle,66,2
Carlos Vinicius Alves Morais,2021-01-17,19,2020,2.0,1.0,2.0,2.0,2.0,2.0,FWD,Spurs,69,1
Charlie Taylor,2021-01-21,19,2020,2.0,2.0,3.0,3.0,3.0,3.0,DEF,Burnley,45,1
Che Adams,2021-01-16,19,2020,3.0,3.0,3.0,3.0,3.0,3.0,FWD,Southampton,60,2
Chris Basham,2021-01-17,19,2020,2.0,2.0,2.0,2.0,3.0,2.0,DEF,Sheffield Utd,46,1
Chris Wood,2021-01-16,19,2020,4.0,4.0,4.0,3.0,3.0,3.0,FWD,Burnley,62,2
Chris Wood,2021-01-21,19,2020,3.0,3.0,4.0,3.0,3.0,3.0,FWD,Burnley,62,2
Christian Pulisic,2021-01-16,19,2020,5.0,5.0,4.0,5.0,5.0,4.0,MID,Chelsea,82,3
Christian Pulisic,2021-01-19,19,2020,4.0,4.0,4.0,5.0,4.0,4.0,MID,Chelsea,82,2
Ciaran Clark,2021-01-18,19,2020,2.0,2.0,3.0,3.0,2.0,3.0,DEF,Newcastle,45,1
Conor Coady,2021-01-16,19,2020,4.0,5.0,4.0,3.0,4.0,3.0,DEF,Wolves,49,1
Conor Gallagher,2021-01-19,19,2020,3.0,2.0,3.0,2.0,2.0,2.0,MID,West Brom,55,1
Craig Dawson,2021-01-16,19,2020,3.0,3.0,3.0,3.0,3.0,3.0,DEF,West Ham,45,6
Craig Dawson,2021-01-19,19,2020,4.0,5.0,4.0,4.0,4.0,4.0,DEF,West Ham,45,2
Curtis Jones,2021-01-17,19,2020,1.0,2.0,3.0,1.0,1.0,2.0,MID,Liverpool,44,1
Cédric Soares,2021-01-18,19,2020,3.0,4.0,3.0,4.0,3.0,3.0,DEF,Arsenal,46,12
César Azpilicueta,2021-01-16,19,2020,4.0,4.0,4.0,3.0,4.0,4.0,DEF,Chelsea,56,5
Dan Burn,2021-01-16,19,2020,3.0,3.0,3.0,3.0,3.0,3.0,DEF,Brighton,42,6
Daniel N'Lundulu,2021-01-16,19,2020,1.0,1.0,2.0,1.0,1.0,1.0,FWD,Southampton,45,1
Dara O'Shea,2021-01-16,19,2020,2.0,2.0,2.0,2.0,2.0,2.0,DEF,West Brom,43,1
Dara O'Shea,2021-01-19,19,2020,3.0,2.0,2.0,2.0,2.0,2.0,DEF,West Brom,43,1
Darnell Furlong,2021-01-16,19,2020,0.0,1.0,2.0,1.0,0.0,2.0,DEF,West Brom,45,1
Darnell Furlong,2021-01-19,19,2020,1.0,1.0,1.0,1.0,0.0,2.0,DEF,West Brom,45,1
David Button,2021-01-16,19,2020,2.0,3.0,3.0,2.0,3.0,3.0,GK,West Brom,40,2
David Luiz Moreira Marinho,2021-01-18,19,2020,4.0,3.0,3.0,3.0,3.0,3.0,DEF,Arsenal,54,6
David McGoldrick,2021-01-17,19,2020,3.0,3.0,3.0,3.0,3.0,3.0,FWD,Sheffield Utd,52,7
David de Gea,2021-01-17,19,2020,3.0,3.0,4.0,3.0,4.0,3.0,GK,Man Utd,53,7
David de Gea,2021-01-20,19,2020,4.0,4.0,4.0,4.0,5.0,4.0,GK,Man Utd,53,3
Davinson Sánchez,2021-01-17,19,2020,1.0,1.0,2.0,1.0,1.0,2.0,DEF,Spurs,52,1
Davy Pröpper,2021-01-16,19,2020,1.0,2.0,2.0,1.0,1.0,1.0,MID,Brighton,48,1
Declan Rice,2021-01-16,19,2020,3.0,3.0,3.0,3.0,3.0,3.0,MID,West Ham,48,3
Declan Rice,2021-01-19,19,2020,4.0,4.0,4.0,3.0,4.0,3.0,MID,West Ham,48,2
Divock Origi,2021-01-17,19,2020,1.0,2.0,2.0,1.0,2.0,2.0,FWD,Liverpool,52,1
Divock Origi,2021-01-21,19,2020,4.0,4.0,3.0,3.0,4.0,3.0,FWD,Liverpool,52,1
Douglas Luiz Soares de Paulo,2021-01-20,19,2020,2.0,2.0,2.0,2.0,2.0,2.0,MID,Aston Villa,49,2
Douglas Luiz Soares de Paulo,2021-01-23,19,2020,3.0,4.0,3.0,2.0,3.0,3.0,MID,Aston Villa,49,3
Dwight Gayle,2021-01-23,19,2020,1.0,1.0,2.0,2.0,1.0,2.0,FWD,Newcastle,59,1
Dwight McNeil,2021-01-16,19,2020,1.0,1.0,2.0,1.0,1.0,2.0,MID,Burnley,57,1
Dwight McNeil,2021-01-21,19,2020,3.0,3.0,3.0,2.0,3.0,3.0,MID,Burnley,57,3
Eberechi Eze,2021-01-17,19,2020,2.0,2.0,2.0,3.0,3.0,3.0,MID,Crystal Palace,58,2
Ederson Santana de Moraes,2021-01-17,19,2020,4.0,5.0,4.0,4.0,5.0,4.0,GK,Man City,60,6
Ederson Santana de Moraes,2021-01-20,19,2020,4.0,4.0,4.0,4.0,5.0,3.0,GK,Man City,60,7
Edinson Cavani,2021-01-17,19,2020,1.0,1.0,2.0,3.0,2.0,2.0,FWD,Man Utd,78,1
Edinson Cavani,2021-01-20,19,2020,5.0,4.0,4.0,4.0,5.0,4.0,FWD,Man Utd,78,7
Edouard Mendy,2021-01-16,19,2020,4.0,4.0,4.0,4.0,4.0,4.0,GK,Chelsea,51,6
Edouard Mendy,2021-01-19,19,2020,3.0,3.0,4.0,4.0,4.0,3.0,GK,Chelsea,51,2
Elliot Anderson,2021-01-18,19,2020,0.0,1.0,2.0,1.0,1.0,2.0,MID,Newcastle,45,1
Emil Krafth,2021-01-18,19,2020,3.0,2.0,3.0,3.0,3.0,3.0,DEF,Newcastle,43,1
Emile Smith Rowe,2021-01-18,19,2020,3.0,4.0,3.0,2.0,3.0,4.0,MID,Arsenal,45,6
Emiliano Martínez,2021-01-20,19,2020,3.0,3.0,3.0,4.0,4.0,4.0,GK,Aston Villa,51,3
Emiliano Martínez,2021-01-23,19,2020,5.0,5.0,4.0,4.0,5.0,4.0,GK,Aston Villa,51,6
Enda Stevens,2021-01-17,19,2020,3.0,3.0,3.0,2.0,3.0,2.0,DEF,Sheffield Utd,50,1
Eric Bailly,2021-01-20,19,2020,3.0,3.0,4.0,3.0,3.0,4.0,DEF,Man Utd,49,2
Eric Dier,2021-01-17,19,2020,3.0,3.0,4.0,3.0,3.0,4.0,DEF,Spurs,51,2
Erik Pieters,2021-01-16,19,2020,3.0,3.0,3.0,2.0,2.0,3.0,DEF,Burnley,43,2
Erik Pieters,2021-01-21,19,2020,0.0,1.0,2.0,1.0,0.0,1.0,DEF,Burnley,43,1
Ethan Ampadu,2021-01-17,19,2020,2.0,3.0,3.0,2.0,2.0,2.0,DEF,Sheffield Utd,43,0
Ezgjan Alioski,2021-01-16,19,2020,3.0,3.0,3.0,3.0,3.0,3.0,DEF,Leeds,45,2
Ezri Konsa Ngoyo,2021-01-20,19,2020,2.0,1.0,2.0,2.0,2.0,3.0,DEF,Aston Villa,47,1
Ezri Konsa Ngoyo,2021-01-23,19,2020,3.0,5.0,3.0,3.0,3.0,4.0,DEF,Aston Villa,47,8
Fabian Schär,2021-01-23,19,2020,3.0,2.0,3.0,2.0,3.0,2.0,DEF,Newcastle,49,0
Fabio Henrique Tavares,2021-01-17,19,2020,3.0,3.0,3.0,3.0,3.0,3.0,MID,Liverpool,54,2
Fabio Henrique Tavares,2021-01-21,19,2020,3.0,3.0,4.0,3.0,3.0,3.0,MID,Liverpool,54,1
Fabio Silva,2021-01-16,19,2020,4.0,4.0,4.0,3.0,4.0,3.0,FWD,Wolves,52,6
Fernando Luiz Rosa,2021-01-17,19,2020,4.0,3.0,3.0,3.0,4.0,4.0,DEF,Man City,54,6
Ferran Torres,2021-01-17,19,2020,3.0,2.0,3.0,3.0,2.0,2.0,MID,Man City,69,4
Francisco Casilla Cortés,2021-01-16,19,2020,3.0,3.0,3.0,2.0,3.0,3.0,GK,Leeds,42,2
Frederico Rodrigues de Paula Santos,2021-01-17,19,2020,2.0,2.0,2.0,3.0,2.0,2.0,MID,Man Utd,53,3
Frederico Rodrigues de Paula Santos,2021-01-20,19,2020,3.0,3.0,3.0,3.0,3.0,3.0,MID,Man Utd,53,2
Gabriel Fernando de Jesus,2021-01-17,19,2020,5.0,5.0,4.0,5.0,5.0,4.0,FWD,Man City,91,2
Gabriel Fernando de Jesus,2021-01-20,19,2020,3.0,2.0,3.0,4.0,3.0,3.0,FWD,Man City,91,4
Gabriel Teodoro Martinelli Silva,2021-01-18,19,2020,2.0,2.0,2.0,2.0,1.0,2.0,MID,Arsenal,49,1
Gary Cahill,2021-01-17,19,2020,2.0,1.0,2.0,2.0,2.0,2.0,DEF,Crystal Palace,45,0
Georginio Wijnaldum,2021-01-17,19,2020,3.0,3.0,4.0,3.0,3.0,3.0,MID,Liverpool,53,3
Georginio Wijnaldum,2021-01-21,19,2020,3.0,4.0,4.0,3.0,3.0,3.0,MID,Liverpool,53,2
Granit Xhaka,2021-01-18,19,2020,3.0,3.0,3.0,2.0,3.0,3.0,MID,Arsenal,52,3
Hakim Ziyech,2021-01-16,19,2020,5.0,4.0,4.0,4.0,5.0,4.0,MID,Chelsea,81,2
Hakim Ziyech,2021-01-19,19,2020,2.0,0.0,2.0,2.0,3.0,2.0,MID,Chelsea,81,0
Hal Robson-Kanu,2021-01-16,19,2020,1.0,1.0,2.0,1.0,1.0,1.0,FWD,West Brom,52,1
Hal Robson-Kanu,2021-01-19,19,2020,1.0,1.0,2.0,1.0,1.0,1.0,FWD,West Brom,52,1
Harrison Reed,2021-01-16,19,2020,2.0,2.0,2.0,2.0,2.0,2.0,MID,Fulham,44,2
Harrison Reed,2021-01-20,19,2020,2.0,2.0,2.0,3.0,2.0,2.0,MID,Fulham,44,2
Harry Kane,2021-01-17,19,2020,6.0,4.0,3.0,5.0,7.0,4.0,FWD,Spurs,111,9
Harry Maguire,2021-01-17,19,2020,2.0,2.0,3.0,3.0,3.0,3.0,DEF,Man Utd,54,7
Harry Maguire,2021-01-20,19,2020,4.0,3.0,4.0,3.0,4.0,3.0,DEF,Man Utd,54,2
Harvey Barnes,2021-01-16,19,2020,4.0,4.0,4.0,4.0,4.0,4.0,MID,Leicester,68,9
Harvey Barnes,2021-01-19,19,2020,4.0,4.0,4.0,4.0,4.0,4.0,MID,Leicester,68,6
Heung-Min Son,2021-01-17,19,2020,6.0,6.0,3.0,5.0,6.0,4.0,MID,Spurs,97,5
Hugo Lloris,2021-01-17,19,2020,4.0,3.0,4.0,4.0,4.0,4.0,GK,Spurs,56,3
Ian Carlo Poveda-Ocampo,2021-01-16,19,2020,1.0,1.0,2.0,1.0,1.0,1.0,MID,Leeds,43,1
Ibrahima Diallo,2021-01-16,19,2020,2.0,2.0,3.0,3.0,2.0,3.0,MID,Southampton,45,1
Ilkay Gündogan,2021-01-17,19,2020,4.0,4.0,4.0,4.0,4.0,3.0,MID,Man City,55,8
Ilkay Gündogan,2021-01-20,19,2020,4.0,4.0,4.0,4.0,4.0,4.0,MID,Man City,55,10
Isaac Hayden,2021-01-23,19,2020,2.0,2.0,2.0,2.0,2.0,3.0,MID,Newcastle,47,2
Ivan Ricardo Neves Abreu Cavaleiro,2021-01-16,19,2020,3.0,3.0,3.0,2.0,3.0,3.0,MID,Fulham,53,2
Ivan Ricardo Neves Abreu Cavaleiro,2021-01-20,19,2020,3.0,3.0,3.0,3.0,3.0,3.0,MID,Fulham,53,2
Jack Grealish,2021-01-20,19,2020,4.0,4.0,3.0,5.0,4.0,4.0,MID,Aston Villa,77,2
Jack Grealish,2021-01-23,19,2020,5.0,6.0,4.0,6.0,5.0,4.0,MID,Aston Villa,77,6
Jack Harrison,2021-01-16,19,2020,3.0,4.0,4.0,4.0,3.0,3.0,MID,Leeds,54,2
Jack Stephens,2021-01-16,19,2020,2.0,2.0,3.0,3.0,2.0,3.0,DEF,Southampton,46,1
Jacob Murphy,2021-01-18,19,2020,1.0,1.0,2.0,1.0,1.0,1.0,MID,Newcastle,49,1
Jacob Ramsey,2021-01-20,19,2020,0.0,1.0,1.0,1.0,0.0,1.0,MID,Aston Villa,45,1
Jacob Ramsey,2021-01-23,19,2020,1.0,1.0,2.0,1.0,1.0,2.0,MID,Aston Villa,45,1
Jairo Riedewald,2021-01-17,19,2020,-1.0,1.0,1.0,1.0,-0.0,2.0,MID,Crystal Palace,44,1
Jake Livermore,2021-01-16,19,2020,2.0,2.0,2.0,2.0,2.0,2.0,MID,West Brom,47,2
Jake Livermore,2021-01-19,19,2020,2.0,2.0,2.0,2.0,2.0,2.0,MID,West Brom,47,2
Jamaal Lascelles,2021-01-18,19,2020,2.0,2.0,3.0,3.0,2.0,3.0,DEF,Newcastle,42,1
Jamaal Lascelles,2021-01-23,19,2020,2.0,2.0,3.0,3.0,2.0,2.0,DEF,Newcastle,42,0
Jamal Lewis,2021-01-18,19,2020,3.0,2.0,2.0,3.0,3.0,3.0,DEF,Newcastle,43,1
Jamal Lewis,2021-01-23,19,2020,3.0,2.0,3.0,3.0,3.0,3.0,DEF,Newcastle,43,1
James Justin,2021-01-16,19,2020,4.0,4.0,4.0,3.0,4.0,3.0,DEF,Leicester,50,8
James Justin,2021-01-19,19,2020,3.0,3.0,3.0,3.0,4.0,3.0,DEF,Leicester,50,6
James Maddison,2021-01-16,19,2020,4.0,4.0,4.0,4.0,5.0,4.0,MID,Leicester,71,9
James Maddison,2021-01-19,19,2020,4.0,4.0,4.0,4.0,4.0,4.0,MID,Leicester,71,8
James McArthur,2021-01-17,19,2020,2.0,2.0,2.0,2.0,2.0,3.0,MID,Crystal Palace,52,2
James McCarthy,2021-01-17,19,2020,1.0,2.0,1.0,2.0,2.0,2.0,MID,Crystal Palace,43,2
James Milner,2021-01-17,19,2020,1.0,1.0,2.0,2.0,2.0,2.0,MID,Liverpool,53,1
James Tarkowski,2021-01-16,19,2020,3.0,3.0,3.0,3.0,2.0,3.0,DEF,Burnley,53,2
James Tarkowski,2021-01-21,19,2020,2.0,2.0,3.0,3.0,2.0,3.0,DEF,Burnley,53,7
James Tomkins,2021-01-17,19,2020,2.0,1.0,1.0,2.0,2.0,2.0,DEF,Crystal Palace,45,0
James Ward-Prowse,2021-01-16,19,2020,3.0,3.0,3.0,3.0,4.0,3.0,MID,Southampton,62,2
Jamie Vardy,2021-01-16,19,2020,6.0,5.0,4.0,5.0,6.0,5.0,FWD,Leicester,101,2
Jamie Vardy,2021-01-19,19,2020,5.0,5.0,4.0,5.0,6.0,4.0,FWD,Leicester,101,2
Jan Bednarek,2021-01-16,19,2020,3.0,2.0,3.0,3.0,3.0,4.0,DEF,Southampton,49,1
Jarrod Bowen,2021-01-16,19,2020,4.0,4.0,4.0,4.0,4.0,4.0,MID,West Ham,63,3
Jarrod Bowen,2021-01-19,19,2020,5.0,5.0,4.0,4.0,5.0,4.0,MID,West Ham,63,7
Javier Manquillo,2021-01-23,19,2020,3.0,2.0,3.0,3.0,3.0,3.0,DEF,Newcastle,43,1
Jay Rodriguez,2021-01-16,19,2020,2.0,1.0,2.0,1.0,1.0,2.0,FWD,Burnley,58,1
Jayden Bogle,2021-01-17,19,2020,3.0,2.0,3.0,4.0,2.0,3.0,DEF,Sheffield Utd,43,1
Jeff Hendrick,2021-01-18,19,2020,1.0,1.0,2.0,1.0,1.0,1.0,MID,Newcastle,46,1
Jeff Hendrick,2021-01-23,19,2020,3.0,2.0,3.0,3.0,3.0,2.0,MID,Newcastle,46,2
Joachim Andersen,2021-01-16,19,2020,3.0,2.0,2.0,3.0,2.0,2.0,DEF,Fulham,45,2
Joachim Andersen,2021-01-20,19,2020,2.0,2.0,2.0,2.0,2.0,2.0,DEF,Fulham,45,1
Joe Bryan,2021-01-16,19,2020,1.0,1.0,1.0,1.0,1.0,1.0,DEF,Fulham,46,1
Joe Bryan,2021-01-20,19,2020,3.0,2.0,2.0,2.0,3.0,2.0,DEF,Fulham,46,0
Joe Rodon,2021-01-17,19,2020,3.0,2.0,3.0,3.0,3.0,3.0,DEF,Spurs,50,2
Joel Matip,2021-01-21,19,2020,3.0,4.0,4.0,4.0,3.0,4.0,DEF,Liverpool,54,1
Joel Ward,2021-01-17,19,2020,2.0,1.0,2.0,2.0,2.0,2.0,DEF,Crystal Palace,43,0
Joelinton Cássio Apolinário de Lira,2021-01-18,19,2020,3.0,3.0,3.0,3.0,3.0,3.0,FWD,Newcastle,57,2
Johann Berg Gudmundsson,2021-01-16,19,2020,3.0,3.0,3.0,2.0,2.0,3.0,MID,Burnley,54,1
Johann Berg Gudmundsson,2021-01-21,19,2020,0.0,1.0,2.0,1.0,1.0,1.0,MID,Burnley,54,1
John Egan,2021-01-17,19,2020,2.0,3.0,3.0,2.0,3.0,2.0,DEF,Sheffield Utd,47,0
John Fleck,2021-01-17,19,2020,2.0,3.0,3.0,2.0,3.0,2.0,MID,Sheffield Utd,56,6
John Lundstram,2021-01-17,19,2020,2.0,3.0,3.0,3.0,2.0,3.0,MID,Sheffield Utd,49,1
John McGinn,2021-01-20,19,2020,2.0,2.0,2.0,2.0,3.0,3.0,MID,Aston Villa,55,1
John Stones,2021-01-17,19,2020,4.0,4.0,4.0,4.0,4.0,4.0,DEF,Man City,50,21
John Stones,2021-01-20,19,2020,4.0,4.0,4.0,3.0,4.0,4.0,DEF,Man City,50,6
Jonjo Shelvey,2021-01-18,19,2020,2.0,2.0,3.0,3.0,3.0,3.0,MID,Newcastle,53,2
Jonjo Shelvey,2021-01-23,19,2020,3.0,2.0,3.0,3.0,3.0,2.0,MID,Newcastle,53,2
Jonny Evans,2021-01-16,19,2020,3.0,3.0,4.0,4.0,3.0,3.0,DEF,Leicester,55,7
Jonny Evans,2021-01-19,19,2020,3.0,3.0,3.0,3.0,3.0,3.0,DEF,Leicester,55,7
Jordan Ayew,2021-01-17,19,2020,2.0,3.0,3.0,2.0,3.0,3.0,FWD,Crystal Palace,56,2
Jordan Henderson,2021-01-17,19,2020,3.0,4.0,3.0,3.0,3.0,3.0,MID,Liverpool,54,3
Jorge Luiz Frello Filho,2021-01-16,19,2020,3.0,4.0,3.0,3.0,4.0,4.0,MID,Chelsea,47,3
Josh Brownhill,2021-01-16,19,2020,3.0,3.0,3.0,2.0,2.0,3.0,MID,Burnley,49,2
Josh Brownhill,2021-01-21,19,2020,2.0,2.0,3.0,2.0,2.0,3.0,MID,Burnley,49,3
Josh Onomah,2021-01-16,19,2020,1.0,1.0,2.0,1.0,1.0,1.0,MID,Fulham,46,1
João Filipe Iria Santos Moutinho,2021-01-16,19,2020,3.0,3.0,3.0,3.0,3.0,3.0,MID,Wolves,52,2
João Pedro Cavaco Cancelo,2021-01-17,19,2020,2.0,2.0,2.0,3.0,2.0,3.0,DEF,Man City,58,1
João Pedro Cavaco Cancelo,2021-01-20,19,2020,4.0,5.0,5.0,4.0,4.0,4.0,DEF,Man City,58,7
Joël Veltman,2021-01-16,19,2020,3.0,3.0,3.0,3.0,3.0,3.0,DEF,Brighton,43,7
Kai Havertz,2021-01-19,19,2020,4.0,3.0,3.0,4.0,4.0,3.0,MID,Chelsea,82,1
Kamil Grosicki,2021-01-16,19,2020,3.0,2.0,3.0,3.0,3.0,2.0,MID,West Brom,53,2
Kamil Grosicki,2021-01-19,19,2020,3.0,2.0,2.0,2.0,2.0,2.0,MID,West Brom,53,5
Karl Darlow,2021-01-18,19,2020,3.0,3.0,3.0,4.0,3.0,3.0,GK,Newcastle,50,2
Karl Darlow,2021-01-23,19,2020,4.0,3.0,3.0,3.0,3.0,3.0,GK,Newcastle,50,2
Kasper Schmeichel,2021-01-16,19,2020,4.0,5.0,4.0,4.0,4.0,3.0,GK,Leicester,55,8
Kasper Schmeichel,2021-01-19,19,2020,4.0,4.0,4.0,4.0,4.0,3.0,GK,Leicester,55,9
Kean Bryan,2021-01-17,19,2020,1.0,1.0,2.0,1.0,0.0,1.0,DEF,Sheffield Utd,39,1
Kelechi Iheanacho,2021-01-16,19,2020,2.0,2.0,3.0,2.0,2.0,2.0,FWD,Leicester,56,1
Kelechi Iheanacho,2021-01-19,19,2020,1.0,3.0,3.0,2.0,2.0,2.0,FWD,Leicester,56,1
Kenny Tete,2021-01-16,19,2020,3.0,2.0,3.0,3.0,2.0,2.0,DEF,Fulham,43,2
Kenny Tete,2021-01-20,19,2020,3.0,2.0,3.0,3.0,2.0,2.0,DEF,Fulham,43,1
Kevin De Bruyne,2021-01-17,19,2020,7.0,7.0,6.0,6.0,7.0,5.0,MID,Man City,118,7
Kevin De Bruyne,2021-01-20,19,2020,7.0,7.0,6.0,6.0,7.0,6.0,MID,Man City,118,1
Kieran Gibbs,2021-01-16,19,2020,2.0,2.0,2.0,2.0,2.0,2.0,DEF,West Brom,43,1
Kieran Gibbs,2021-01-19,19,2020,3.0,2.0,2.0,2.0,2.0,2.0,DEF,West Brom,43,1
Kieran Tierney,2021-01-18,19,2020,4.0,4.0,3.0,4.0,4.0,3.0,DEF,Arsenal,54,6
Kyle Bartley,2021-01-16,19,2020,2.0,2.0,2.0,2.0,2.0,2.0,DEF,West Brom,44,4
Kyle Bartley,2021-01-19,19,2020,2.0,2.0,2.0,2.0,2.0,2.0,DEF,West Brom,44,1
Kyle Walker,2021-01-17,19,2020,4.0,5.0,4.0,4.0,4.0,4.0,DEF,Man City,61,6
Kyle Walker,2021-01-20,19,2020,4.0,5.0,4.0,4.0,4.0,3.0,DEF,Man City,61,1
