player_name,position_x,team,element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists_x,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,value,transfers_balance,selected,transfers_in,transfers_out,GW,team_a,team_a_difficulty,team_h,team_h_difficulty,id_x,name,short_name,strength,strength_attack_away,strength_attack_home,strength_defence_away,strength_defence_home,strength_overall_away,strength_overall_home,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,date,id_y,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup
Antonio Rüdiger,DEF,Chelsea,109,283,Liverpool,6,False,2021-03-04,0,1,26,90,0,0,1,0,0,0,0,0,0,0,0,29,22.2,0.4,0.0,2.3,46,-1611,284917,33341,34952,26,Chelsea,3,Liverpool,4,5,Chelsea,CHE,4,1300,1260,1310,1250,1280,1250,0,0,0.0,90,DC,Liverpool,Chelsea,0,1,2021-03-04,14719,2020,454265,0.0,0,0,0,0.0,0.464292585849762,0.464292585849762
Christian Pulisic,MID,Chelsea,119,283,Liverpool,1,False,2021-03-04,0,1,26,24,0,0,0,0,0,0,0,0,0,0,0,4,1.4,0.3,0.0,0.2,82,-6303,136200,628,6931,26,Chelsea,3,Liverpool,4,5,Chelsea,CHE,4,1300,1260,1310,1250,1280,1250,0,0,0.0,23,Sub,Liverpool,Chelsea,0,1,2021-03-04,14719,2020,454276,0.0,0,0,0,0.0,0.07375379651784897,0.07375379651784897
César Azpilicueta,DEF,Chelsea,102,283,Liverpool,7,False,2021-03-04,0,1,26,90,0,0,1,0,0,0,0,0,0,0,1,30,22.2,24.4,1.0,4.8,57,-1220,388474,36871,38091,26,Chelsea,3,Liverpool,4,5,Chelsea,CHE,4,1300,1260,1310,1250,1280,1250,0,1,0.02080155536532402,90,DC,Liverpool,Chelsea,0,1,2021-03-04,14719,2020,454266,0.5004759430885315,0,2,0,0.02080155536532402,0.9839956164360046,0.4627180695533752
Edouard Mendy,GK,Chelsea,548,283,Liverpool,6,False,2021-03-04,0,1,26,90,0,0,1,0,0,0,0,0,0,1,0,25,12.0,0.0,0.0,1.2,51,-55696,528454,7948,63644,26,Chelsea,3,Liverpool,4,5,Chelsea,CHE,4,1300,1260,1310,1250,1280,1250,0,0,0.0,90,GK,Liverpool,Chelsea,0,1,2021-03-04,14719,2020,454263,0.0,0,0,0,0.0,0.15312734246253967,0.15312734246253967
Hakim Ziyech,MID,Chelsea,114,283,Liverpool,3,False,2021-03-04,0,1,26,65,0,0,1,0,0,0,0,0,0,0,0,6,0.0,2.5,42.0,4.5,79,-5796,156364,1075,6871,26,Chelsea,3,Liverpool,4,5,Chelsea,CHE,4,1300,1260,1310,1250,1280,1250,0,2,0.2137288600206375,67,AMC,Liverpool,Chelsea,0,1,2021-03-04,14719,2020,454271,0.0,0,0,0,0.2137288600206375,0.23453041911125186,0.02080155536532402
Mason Mount,MID,Chelsea,120,283,Liverpool,11,False,2021-03-04,0,1,26,80,1,0,1,0,0,0,0,0,0,0,3,33,39.0,35.8,24.0,9.9,68,68852,517535,102220,33368,26,Chelsea,3,Liverpool,4,5,Chelsea,CHE,4,1300,1260,1310,1250,1280,1250,1,3,0.11471844464540483,82,AMC,Liverpool,Chelsea,0,1,2021-03-04,14719,2020,454272,0.4440781176090241,0,3,1,0.11471844464540483,0.6870174407958984,0.3905387818813324
Mateo Kovacic,MID,Chelsea,107,283,Liverpool,1,False,2021-03-04,0,1,26,9,0,0,0,0,0,0,0,0,0,0,0,4,1.2,1.2,0.0,0.2,53,283,21671,1279,996,26,Chelsea,3,Liverpool,4,5,Chelsea,CHE,4,1300,1260,1310,1250,1280,1250,0,0,0.0,8,Sub,Liverpool,Chelsea,0,1,2021-03-04,14719,2020,454274,0.0,0,0,0,0.0,0.0,0.0
Reece James,DEF,Chelsea,123,283,Liverpool,6,False,2021-03-04,0,1,26,90,0,0,1,0,0,0,0,0,0,0,0,25,6.4,12.0,2.0,2.0,50,-21362,499508,12205,33567,26,Chelsea,3,Liverpool,4,5,Chelsea,CHE,4,1300,1260,1310,1250,1280,1250,0,0,0.0,90,DMR,Liverpool,Chelsea,0,1,2021-03-04,14719,2020,454267,0.02080155536532402,0,1,0,0.0,0.3454178273677826,0.3246162831783295
Timo Werner,FWD,Chelsea,117,283,Liverpool,2,False,2021-03-04,0,1,26,90,0,0,1,0,0,0,0,0,0,0,0,-3,8.8,11.8,43.0,6.4,92,-62681,937537,28529,91210,26,Chelsea,3,Liverpool,4,5,Chelsea,CHE,4,1300,1260,1310,1250,1280,1250,0,3,0.5802167654037476,90,FW,Liverpool,Chelsea,0,1,2021-03-04,14719,2020,454273,0.01123648602515459,0,1,0,0.5802167654037476,0.8745726943016052,0.2831194698810577
Billy Gilmour,MID,Chelsea,124,354,Arsenal,1,True,2021-05-12,0,1,35,45,0,0,0,1,0,0,0,0,0,0,0,8,9.2,8.6,0.0,1.8,43,257,8202,461,204,35,Arsenal,4,Chelsea,3,5,Chelsea,CHE,4,1300,1260,1310,1250,1280,1250,0,0,0.0,47,MC,Chelsea,Arsenal,0,1,2021-05-12,14790,2020,470414,0.0,0,0,0,0.0,0.07066275924444199,0.07066275924444199
Callum Hudson-Odoi,MID,Chelsea,122,354,Arsenal,1,True,2021-05-12,0,1,35,45,0,0,0,0,0,0,0,0,0,0,0,4,15.2,32.9,9.0,5.7,57,-1424,32867,273,1697,35,Arsenal,4,Chelsea,3,5,Chelsea,CHE,4,1300,1260,1310,1250,1280,1250,0,1,0.026243798434734344,43,Sub,Chelsea,Arsenal,0,1,2021-05-12,14790,2020,470420,0.12437039613723755,0,2,0,0.026243798434734344,0.2266716212034225,0.07605743408203125
Christian Pulisic,MID,Chelsea,119,354,Arsenal,2,True,2021-05-12,0,1,35,90,0,0,0,1,0,0,0,0,0,0,0,10,9.2,29.4,52.0,9.1,83,-20588,262491,14981,35569,35,Arsenal,4,Chelsea,3,5,Chelsea,CHE,4,1300,1260,1310,1250,1280,1250,0,3,0.20623043179512024,90,AMC,Chelsea,Arsenal,0,1,2021-05-12,14790,2020,470415,0.1472141146659851,0,2,0,0.20623043179512024,0.3914486169815064,0.08613981306552887
César Azpilicueta,DEF,Chelsea,102,354,Arsenal,2,True,2021-05-12,0,1,35,77,0,0,0,1,0,0,0,0,0,0,0,12,7.2,10.1,2.0,1.9,59,-63295,593719,8504,71799,35,Arsenal,4,Chelsea,3,5,Chelsea,CHE,4,1300,1260,1310,1250,1280,1250,0,0,0.0,79,DC,Chelsea,Arsenal,0,1,2021-05-12,14790,2020,470410,0.0,0,0,0,0.0,0.22816599905490875,0.22816599905490875
Hakim Ziyech,MID,Chelsea,114,354,Arsenal,1,True,2021-05-12,0,1,35,12,0,0,0,0,0,0,0,0,0,0,0,4,5.0,14.9,8.0,2.8,79,-3438,172066,2836,6274,35,Arsenal,4,Chelsea,3,5,Chelsea,CHE,4,1300,1260,1310,1250,1280,1250,0,1,0.018868621438741684,11,Sub,Chelsea,Arsenal,0,1,2021-05-12,14790,2020,470419,0.024572789669036862,0,1,0,0.018868621438741684,0.1067369356751442,0.06329552084207535
Kurt Zouma,DEF,Chelsea,110,354,Arsenal,2,True,2021-05-12,0,1,35,90,0,0,0,1,0,0,0,0,0,0,0,14,11.2,16.1,50.0,7.7,53,-3288,678662,9424,12712,35,Arsenal,4,Chelsea,3,5,Chelsea,CHE,4,1300,1260,1310,1250,1280,1250,0,4,0.0920485332608223,90,DC,Chelsea,Arsenal,0,1,2021-05-12,14790,2020,470409,0.01958572864532471,0,1,0,0.0920485332608223,0.4058257639408112,0.3456467688083649
Reece James,DEF,Chelsea,123,354,Arsenal,2,True,2021-05-12,0,1,35,90,0,0,0,1,0,0,0,0,0,0,0,17,13.2,48.4,2.0,6.4,51,5069,578424,21206,16137,35,Arsenal,4,Chelsea,3,5,Chelsea,CHE,4,1300,1260,1310,1250,1280,1250,0,0,0.0,90,DMR,Chelsea,Arsenal,0,1,2021-05-12,14790,2020,470411,0.10840794444084167,0,3,0,0.0,0.17907069623470304,0.13395828008651733
Aaron Cresswell,DEF,West Ham,435,175,West Brom,2,True,2021-01-19,2,1,19,90,0,0,0,1,0,0,0,0,0,0,0,14,25.0,43.0,0.0,6.8,54,286229,1432683,317337,31108,19,West Brom,4,West Ham,2,19,West Ham,WHU,4,1190,1140,1290,1260,1260,1230,0,0,0.0,90,DL,West Ham,West Bromwich Albion,2,1,2021-01-19,14611,2020,443159,0.13376331329345706,0,3,0,0.0,0.6261933445930481,0.6261933445930481
Andriy Yarmolenko,MID,West Ham,436,175,West Brom,4,True,2021-01-19,2,1,19,28,0,1,0,0,0,0,0,0,0,0,0,15,21.2,12.3,19.0,5.3,55,51,5852,172,121,19,West Brom,4,West Ham,2,19,West Ham,WHU,4,1190,1140,1290,1260,1260,1230,0,1,0.06199917197227477,26,Sub,West Ham,West Bromwich Albion,2,1,2021-01-19,14611,2020,443167,0.5281550884246826,1,1,0,0.06199917197227477,0.6432870030403137,0.5812878012657166
Angelo Ogbonna,DEF,West Ham,432,175,West Brom,2,True,2021-01-19,2,1,19,90,0,0,0,1,0,0,0,0,0,0,0,15,14.6,0.3,0.0,1.5,50,72281,293737,88790,16509,19,West Brom,4,West Ham,2,19,West Ham,WHU,4,1190,1140,1290,1260,1260,1230,0,0,0.0,90,DC,West Ham,West Bromwich Albion,2,1,2021-01-19,14611,2020,443157,0.0,0,0,0,0.0,0.05555553361773491,0.05555553361773491
Craig Dawson,DEF,West Ham,576,175,West Brom,2,True,2021-01-19,2,1,19,90,0,0,0,1,0,0,0,0,0,0,0,12,7.4,0.9,4.0,1.2,45,19502,27713,21494,1992,19,West Brom,4,West Ham,2,19,West Ham,WHU,4,1190,1140,1290,1260,1260,1230,0,1,0.043502181768417365,90,DC,West Ham,West Bromwich Albion,2,1,2021-01-19,14611,2020,443158,0.0,0,0,0,0.043502181768417365,0.014502046629786491,0.014502046629786491
Declan Rice,MID,West Ham,448,175,West Brom,2,True,2021-01-19,2,1,19,90,0,0,0,1,0,0,0,0,0,0,0,11,10.0,8.1,21.0,3.9,48,9159,210727,18623,9464,19,West Brom,4,West Ham,2,19,West Ham,WHU,4,1190,1140,1290,1260,1260,1230,0,3,0.08344114571809769,90,DMC,West Ham,West Bromwich Albion,2,1,2021-01-19,14611,2020,443161,0.0,0,0,0,0.08344114571809769,1.4471774101257324,1.3984417915344238
Jarrod Bowen,MID,West Ham,445,175,West Brom,7,True,2021-01-19,2,1,19,90,1,0,0,1,0,0,0,0,0,0,0,20,38.8,2.7,39.0,8.1,63,2196,268223,33048,30852,19,West Brom,4,West Ham,2,19,West Ham,WHU,4,1190,1140,1290,1260,1260,1230,1,1,0.7722484469413757,90,AMR,West Ham,West Bromwich Albion,2,1,2021-01-19,14611,2020,443162,0.0,0,0,1,0.7722484469413757,0.8147311806678772,0.04248274490237236
Lukasz Fabianski,GK,West Ham,431,175,West Brom,2,True,2021-01-19,2,1,19,90,0,0,0,1,0,0,0,0,0,2,0,13,11.4,0.0,0.0,1.1,51,4895,329251,47389,42494,19,West Brom,4,West Ham,2,19,West Ham,WHU,4,1190,1140,1290,1260,1260,1230,0,0,0.0,90,GK,West Ham,West Bromwich Albion,2,1,2021-01-19,14611,2020,443155,0.0,0,0,0,0.0,0.027980700135231015,0.027980700135231015
Manuel Lanzini,MID,West Ham,439,175,West Brom,2,True,2021-01-19,2,1,19,61,0,0,0,1,0,0,0,0,0,0,0,4,3.8,14.7,38.0,5.7,64,383,7919,736,353,19,West Brom,4,West Ham,2,19,West Ham,WHU,4,1190,1140,1290,1260,1260,1230,0,3,0.5567165613174438,64,AMC,West Ham,West Bromwich Albion,2,1,2021-01-19,14611,2020,443163,0.014502046629786491,0,1,0,0.5567165613174438,0.4978879988193512,0.0
Michail Antonio,FWD,West Ham,437,175,West Brom,9,True,2021-01-19,2,1,19,83,1,0,0,1,0,0,0,0,0,0,3,39,40.6,25.7,24.0,9.0,63,496242,729174,513920,17678,19,West Brom,4,West Ham,2,19,West Ham,WHU,4,1190,1140,1290,1260,1260,1230,1,2,0.5561357736587524,86,FW,West Ham,West Bromwich Albion,2,1,2021-01-19,14611,2020,443165,0.4898295998573303,0,2,1,0.5561357736587524,1.0856194496154783,0.10165323317050934
Pablo Fornals,MID,West Ham,450,175,West Brom,1,True,2021-01-19,2,1,19,28,0,0,0,0,0,0,0,0,0,0,0,3,2.6,12.1,0.0,1.5,61,1447,67560,6508,5061,19,West Brom,4,West Ham,2,19,West Ham,WHU,4,1190,1140,1290,1260,1260,1230,0,0,0.0,26,Sub,West Ham,West Bromwich Albion,2,1,2021-01-19,14611,2020,443166,0.025152012705802917,0,1,0,0.0,0.053132712841033936,0.027980700135231015
Tomas Soucek,MID,West Ham,449,175,West Brom,2,True,2021-01-19,2,1,19,90,0,0,0,1,0,0,0,0,0,0,0,9,12.6,16.1,4.0,3.3,53,502120,1623913,533016,30896,19,West Brom,4,West Ham,2,19,West Ham,WHU,4,1190,1140,1290,1260,1260,1230,0,0,0.0,90,DMC,West Ham,West Bromwich Albion,2,1,2021-01-19,14611,2020,443160,0.027980700135231015,0,1,0,0.0,0.6368433237075806,0.6088626384735107
Vladimir Coufal,DEF,West Ham,558,175,West Brom,6,True,2021-01-19,2,1,19,90,0,1,0,1,0,0,0,0,0,0,1,23,29.4,28.1,10.0,6.8,47,161435,598646,183981,22546,19,West Brom,4,West Ham,2,19,West Ham,WHU,4,1190,1140,1290,1260,1260,1230,0,1,0.05223923921585083,90,DR,West Ham,West Bromwich Albion,2,1,2021-01-19,14611,2020,443156,0.7958319783210754,1,2,0,0.05223923921585083,1.5217616558074951,0.6736904978752136
Andy Carroll,FWD,Newcastle,320,179,Arsenal,2,False,2021-01-18,3,0,19,68,0,0,0,2,0,0,0,0,0,0,0,6,0.0,13.3,5.0,1.8,52,1031,33584,5233,4202,19,Newcastle,4,Arsenal,2,14,Newcastle,NEW,2,1060,1050,1110,1030,1070,1050,0,1,0.024144470691680908,69,FW,Arsenal,Newcastle United,3,0,2021-01-18,14615,2020,443057,0.039525993168354034,0,1,0,0.024144470691680908,0.06367046386003494,0.0
Callum Wilson,FWD,Newcastle,506,179,Arsenal,2,False,2021-01-18,3,0,19,90,0,0,0,3,0,0,0,0,0,0,0,7,10.6,12.2,18.0,4.1,66,74530,1599004,274169,199639,19,Newcastle,4,Arsenal,2,14,Newcastle,NEW,2,1060,1050,1110,1030,1070,1050,0,1,0.09361450374126434,90,FW,Arsenal,Newcastle United,3,0,2021-01-18,14615,2020,443056,0.024144470691680908,0,1,0,0.09361450374126434,0.15728497505187988,0.039525993168354034
Jamaal Lascelles,DEF,Newcastle,328,179,Arsenal,1,False,2021-01-18,3,0,19,90,0,0,0,3,0,0,0,0,0,0,0,5,10.0,0.2,17.0,2.7,42,-222,67358,3350,3572,19,Newcastle,4,Arsenal,2,14,Newcastle,NEW,2,1060,1050,1110,1030,1070,1050,0,1,0.011511257849633694,90,DC,Arsenal,Newcastle United,3,0,2021-01-18,14615,2020,443050,0.0,0,0,0,0.011511257849633694,0.0,0.0
Jamal Lewis,DEF,Newcastle,513,179,Arsenal,1,False,2021-01-18,3,0,19,90,0,0,0,3,0,0,0,0,0,0,0,6,9.2,1.0,0.0,1.0,43,-27104,118026,441,27545,19,Newcastle,4,Arsenal,2,14,Newcastle,NEW,2,1060,1050,1110,1030,1070,1050,0,0,0.0,90,DL,Arsenal,Newcastle United,3,0,2021-01-18,14615,2020,443051,0.0,0,0,0,0.0,0.0,0.0
Jeff Hendrick,MID,Newcastle,485,179,Arsenal,1,False,2021-01-18,3,0,19,12,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.2,0.0,0.0,46,-3046,150846,8801,11847,19,Newcastle,4,Arsenal,2,14,Newcastle,NEW,2,1060,1050,1110,1030,1070,1050,0,0,0.0,12,Sub,Arsenal,Newcastle United,3,0,2021-01-18,14615,2020,443058,0.0,0,0,0,0.0,0.0,0.0
Jonjo Shelvey,MID,Newcastle,321,179,Arsenal,2,False,2021-01-18,3,0,19,90,0,0,0,3,0,0,0,0,0,0,0,17,10.4,15.3,0.0,2.6,53,-257,10322,72,329,19,Newcastle,4,Arsenal,2,14,Newcastle,NEW,2,1060,1050,1110,1030,1070,1050,0,0,0.0,90,MC,Arsenal,Newcastle United,3,0,2021-01-18,14615,2020,443053,0.011511257849633694,0,1,0,0.0,0.024144470691680908,0.024144470691680908
Karl Darlow,GK,Newcastle,325,179,Arsenal,2,False,2021-01-18,3,0,19,90,0,0,0,3,0,0,0,0,0,3,0,14,27.8,0.0,0.0,2.8,50,-17920,184078,13288,31208,19,Newcastle,4,Arsenal,2,14,Newcastle,NEW,2,1060,1050,1110,1030,1070,1050,0,0,0.0,90,GK,Arsenal,Newcastle United,3,0,2021-01-18,14615,2020,443047,0.0,0,0,0,0.0,0.0,0.0
Miguel Almirón,MID,Newcastle,339,179,Arsenal,2,False,2021-01-18,3,0,19,86,0,0,0,3,0,0,0,0,0,0,0,6,8.6,12.7,4.0,2.5,56,-3356,31644,602,3958,19,Newcastle,4,Arsenal,2,14,Newcastle,NEW,2,1060,1050,1110,1030,1070,1050,0,1,0.039525993168354034,87,MR,Arsenal,Newcastle United,3,0,2021-01-18,14615,2020,443052,0.09361450374126434,0,1,0,0.039525993168354034,0.13314048945903778,0.039525993168354034
Aaron Ramsdale,GK,Sheffield Utd,483,285,Aston Villa,10,True,2021-03-03,1,0,26,90,0,0,1,0,0,0,0,0,0,4,3,32,30.8,0.0,0.0,3.1,46,-2974,140325,1551,4525,26,Aston Villa,2,Sheffield Utd,2,15,Sheffield Utd,SHU,2,1070,1020,1010,1000,1040,1000,0,0,0.0,90,GK,Sheffield United,Aston Villa,1,0,2021-03-03,14721,2020,453782,0.0,0,0,0,0.0,0.050339609384536736,0.050339609384536736
Ben Osborn,MID,Sheffield Utd,356,285,Aston Villa,1,True,2021-03-03,1,0,26,17,0,0,0,0,0,0,0,0,0,0,0,4,4.2,0.0,0.0,0.4,47,-50,1936,14,64,26,Aston Villa,2,Sheffield Utd,2,15,Sheffield Utd,SHU,2,1070,1020,1010,1000,1040,1000,0,0,0.0,16,Sub,Sheffield United,Aston Villa,1,0,2021-03-03,14721,2020,453793,0.0,0,0,0,0.0,0.0,0.0
David McGoldrick,FWD,Sheffield Utd,344,285,Aston Villa,5,True,2021-03-03,1,0,26,72,1,0,1,0,0,0,0,1,0,0,0,24,34.6,29.6,73.0,13.7,52,-10340,134147,12324,22664,26,Aston Villa,2,Sheffield Utd,2,15,Sheffield Utd,SHU,2,1070,1020,1010,1000,1040,1000,1,4,0.5872352719306946,74,FW,Sheffield United,Aston Villa,1,0,2021-03-03,14721,2020,453791,0.07435347884893417,0,2,1,0.5872352719306946,0.608684241771698,0.0
Enda Stevens,DEF,Sheffield Utd,347,285,Aston Villa,6,True,2021-03-03,1,0,26,90,0,0,1,0,0,0,0,0,0,0,0,22,14.8,11.8,2.0,2.9,50,-546,70233,191,737,26,Aston Villa,2,Sheffield Utd,2,15,Sheffield Utd,SHU,2,1070,1020,1010,1000,1040,1000,0,0,0.0,90,DML,Sheffield United,Aston Villa,1,0,2021-03-03,14721,2020,453787,0.058565914630889886,0,1,0,0.0,0.10204732418060304,0.10204732418060304
Ethan Ampadu,DEF,Sheffield Utd,509,285,Aston Villa,7,True,2021-03-03,1,0,26,90,0,0,1,0,0,0,0,0,0,0,1,29,32.6,0.8,0.0,3.3,43,-344,36686,1647,1991,26,Aston Villa,2,Sheffield Utd,2,15,Sheffield Utd,SHU,2,1070,1020,1010,1000,1040,1000,0,0,0.0,90,DC,Sheffield United,Aston Villa,1,0,2021-03-03,14721,2020,453785,0.0,0,0,0,0.0,0.12837307155132294,0.12837307155132294
George Baldock,DEF,Sheffield Utd,351,285,Aston Villa,11,True,2021-03-03,1,0,26,90,0,1,1,0,0,0,0,0,0,0,2,31,36.0,11.6,8.0,5.6,49,-712,66412,334,1046,26,Aston Villa,2,Sheffield Utd,2,15,Sheffield Utd,SHU,2,1070,1020,1010,1000,1040,1000,0,1,0.050339609384536736,90,DMR,Sheffield United,Aston Villa,1,0,2021-03-03,14721,2020,453786,0.4082332849502564,1,1,0,0.050339609384536736,0.5366063714027405,0.0780334621667862
John Fleck,MID,Sheffield Utd,346,285,Aston Villa,3,True,2021-03-03,1,0,26,90,0,0,1,0,0,0,0,0,0,0,0,13,14.0,11.5,2.0,2.8,56,-65,9299,311,376,26,Aston Villa,2,Sheffield Utd,2,15,Sheffield Utd,SHU,2,1070,1020,1010,1000,1040,1000,0,0,0.0,90,MC,Sheffield United,Aston Villa,1,0,2021-03-03,14721,2020,453789,0.048064038157463074,0,1,0,0.0,0.20045097172260284,0.15238693356513974
John Lundstram,MID,Sheffield Utd,355,285,Aston Villa,3,True,2021-03-03,1,0,26,90,0,0,1,0,0,0,0,0,0,0,0,10,9.2,2.3,0.0,1.2,49,-1129,110677,454,1583,26,Aston Villa,2,Sheffield Utd,2,15,Sheffield Utd,SHU,2,1070,1020,1010,1000,1040,1000,0,0,0.0,90,MC,Sheffield United,Aston Villa,1,0,2021-03-03,14721,2020,453788,0.0,0,0,0,0.0,0.12837307155132294,0.12837307155132294
Kean Bryan,DEF,Sheffield Utd,603,285,Aston Villa,6,True,2021-03-03,1,0,26,90,0,0,1,0,0,0,0,0,0,0,0,20,14.0,0.1,0.0,1.4,39,2519,28854,5230,2711,26,Aston Villa,2,Sheffield Utd,2,15,Sheffield Utd,SHU,2,1070,1020,1010,1000,1040,1000,0,0,0.0,90,DC,Sheffield United,Aston Villa,1,0,2021-03-03,14721,2020,453784,0.0,0,0,0,0.0,0.12837307155132294,0.12837307155132294
Oliver Burke,MID,Sheffield Utd,424,285,Aston Villa,1,True,2021-03-03,1,0,26,28,0,0,0,0,0,0,0,0,0,0,0,5,3.0,0.3,0.0,0.3,42,122,133376,14460,14338,26,Aston Villa,2,Sheffield Utd,2,15,Sheffield Utd,SHU,2,1070,1020,1010,1000,1040,1000,0,0,0.0,29,Sub,Sheffield United,Aston Villa,1,0,2021-03-03,14721,2020,453794,0.0,0,0,0,0.0,0.0,0.0
