,player_name,GW,kickoff_time,total_points,goals_scored,goals_conceded,assists,clean_sheets,penalties_saved,saves,own_goals,red_cards,yellow_cards,minutes,value,bonus,bps,influence,creativity,threat,ict_index,key_passes,xG,xA,npg,npxG,xGChain,xGBuildup,position_DEF,position_FWD,position_MID,team_h_Arsenal,team_h_Manchester City,team_h_Newcastle 
6437,Juan Mata,24,2020-01-22,2,0,2,0,0,0,0,0,0,0,90,62,0,12,13.0,68.1,13.0,9.4,5,0.18822349607944489,0.1718897968530655,0,0.18822349607944489,0.6826862692832947,0.6051844954490662,0,0,1,0,0,0
6438,Pascal Groß,24,2020-01-21,-1,0,2,0,0,0,0,1,0,0,59,63,0,-2,0.0,21.8,9.0,2.6,1,0.0623316615819931,0.04021565616130829,0,0.0623316615819931,0.4866944551467896,0.4243628084659576,0,0,1,0,0,0
6439,Lewis Dunk,24,2020-01-21,1,0,3,0,0,0,0,0,0,0,90,48,0,16,28.6,2.3,42.0,7.3,0,0.3594557344913483,0.0,0,0.3594557344913483,0.17364051938056946,0.1645055115222931,1,0,0,0,0,0
6440,Leandro Trossard,24,2020-01-21,1,0,1,0,0,0,0,0,0,0,30,58,0,3,0.0,0.8,3.0,0.3,0,0.03406897187232971,0.0,0,0.03406897187232971,0.06075505167245865,0.026686079800128937,0,0,1,0,0,0
6441,Davy Pröpper,24,2020-01-21,2,0,3,0,0,0,0,0,0,0,90,48,0,17,21.4,25.0,0.0,4.6,2,0.0,0.07295989990234375,0,0.0,0.58440101146698,0.5587136149406433,0,0,1,0,0,0
6442,Dale Stephens,24,2020-01-21,2,0,3,0,0,0,0,0,0,0,90,44,0,13,22.0,2.2,0.0,2.4,0,0.0,0.0,0,0.0,0.11417423188686372,0.11417423188686372,0,0,1,0,0,0
6443,Alireza Jahanbakhsh,24,2020-01-21,1,0,2,0,0,0,0,0,0,0,59,58,0,6,7.6,12.3,11.0,3.1,1,0.07931479066610336,0.019855469465255737,0,0.07931479066610336,0.2279273867607117,0.12875713407993314,0,0,1,0,0,0
6444,Adam Webster,24,2020-01-21,1,0,3,0,0,0,0,0,0,0,90,44,0,14,16.6,2.3,4.0,2.3,0,0.0,0.0,0,0.0,0.1853596419095993,0.1853596419095993,1,0,0,0,0,0
6445,Aaron Mooy,24,2020-01-21,10,1,3,0,0,0,0,0,0,0,90,48,3,36,55.0,68.8,28.0,15.2,5,0.1616450548171997,0.7977467179298401,1,0.1616450548171997,0.6991730332374573,0.17323629558086395,0,0,1,0,0,0
6446,Gerard Deulofeu,24,2020-01-21,5,0,1,1,0,0,0,0,0,0,90,61,0,15,15.8,17.9,48.0,8.2,1,0.4653048813343048,0.5839221477508545,0,0.4653048813343048,1.1283551454544067,0.6630502939224243,0,1,0,0,0,0
6447,Nemanja Matic,24,2020-01-22,2,0,2,0,0,0,0,0,0,0,90,48,0,14,15.2,17.8,0.0,3.3,1,0.0,0.08239621669054031,0,0.0,0.8514565229415894,0.7690602540969849,0,0,1,0,0,0
6448,Mason Greenwood,24,2020-01-22,1,0,1,0,0,0,0,0,0,0,45,44,0,3,4.4,13.4,3.0,2.1,1,0.022414384409785267,0.012297364883124828,0,0.022414384409785267,0.21990162134170527,0.1851898729801178,0,1,0,0,0,0
6449,Neal Maupay,24,2020-01-21,2,0,3,0,0,0,0,0,0,0,90,59,0,1,16.6,23.8,176.0,21.6,2,1.3110792636871338,0.035446569323539734,0,1.3110792636871338,0.6304282546043396,0.026686079800128937,0,1,0,0,0,0
6450,Phil Jones,24,2020-01-22,1,0,2,0,0,0,0,0,0,0,90,48,0,18,13.8,2.4,23.0,3.9,0,0.11484574526548386,0.0,0,0.11484574526548386,0.31744223833084106,0.31744223833084106,1,0,0,0,0,0
6451,Joseph Gomez,24,2020-01-23,2,0,1,0,0,0,0,0,0,0,90,52,0,14,22.6,0.5,0.0,2.3,0,0.0,0.0,0,0.0,0.0,0.0,1,0,0,0,0,0
6452,Onel Hernández,24,2020-01-22,1,0,0,0,0,0,0,0,0,0,8,53,0,3,0.0,0.5,2.0,0.3,0,0.0,0.0,0,0.0,0.04735922068357468,0.04735922068357468,0,0,1,0,0,0
6453,Raheem Sterling,24,2020-01-21,3,0,0,0,1,0,0,0,0,0,90,117,0,2,0.0,9.0,54.0,6.1,0,0.7657455801963806,0.0,0,0.7657455801963806,1.4519596099853516,0.7927452921867371,0,0,1,0,0,0
6454,Oleksandr Zinchenko,24,2020-01-21,6,0,0,0,1,0,0,0,0,0,90,52,0,24,8.4,12.3,5.0,2.6,1,0.022663185372948647,0.02122778259217739,0,0.022663185372948647,0.02122778259217739,0.0,1,0,0,0,0,0
6455,Nicolás Otamendi,24,2020-01-21,9,0,0,0,1,0,0,0,0,0,90,50,3,31,31.4,10.3,23.0,6.5,1,0.08963833004236221,0.08748554438352585,0,0.08963833004236221,0.8531563282012941,0.8531563282012941,1,0,0,0,0,0
6456,Kyle Walker,24,2020-01-21,6,0,0,0,1,0,0,0,0,0,90,57,0,23,5.6,4.3,0.0,1.0,0,0.0,0.0,0,0.0,0.784591019153595,0.784591019153595,1,0,0,0,0,0
6457,Kevin De Bruyne,24,2020-01-21,7,0,0,1,1,0,0,0,0,0,90,107,1,30,31.4,55.6,13.0,10.0,3,0.04417971894145012,0.8310295343399048,0,0.04417971894145012,0.861296534538269,0.6283474564552307,0,0,1,0,0,0
6458,Eric Garcia,24,2020-01-21,1,0,0,0,0,0,0,0,0,0,12,45,0,4,3.0,0.0,0.0,0.3,0,0.0,0.0,0,0.0,0.10368574410676956,0.10368574410676956,1,0,0,0,0,0
6459,Aymeric Laporte,24,2020-01-21,6,0,0,0,1,0,0,0,0,0,77,63,0,24,12.6,2.2,0.0,1.5,0,0.0,0.0,0,0.0,0.6643869876861572,0.6643869876861572,1,0,0,0,0,0
6460,Douglas Luiz Soares de Paulo,24,2020-01-21,6,1,0,0,0,0,0,0,0,1,34,44,1,18,41.0,2.4,33.0,7.6,0,0.4666217565536499,0.0,1,0.4666217565536499,0.5370110273361206,0.07038930058479309,0,0,1,0,0,0
6461,Frédéric Guilbert,24,2020-01-21,2,0,1,0,0,0,0,0,0,0,90,44,0,16,16.0,17.7,0.0,3.4,1,0.0,0.03969172015786171,0,0.0,0.03969172015786171,0.03969172015786171,1,0,0,0,0,0
6462,Alexandre Lacazette,24,2020-01-21,2,0,2,0,0,0,0,0,0,0,90,93,0,8,9.0,2.9,8.0,2.0,0,0.0,0.0,0,0.0,0.035346582531929016,0.035346582531929016,0,1,0,0,0,0
6463,Bernd Leno,24,2020-01-21,3,0,2,0,0,0,6,0,0,0,90,50,0,20,42.0,0.0,0.0,4.2,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0
6464,Bukayo Saka,24,2020-01-21,2,0,2,0,0,0,0,0,0,0,90,45,0,14,20.2,2.0,2.0,2.4,0,0.0,0.0,0,0.0,0.035346582531929016,0.035346582531929016,0,0,1,0,0,0
6465,Granit Xhaka,24,2020-01-21,2,0,2,0,0,0,0,0,0,0,90,51,0,20,23.8,1.0,0.0,2.5,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1,0,0,0
6466,Héctor Bellerín,24,2020-01-21,8,1,2,0,0,0,0,0,0,0,90,54,1,28,52.6,2.1,9.0,6.4,0,0.035346582531929016,0.0,1,0.035346582531929016,0.035346582531929016,0.0,1,0,0,0,0,0
6467,Lucas Torreira,24,2020-01-21,5,0,2,1,0,0,0,0,0,0,90,47,0,23,30.2,11.7,0.0,4.2,1,0.0,0.035346582531929016,0,0.0,0.035346582531929016,0.0,0,0,1,0,0,0
6468,Riyad Mahrez,24,2020-01-21,3,0,0,0,1,0,0,0,0,0,90,85,0,20,11.6,40.9,54.0,10.7,3,0.35737359523773193,0.6569041013717651,0,0.35737359523773193,1.6109330654144287,0.9712259769439696,0,0,1,0,0,0
6469,Sergio Agüero,24,2020-01-21,4,1,0,0,0,0,0,0,0,1,23,119,0,28,36.4,20.6,35.0,9.2,2,0.6283474564552307,0.14768962562084198,1,0.6283474564552307,0.7760370969772339,0.12021812796592712,0,1,0,0,0,0
6470,Gabriel Fernando de Jesus,24,2020-01-21,0,0,0,0,1,0,0,0,0,0,66,95,0,-2,8.0,11.2,38.0,5.7,1,0.8899409174919128,0.02295193821191788,0,0.1287720501422882,0.15172399580478668,0.0,0,1,0,0,0,0
6471,Fernando Luiz Rosa,24,2020-01-21,2,0,0,0,1,0,0,0,0,1,90,52,0,14,21.6,32.5,4.0,5.8,3,0.0,0.14472362399101255,0,0.0,0.6856147646903992,0.6856147646903992,0,0,1,0,0,0
6472,Mark Noble,24,2020-01-29,1,0,2,0,0,0,0,0,0,1,90,50,0,9,4.0,2.2,1.0,0.7,0,0.015023124404251575,0.0,0,0.015023124404251575,0.07893389463424683,0.06391076743602753,0,0,1,0,0,0
6473,Pablo Fornals,24,2020-01-29,1,0,0,0,0,0,0,0,0,0,21,60,0,1,0.0,0.0,4.0,0.2,0,0.06850168853998184,0.0,0,0.06850168853998184,0.0,0.0,0,0,1,0,0,0
6474,Robert Snodgrass,24,2020-01-29,2,0,2,0,0,0,0,0,0,0,90,52,0,13,8.4,29.1,9.0,4.7,2,0.07500775903463364,0.5813043117523193,0,0.07500775903463364,0.13891853392124176,0.06391076743602753,0,0,1,0,0,0
6475,Sébastien Haller,24,2020-01-29,2,0,2,0,0,0,0,0,0,0,90,70,0,8,14.6,13.9,2.0,3.1,1,0.0,0.015023124404251575,0,0.0,0.07893389463424683,0.06391076743602753,0,1,0,0,0,0
6476,Oliver McBurnie,24,2020-01-21,1,0,1,0,0,0,0,0,0,1,90,57,0,2,11.2,6.0,11.0,2.8,0,0.5861145853996277,0.0,0,0.5861145853996277,0.5861145853996277,0.5861145853996277,0,1,0,0,0,0
6477,Oliver Norwood,24,2020-01-21,1,0,1,0,0,0,0,0,0,1,90,49,0,8,8.6,5.5,0.0,1.4,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1,0,0,0
6478,Simon Francis,24,2020-01-21,2,0,1,0,0,0,0,0,0,0,90,44,0,7,14.0,0.3,2.0,1.6,0,0.0,0.0,0,0.0,0.10599392652511597,0.10599392652511597,1,0,0,0,0,0
6479,Matteo Guendouzi,24,2020-01-21,0,0,1,0,0,0,0,0,0,1,35,43,0,0,3.8,1.5,0.0,0.5,0,0.0,0.0,0,0.0,0.035346582531929016,0.035346582531929016,0,0,1,0,0,0
6480,Teemu Pukki,24,2020-01-22,8,1,2,0,0,0,0,0,0,0,90,65,2,31,36.8,31.9,29.0,9.8,3,0.9305475950241088,0.1220790073275566,0,0.16937874257564545,0.28901809453964233,0.1604638546705246,0,1,0,0,0,0
6481,Benjamin Chilwell,24,2020-01-22,2,0,1,0,0,0,0,0,0,0,90,56,0,16,16.4,9.6,19.0,4.5,0,0.08518648147583008,0.0,0,0.08518648147583008,0.5091119408607483,0.4239254593849182,1,0,0,0,0,0
6482,Çaglar Söyüncü,24,2020-01-22,2,0,1,0,0,0,0,0,0,0,90,51,0,15,21.0,0.8,0.0,2.2,0,0.0,0.0,0,0.0,0.3864419460296631,0.3864419460296631,1,0,0,0,0,0
6483,Mahmoud Ahmed Ibrahim Hassan,24,2020-01-21,2,0,1,0,0,0,0,0,0,0,76,52,0,9,6.2,25.3,21.0,5.3,2,0.10180014371871947,0.07663476467132567,0,0.10180014371871947,0.060691528022289276,0.02485893666744232,0,0,1,0,0,0
6484,Bamidele Alli,24,2020-01-22,13,1,1,1,0,0,0,0,0,0,90,85,3,34,38.6,5.8,74.0,11.8,0,0.7855990529060364,0.0,1,0.7855990529060364,1.9969717264175413,1.2113726139068604,0,0,1,0,0,0
6485,Gedson Carvalho Fernandes,24,2020-01-22,1,0,0,0,0,0,0,0,0,0,15,50,0,4,0.6,0.9,0.0,0.2,0,0.0,0.0,0,0.0,0.048560302704572685,0.048560302704572685,0,0,1,0,0,0
6486,Heung-Min Son,24,2020-01-22,7,1,1,0,0,0,0,0,0,0,90,99,0,18,29.0,3.7,62.0,9.5,0,1.2118936777114868,0.0,1,1.2118936777114868,1.8224972486495967,0.6106035709381104,0,0,1,0,0,0
6487,Lucas Rodrigues Moura da Silva,24,2020-01-22,2,0,1,0,0,0,0,0,0,0,90,71,0,3,3.0,26.8,20.0,5.0,3,0.0766233280301094,0.2313732802867889,0,0.0766233280301094,0.4030415117740631,0.20617054402828214,0,0,1,0,0,0
6488,David Luiz Moreira Marinho,24,2020-01-21,-3,0,2,0,0,0,0,0,1,0,25,57,0,-11,0.0,0.1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1,0,0,0,0,0
6489,Manuel Lanzini,24,2020-01-29,2,0,2,0,0,0,0,0,0,0,68,62,0,11,9.6,18.8,17.0,4.5,1,0.06391076743602753,0.07500775903463364,0,0.06391076743602753,0.15394164621829987,0.07893389463424683,0,0,1,0,0,0
6490,Mesut Özil,24,2020-01-21,1,0,1,0,0,0,0,0,0,0,54,72,0,9,4.4,3.1,0.0,0.8,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1,0,0,0
6491,Shkodran Mustafi,24,2020-01-21,5,0,2,1,0,0,0,0,0,0,90,51,1,28,54.8,10.5,2.0,6.7,1,0.0,0.5327300429344177,0,0.0,0.5327300429344177,0.0,1,0,0,0,0,0
6492,Martin Dubravka,24,2020-01-21,3,0,2,0,0,0,6,0,0,0,90,50,0,21,30.6,0.0,0.0,3.1,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0
6493,Matthew Longstaff,24,2020-01-21,2,0,2,0,0,0,0,0,0,0,90,45,0,12,4.6,4.1,0.0,0.9,0,0.0,0.0,0,0.0,0.043980758637189865,0.043980758637189865,0,0,1,0,0,0
6494,Matt Ritchie,24,2020-01-21,1,0,2,0,0,0,0,0,0,0,90,53,0,13,13.8,25.5,0.0,3.9,2,0.0,0.07189758867025375,0,0.0,0.0,0.0,1,0,0,0,0,0
6495,Miguel Almirón,24,2020-01-21,2,0,2,0,0,0,0,0,0,0,90,58,0,6,4.4,2.3,2.0,0.9,0,0.0,0.0,0,0.0,0.043980758637189865,0.043980758637189865,0,0,1,0,0,0
6496,Sean Longstaff,24,2020-01-21,2,0,2,0,0,0,0,0,0,0,90,50,0,8,14.6,3.3,3.0,2.1,0,0.021354151889681816,0.0,0,0.021354151889681816,0.0,0.0,0,0,1,0,0,0
6497,Alexander Tettey,24,2020-01-22,2,0,2,0,0,0,0,0,0,0,81,45,0,19,13.0,12.1,9.0,3.4,1,0.02097891829907894,0.03776523843407631,0,0.02097891829907894,0.26263776421546936,0.2416588515043259,0,0,1,0,0,0
6498,Christoph Zimmermann,24,2020-01-22,1,0,2,0,0,0,0,0,0,0,90,44,0,13,23.8,0.3,4.0,2.8,0,0.07285241782665253,0.0,0,0.07285241782665253,0.3241357505321503,0.3241357505321503,1,0,0,0,0,0
6499,Grant Hanley,24,2020-01-22,1,0,2,0,0,0,0,0,0,0,90,40,0,16,24.0,0.2,18.0,4.2,0,0.06882623583078384,0.0,0,0.06882623583078384,0.2722786664962769,0.2722786664962769,1,0,0,0,0,0
6500,Josip Drmic,24,2020-01-22,1,0,0,0,0,0,0,0,0,0,4,53,0,5,2.0,0.1,0.0,0.2,0,0.0,0.0,0,0.0,0.0,0.0,0,1,0,0,0,0
6501,Kenny McLean,24,2020-01-22,2,0,2,0,0,0,0,0,0,0,90,49,0,13,15.8,1.3,0.0,1.7,0,0.0,0.0,0,0.0,0.2123209238052368,0.2123209238052368,0,0,1,0,0,0
6502,Lukas Rupp,24,2020-01-22,2,0,2,0,0,0,0,0,0,0,85,45,0,6,0.0,17.3,24.0,3.9,1,0.0992162823677063,0.058188296854495995,0,0.0992162823677063,0.4008328914642334,0.2434283196926117,0,0,1,0,0,0
6503,Marco Stiepermann,24,2020-01-22,1,0,0,0,0,0,0,0,0,0,1,51,0,2,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1,0,0,0
6504,Ondrej Duda,24,2020-01-22,2,0,2,0,0,0,0,0,0,0,90,50,0,18,24.0,41.8,2.0,6.8,3,0.0,0.16265757381916046,0,0.0,0.29325759410858154,0.2722786664962769,0,0,1,0,0,0
6505,Todd Cantwell,24,2020-01-22,1,0,2,0,0,0,0,0,0,1,90,50,0,8,11.0,21.7,40.0,7.3,1,0.2322946041822433,0.1022755578160286,0,0.2322946041822433,0.31170743703842163,0.21409037709236145,0,0,1,0,0,0
6506,Tim Krul,24,2020-01-22,1,0,2,0,0,0,1,0,0,0,90,45,0,13,14.0,0.0,0.0,1.4,0,0.0,0.0,0,0.0,0.2722786664962769,0.2722786664962769,0,0,0,0,0,0
6507,Jamaal Lascelles,24,2020-01-21,1,0,2,0,0,0,0,0,0,0,90,42,0,14,15.6,0.2,2.0,1.8,0,0.0,0.0,0,0.0,0.043980758637189865,0.043980758637189865,1,0,0,0,0,0
6508,Isaac Hayden,24,2020-01-21,5,0,2,1,0,0,0,0,0,0,90,43,0,25,15.2,16.9,24.0,5.6,1,0.08417917042970657,0.043980758637189865,0,0.08417917042970657,0.043980758637189865,0.0,0,0,1,0,0,0
6509,Florian Lejeune,24,2020-01-21,14,2,0,0,0,0,0,0,0,0,20,44,1,27,67.8,0.5,66.0,13.4,0,0.31868889927864075,0.0,2,0.31868889927864075,0.0,0.0,1,0,0,0,0,0
6510,Federico Fernández,24,2020-01-21,1,0,2,0,0,0,0,0,0,0,90,44,0,9,15.0,1.2,21.0,3.7,0,0.07189758867025375,0.0,0,0.07189758867025375,0.0,0.0,1,0,0,0,0,0
6511,Raúl Jiménez,24,2020-01-23,8,1,2,0,0,0,0,0,0,0,90,75,2,38,44.2,36.3,54.0,13.5,3,0.7335705757141113,0.7128899693489075,1,0.7335705757141113,1.4464606046676636,0.4692833423614502,0,1,0,0,0,0
6512,Morgan Gibbs-White,24,2020-01-23,1,0,0,0,0,0,0,0,0,0,3,47,0,3,0.4,0.3,0.0,0.1,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1,0,0,0
6513,Alex Oxlade-Chamberlain,24,2020-01-23,2,0,1,0,0,0,0,0,0,0,69,62,0,7,6.2,2.3,0.0,0.9,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1,0,0,0
6514,Andrew Robertson,24,2020-01-23,1,0,1,0,0,0,0,0,0,1,90,70,0,11,10.0,20.5,0.0,3.1,1,0.0,0.10595817118883133,0,0.0,0.10595817118883133,0.0,1,0,0,0,0,0
6515,Divock Origi,24,2020-01-23,1,0,0,0,0,0,0,0,0,0,5,52,0,2,0.0,1.1,0.0,0.1,0,0.0,0.0,0,0.0,0.0,0.0,0,1,0,0,0,0
6516,Maximillian Aarons,24,2020-01-22,4,0,2,1,0,0,0,0,0,0,90,43,0,24,25.0,6.6,6.0,3.8,0,0.0,0.0,0,0.0,0.3744525909423828,0.3744525909423828,1,0,0,0,0,0
6517,Matt Doherty,24,2020-01-23,1,0,2,0,0,0,0,0,0,0,90,61,0,8,12.2,2.2,6.0,2.0,0,0.2353252172470093,0.0,0,0.2353252172470093,0.9223840832710266,0.9223840832710266,1,0,0,0,0,0
6518,Rob Holding,24,2020-01-21,1,0,1,0,0,0,0,0,0,0,9,45,0,4,5.0,0.0,0.0,0.5,0,0.0,0.0,0,0.0,0.0,0.0,1,0,0,0,0,0
6519,Leander Dendoncker,24,2020-01-23,2,0,2,0,0,0,0,0,0,0,90,44,0,17,20.2,0.5,0.0,2.1,0,0.0,0.0,0,0.0,0.9223840832710266,0.9223840832710266,0,0,1,0,0,0
6520,Conor Coady,24,2020-01-23,1,0,2,0,0,0,0,0,0,0,90,50,0,13,20.4,0.0,0.0,2.0,0,0.0,0.0,0,0.0,0.9223840832710266,0.9223840832710266,1,0,0,0,0,0
6521,Adama Traoré,24,2020-01-23,5,0,2,1,0,0,0,0,0,0,90,57,0,30,27.6,40.3,22.0,9.0,2,0.0806516781449318,0.6274135112762451,0,0.0806516781449318,1.2642049789428709,0.5561398267745972,0,0,1,0,0,0
6522,Georginio Wijnaldum,24,2020-01-23,2,0,1,0,0,0,0,0,0,0,90,54,0,10,4.4,4.8,0.0,0.9,0,0.0,0.0,0,0.0,0.3371844291687012,0.3371844291687012,0,0,1,0,0,0
6523,Christian Atsu,24,2020-01-21,2,0,2,0,0,0,0,0,0,0,61,53,0,7,3.2,0.8,2.0,0.6,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1,0,0,0
6524,Ciaran Clark,24,2020-01-21,0,0,2,0,0,0,0,0,0,1,69,43,0,5,14.6,0.3,0.0,1.5,0,0.0,0.0,0,0.0,0.043980758637189865,0.043980758637189865,1,0,0,0,0,0
6525,Emil Krafth,24,2020-01-21,1,0,0,0,0,0,0,0,0,0,28,43,0,3,0.6,1.2,0.0,0.2,0,0.0,0.0,0,0.0,0.0,0.0,1,0,0,0,0,0
6526,Fabian Schär,24,2020-01-21,4,0,0,1,0,0,0,0,0,0,12,50,0,13,1.8,0.5,26.0,2.8,0,0.05442311614751817,0.0,0,0.05442311614751817,0.011215895414352415,0.0,1,0,0,0,0,0
6527,Diogo Jota,24,2020-01-23,1,0,1,0,0,0,0,0,0,0,13,61,0,-1,0.0,0.3,19.0,1.8,0,0.6994870901107788,0.0,0,0.6994870901107788,0.5561398267745972,0.0,0,1,0,0,0,0
6528,Lukasz Fabianski,24,2020-01-29,2,0,2,0,0,0,3,0,0,0,90,49,0,16,23.0,0.0,0.0,2.3,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0
6529,Joelinton Cássio Apolinário de Lira,24,2020-01-21,2,0,2,0,0,0,0,0,0,0,77,55,0,5,5.8,2.9,8.0,1.7,0,0.043980758637189865,0.0,0,0.043980758637189865,0.043980758637189865,0.0,0,1,0,0,0,0
6530,Issa Diop,24,2020-01-29,0,0,2,0,0,0,0,0,0,1,90,44,0,3,9.6,0.1,0.0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,1,0,0,0,0,0
6531,Ryan Fraser,24,2020-01-21,2,0,1,0,0,0,0,0,0,0,90,69,0,17,11.6,27.8,3.0,4.2,2,0.026691872626543045,0.4631526172161102,0,0.026691872626543045,0.14629589021205902,0.11960402131080627,0,0,1,0,0,0
6532,Mohamed Salah,24,2020-01-29,14,1,0,1,1,0,0,0,0,0,90,124,3,44,50.0,28.8,48.0,12.7,2,1.024846434593201,0.6819501519203186,0,0.26367759704589844,1.1557588577270508,0.2720060646533966,0,0,1,0,0,0
6533,Joseph Gomez,24,2020-01-29,6,0,0,0,1,0,0,0,0,0,90,52,0,25,14.4,1.4,0.0,1.6,0,0.0,0.0,0,0.0,0.11454663425683975,0.11454663425683975,1,0,0,0,0,0
6534,Jordan Henderson,24,2020-01-29,3,0,0,0,1,0,0,0,0,0,90,54,0,18,25.4,27.1,12.0,6.5,2,0.034928280860185616,0.16954034566879272,0,0.034928280860185616,1.0009653568267822,0.9660371541976928,0,0,1,0,0,0
6535,Georginio Wijnaldum,24,2020-01-29,3,0,0,0,1,0,0,0,0,0,90,54,0,14,8.4,15.4,12.0,3.6,1,0.0,0.0872560441493988,0,0.0,0.20180268585681915,0.11454663425683975,0,0,1,0,0,0
6536,Divock Origi,24,2020-01-29,5,0,0,1,1,0,0,0,0,0,68,52,0,13,4.4,1.8,21.0,2.7,0,0.10246572643518448,0.0,0,0.10246572643518448,0.10246572643518448,0.0,0,1,0,0,0,0
6537,Curtis Jones,24,2020-01-29,1,0,0,0,0,0,0,0,0,0,5,45,0,7,5.2,0.7,0.0,0.6,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1,0,0,0
6538,Andrew Robertson,24,2020-01-29,6,0,0,0,1,0,0,0,0,0,90,70,0,24,7.4,6.4,8.0,2.2,0,0.3197297155857086,0.0,0,0.3197297155857086,0.582983672618866,0.26325392723083496,1,0,0,0,0,0
6539,Alex Oxlade-Chamberlain,24,2020-01-29,10,1,0,0,1,0,0,0,0,0,84,62,2,33,41.8,15.4,18.0,7.5,1,0.3830534815788269,0.10246572643518448,1,0.3830534815788269,0.8360291719436646,0.4529756903648377,0,0,1,0,0,0
6540,Bernardo Mota Veiga de Carvalho e Silva,24,2020-01-21,1,0,0,0,0,0,0,0,0,0,1,78,0,3,0.2,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1,0,0,0
6541,Ederson Santana de Moraes,24,2020-01-21,6,0,0,0,1,0,1,0,0,0,90,60,0,23,14.4,0.0,0.0,1.4,0,0.0,0.0,0,0.0,0.6495752334594727,0.6495752334594727,0,0,0,0,0,0
6542,Rodrigo Hernandez,24,2020-01-21,2,0,0,0,1,0,0,0,0,1,90,54,0,8,8.8,28.2,12.0,4.9,2,0.07511356472969055,0.1514352411031723,0,0.07511356472969055,0.8287706971168518,0.6725271940231323,0,0,1,0,0,0
6543,Takumi Minamino,24,2020-01-23,1,0,1,0,0,0,0,0,0,0,57,65,0,5,4.6,7.3,8.0,2.0,0,0.055600747466087334,0.0,0,0.055600747466087334,0.10595817118883133,0.10595817118883133,0,0,1,0,0,0
6544,Trent Alexander-Arnold,24,2020-01-23,5,0,1,1,0,0,0,0,0,0,90,76,0,26,36.6,29.7,8.0,7.4,1,0.07502423971891402,0.07365551590919495,0,0.07502423971891402,0.21789483726024628,0.21789483726024628,1,0,0,0,0,0
6545,Virgil van Dijk,24,2020-01-23,2,0,1,0,0,0,0,0,0,0,90,64,0,18,19.8,0.2,2.0,2.2,0,0.0,0.0,0,0.0,0.10595817118883133,0.10595817118883133,1,0,0,0,0,0
6546,Jeremy Ngakia,24,2020-01-29,1,0,2,0,0,0,0,0,0,0,90,40,0,11,6.4,3.6,0.0,1.0,0,0.0,0.0,0,0.0,0.015023124404251575,0.015023124404251575,1,0,0,0,0,0
6547,Aaron Cresswell,24,2020-01-22,0,0,4,0,0,0,0,0,0,0,90,47,0,9,13.2,19.5,4.0,3.7,1,0.020945480093359947,0.06673388183116913,0,0.020945480093359947,0.0,0.0,1,0,0,0,0,0
6548,Angelo Ogbonna,24,2020-01-22,-1,0,4,0,0,0,0,0,0,1,90,45,0,0,2.2,3.0,0.0,0.5,0,0.0,0.0,0,0.0,0.0,0.0,1,0,0,0,0,0
6549,Arthur Masuaku,24,2020-01-22,0,0,2,0,0,0,0,0,0,0,45,42,0,2,10.6,0.4,2.0,1.3,0,0.0,0.0,0,0.0,0.0,0.0,1,0,0,0,0,0
6550,Darren Randolph,24,2020-01-22,1,0,4,0,0,0,4,0,0,0,90,45,0,15,30.4,0.0,0.0,3.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0
6551,Declan Rice,24,2020-01-22,2,0,4,0,0,0,0,0,0,0,90,47,0,11,11.2,5.3,8.0,2.5,0,0.06673388183116913,0.0,0,0.06673388183116913,0.0,0.0,0,0,1,0,0,0
6552,Issa Diop,24,2020-01-22,0,0,4,0,0,0,0,0,0,0,90,44,0,13,21.8,0.1,0.0,2.2,0,0.0,0.0,0,0.0,0.0,0.0,1,0,0,0,0,0
6553,Manuel Lanzini,24,2020-01-22,2,0,4,0,0,0,0,0,0,0,90,62,0,5,3.6,2.3,2.0,0.8,0,0.0,0.0,0,0.0,0.07871726900339128,0.07871726900339128,0,0,1,0,0,0
6554,Mark Noble,24,2020-01-22,7,1,4,0,0,0,0,0,0,0,90,50,0,29,44.4,1.7,17.0,6.3,0,0.7611688375473022,0.0,0,0.0,0.0,0.0,0,0,1,0,0,0
6555,Michail Antonio,24,2020-01-22,1,0,2,0,0,0,0,0,0,0,45,69,0,-4,0.0,1.8,41.0,4.2,0,0.2349747568368912,0.0,0,0.2349747568368912,0.10269354283809662,0.0,0,0,1,0,0,0
