,player_name,GW,kickoff_time,total_points,goals_scored,goals_conceded,assists,clean_sheets,penalties_saved,saves,own_goals,red_cards,yellow_cards,minutes,value,bonus,bps,influence,creativity,threat,ict_index,key_passes,xG,xA,npg,npxG,xGChain,xGBuildup,position_DEF,position_FWD,position_MID,team_h_Arsenal,team_h_Manchester City,team_h_Newcastle 
512,Kepa Arrizabalaga,2,2019-08-18,2,0,1,0,0,0,2,0,0,0,90,55,0,18,23.0,0.0,0.0,2.3,0,0.0,0.0,0,0.0,0.04267954081296922,0.04267954081296922,0,0,0,0,0,0
513,Jorge Luiz Frello Filho,2,2019-08-18,1,0,1,0,0,0,0,0,0,1,70,50,0,3,8.2,5.0,1.0,1.4,0,0.014347834512591362,0.0,0,0.014347834512591362,0.7845633625984192,0.7845633625984192,0,0,1,0,0,0
514,Emerson Palmieri dos Santos,2,2019-08-18,2,0,1,0,0,0,0,0,0,0,90,55,0,17,27.8,22.0,2.0,5.2,1,0.0,0.03834202513098717,0,0.0,0.6592654585838318,0.6209233999252319,1,0,0,0,0,0
515,Willy Boly,2,2019-08-19,2,0,1,0,0,0,0,0,0,0,90,50,0,10,12.8,0.3,2.0,1.5,0,0.0,0.0,0,0.0,0.019186047837138176,0.019186047837138176,1,0,0,0,0,0
516,André Filipe Tavares Gomes,2,2019-08-17,2,0,0,0,1,0,0,0,0,1,90,55,0,12,13.4,21.9,0.0,3.5,2,0.0,0.16143092513084412,0,0.0,0.1936598122119904,0.03222889080643654,0,0,1,0,0,0
517,Bernard Anício Caldeira Duarte,2,2019-08-17,11,1,0,0,1,0,0,0,0,0,90,65,3,38,53.2,34.9,41.0,12.9,3,0.1849395334720612,0.18010641634464264,1,0.1849395334720612,0.365045964717865,0.03222889080643654,0,0,1,0,0,0
518,Dominic Calvert-Lewin,2,2019-08-17,2,0,0,0,1,0,0,0,0,0,71,60,0,6,4.4,0.7,2.0,0.7,0,0.0,0.0,0,0.0,0.0,0.0,0,1,0,0,0,0
519,Gylfi Sigurdsson,2,2019-08-17,3,0,0,0,1,0,0,0,0,0,90,80,0,7,8.4,25.8,10.0,4.4,2,0.03222889080643654,0.3271897435188293,0,0.03222889080643654,0.03222889080643654,0.0,0,0,1,0,0,0
520,Lucas Digne,2,2019-08-17,11,0,0,1,1,0,0,0,0,0,72,60,2,36,35.4,29.8,28.0,9.3,2,0.09747172892093656,0.06671441346406938,0,0.09747172892093656,0.08072373270988464,0.0,1,0,0,0,0,0
521,Çaglar Söyüncü,2,2019-08-18,2,0,1,0,0,0,0,0,0,0,90,45,0,15,24.2,0.5,2.0,2.7,0,0.0,0.0,0,0.0,0.061599384993314736,0.061599384993314736,1,0,0,0,0,0
522,Adam Smith,2,2019-08-17,2,0,1,0,0,0,0,0,0,0,90,45,0,14,12.2,1.2,4.0,1.7,0,0.0,0.0,0,0.0,0.11500468105077745,0.11500468105077745,1,0,0,0,0,0
523,Mason Holgate,2,2019-08-17,1,0,0,0,0,0,0,0,0,0,17,45,0,6,7.4,0.1,0.0,0.8,0,0.0,0.0,0,0.0,0.028322029858827587,0.028322029858827587,1,0,0,0,0,0
524,Callum Wilson,2,2019-08-17,5,0,1,1,0,0,0,0,0,0,90,80,0,16,11.4,52.1,26.0,9.0,5,0.04670009762048721,0.2660141885280609,0,0.04670009762048721,0.31271427869796753,0.0,0,1,0,0,0,0
525,James McCarthy,2,2019-08-18,0,0,0,0,0,0,0,0,0,1,20,45,0,2,6.8,0.8,0.0,0.8,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1,0,0,0
526,James McArthur,2,2019-08-18,2,0,1,0,0,0,0,0,0,0,81,55,0,11,9.6,3.1,0.0,1.3,0,0.0,0.0,0,0.0,0.019664963707327843,0.019664963707327843,0,0,1,0,0,0
527,Connor Wickham,2,2019-08-18,1,0,0,0,0,0,0,0,0,0,8,45,0,2,0.0,0.3,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,1,0,0,0,0
528,Christian Benteke,2,2019-08-18,2,0,1,0,0,0,0,0,0,0,90,60,0,11,11.6,12.3,21.0,4.5,1,0.05858217924833298,0.04154428094625473,0,0.05858217924833298,0.10012646019458772,0.0,0,1,0,0,0,0
529,Steve Cook,2,2019-08-17,2,0,1,0,0,0,0,0,0,0,90,50,0,11,28.8,0.1,0.0,2.9,0,0.0,0.0,0,0.0,0.0,0.0,1,0,0,0,0,0
530,Christian Fuchs,2,2019-08-18,2,0,1,0,0,0,0,0,0,0,90,45,0,10,20.2,22.1,1.0,4.3,2,0.01526294369250536,0.10093383491039276,0,0.01526294369250536,0.4685471057891846,0.3916848003864288,1,0,0,0,0,0
531,Andrew Surman,2,2019-08-17,1,0,1,0,0,0,0,0,0,0,45,50,0,3,4.4,1.4,0.0,0.6,0,0.0,0.0,0,0.0,0.380533367395401,0.380533367395401,0,0,1,0,0,0
532,Ryan Fraser,2,2019-08-17,2,0,1,0,0,0,0,0,0,0,90,75,0,6,10.8,31.4,35.0,7.7,2,0.4176967740058899,0.0975349098443985,0,0.4176967740058899,0.6225693225860596,0.2048725187778473,0,0,1,0,0,0
533,Philip Billing,2,2019-08-17,0,0,0,0,0,0,0,0,0,1,45,50,0,0,2.8,1.3,1.0,0.5,0,0.021935641765594482,0.0,0,0.021935641765594482,0.18010807037353516,0.15817242860794067,0,0,1,0,0,0
534,Jack O'Connell,2,2019-08-18,6,0,0,0,1,0,0,0,0,0,90,45,0,23,22.6,1.2,55.0,7.9,0,0.20130623877048487,0.0,0,0.20130623877048487,0.012857743538916113,0.012857743538916113,1,0,0,0,0,0
535,Jean-Philippe Gbamin,2,2019-08-17,3,0,0,0,1,0,0,0,0,0,90,50,0,8,13.2,1.7,0.0,1.5,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1,0,0,0
536,Charlie Daniels,2,2019-08-17,2,0,1,0,0,0,0,0,0,0,90,45,0,15,22.4,29.6,0.0,5.2,2,0.0,0.14172236621379852,0,0.0,0.4943442642688751,0.418497234582901,1,0,0,0,0,0
537,Yerry Mina,2,2019-08-17,7,0,0,0,1,0,0,0,0,0,90,55,1,29,20.4,0.1,0.0,2.1,0,0.0,0.0,0,0.0,0.0,0.0,1,0,0,0,0,0
538,Dominic Solanke,2,2019-08-17,1,0,0,0,0,0,0,0,0,0,14,55,0,7,2.8,10.5,2.0,1.5,1,0.0,0.333833247423172,0,0.0,0.333833247423172,0.0,0,1,0,0,0,0
539,Seamus Coleman,2,2019-08-17,5,0,0,0,1,0,0,0,0,1,90,55,0,16,7.2,1.2,3.0,1.1,0,0.028322029858827587,0.0,0,0.028322029858827587,0.16143092513084412,0.13310889899730682,1,0,0,0,0,0
540,Harry Wilson,2,2019-08-17,8,1,1,0,0,0,0,0,0,0,75,60,1,26,33.4,4.3,40.0,7.8,0,0.2535902559757233,0.0,1,0.2535902559757233,0.2755258977413177,0.021935641765594482,0,0,1,0,0,0
541,Jefferson Lerma,2,2019-08-17,2,0,1,0,0,0,0,0,0,0,90,50,0,11,10.0,2.3,0.0,1.2,0,0.0,0.0,0,0.0,0.1884224712848664,0.1884224712848664,0,0,1,0,0,0
542,Theo Walcott,2,2019-08-17,1,0,0,0,0,0,0,0,0,0,27,65,0,1,1.0,1.5,0.0,0.3,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1,0,0,0
543,Joshua King,2,2019-08-17,6,1,1,0,0,0,0,0,0,0,90,65,0,22,39.6,3.5,28.0,7.1,0,0.8370158672332764,0.0,0,0.07584700733423233,0.2555399537086487,0.17969293892383575,0,1,0,0,0,0
544,Nathan Aké,2,2019-08-17,1,0,1,0,0,0,0,0,0,1,90,50,0,8,20.6,0.0,18.0,3.9,0,0.050834812223911285,0.0,0,0.050834812223911285,0.0,0.0,1,0,0,0,0,0
545,Ashley Barnes,3,2019-08-25,7,1,0,0,1,0,0,0,0,0,77,66,1,23,35.6,2.2,23.0,6.1,0,0.4271285235881805,0.0,1,0.4271285235881805,0.4772215783596039,0.05009305477142334,0,1,0,0,0,0
546,Aaron Lennon,3,2019-08-25,0,0,1,0,0,0,0,0,0,1,24,49,0,1,2.2,0.3,0.0,0.3,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1,0,0,0
547,Maximillian Aarons,3,2019-08-24,1,0,3,0,0,0,0,0,0,0,90,45,0,6,16.6,2.1,2.0,2.1,0,0.0,0.0,0,0.0,0.0,0.0,1,0,0,0,0,0
548,Jordon Ibe,3,2019-08-25,1,0,0,0,0,0,0,0,0,0,22,49,0,3,1.0,0.3,0.0,0.1,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1,0,0,0
549,Ashley Westwood,3,2019-08-25,2,0,1,0,0,0,0,0,0,0,90,55,0,18,17.4,30.3,1.0,4.9,2,0.05009305477142334,0.3355255424976349,0,0.05009305477142334,0.3750692307949066,0.05009305477142334,0,0,1,0,0,0
550,Philip Billing,3,2019-08-25,2,0,3,0,0,0,0,0,0,0,90,50,0,13,13.8,1.3,2.0,1.7,0,0.0,0.0,0,0.0,0.4538258016109466,0.4538258016109466,0,0,1,0,0,0
551,Dale Stephens,3,2019-08-24,2,0,1,0,0,0,0,0,0,0,77,45,0,18,7.6,3.3,0.0,1.1,0,0.0,0.0,0,0.0,0.09776990860700607,0.09776990860700607,0,0,1,0,0,0
552,Ryan Fraser,3,2019-08-25,2,0,3,0,0,0,0,0,0,0,90,74,0,8,8.4,2.0,0.0,1.0,0,0.0,0.0,0,0.0,0.09146615117788316,0.09146615117788316,0,0,1,0,0,0
553,Joshua King,3,2019-08-25,2,0,3,0,0,0,0,0,0,0,90,65,0,2,14.6,13.2,15.0,4.3,1,0.032616984099149704,0.08005651831626892,0,0.032616984099149704,0.5779089331626892,0.4652354419231415,0,1,0,0,0,0
554,Ben Mee,3,2019-08-25,2,0,1,0,0,0,0,0,0,0,90,50,0,11,19.4,0.2,4.0,2.4,0,0.04094627499580383,0.0,0,0.04094627499580383,0.05151668190956117,0.05151668190956117,1,0,0,0,0,0
555,Johann Berg Gudmundsson,3,2019-08-25,3,0,0,0,1,0,0,0,0,0,65,60,0,8,3.2,11.2,20.0,3.4,1,0.08374784141778946,0.05009305477142334,0,0.08374784141778946,0.1338408887386322,0.0,0,0,1,0,0,0
556,Dwight McNeil,3,2019-08-25,6,0,0,1,1,0,0,0,0,0,85,60,0,17,21.2,30.4,20.0,7.2,2,0.058759275823831565,0.06449872255325317,0,0.058759275823831565,0.13240478932857513,0.05009305477142334,0,0,1,0,0,0
557,Matthew Lowton,3,2019-08-25,2,0,1,0,0,0,0,0,0,0,90,45,0,13,31.6,29.6,0.0,6.1,2,0.0,0.11774374544620515,0,0.0,0.11774374544620515,0.06622706353664398,1,0,0,0,0,0
558,Jack Cork,3,2019-08-25,2,0,1,0,0,0,0,0,0,0,90,50,0,8,4.4,1.8,2.0,0.8,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1,0,0,0
559,James Tarkowski,3,2019-08-25,1,0,1,0,0,0,0,0,0,1,90,50,0,15,33.6,0.5,21.0,5.5,0,0.010549359023571014,0.0,0,0.010549359023571014,0.13526451587677002,0.13526451587677002,1,0,0,0,0,0
560,Jay Rodriguez,3,2019-08-25,1,0,1,0,0,0,0,0,0,0,12,59,0,4,2.2,0.1,0.0,0.2,0,0.0,0.0,0,0.0,0.0,0.0,0,1,0,0,0,0
561,Dan Burn,3,2019-08-24,1,0,2,0,0,0,0,0,0,0,90,45,0,10,14.6,12.6,2.0,2.9,1,0.0,0.029079958796501163,0,0.0,0.1101854294538498,0.08110547065734862,1,0,0,0,0,0
562,Luke Shaw,3,2019-08-24,1,0,1,0,0,0,0,0,0,0,33,55,0,4,2.4,25.7,6.0,3.4,2,0.0495753288269043,0.15082085132598874,0,0.0495753288269043,0.1845389008522033,0.1845389008522033,1,0,0,0,0,0
563,Nathan Aké,3,2019-08-25,1,0,3,0,0,0,0,0,0,0,90,50,0,15,39.2,0.2,23.0,6.2,0,0.2314335405826569,0.0,0,0.2314335405826569,0.11443237960338593,0.0,1,0,0,0,0,0
564,Richarlison de Andrade,3,2019-08-23,2,0,1,0,0,0,0,0,0,0,77,80,0,13,10.8,3.0,18.0,3.2,0,0.01839718036353588,0.0,0,0.01839718036353588,0.01839718036353588,0.0,0,0,1,0,0,0
565,Marcus Rashford,3,2019-08-24,0,0,2,0,0,0,0,0,0,0,90,87,0,-4,4.2,18.3,29.0,5.2,1,0.911713480949402,0.0643034279346466,0,0.1505446434020996,0.3382987678050995,0.2640305459499359,0,1,0,0,0,0
566,Nick Pope,3,2019-08-25,2,0,1,0,0,0,2,0,0,0,90,45,0,14,9.4,0.0,0.0,0.9,0,0.0,0.0,0,0.0,0.3249761760234833,0.3249761760234833,0,0,0,0,0,0
567,Mason Greenwood,3,2019-08-24,1,0,1,0,0,0,0,0,0,0,34,45,0,3,1.2,1.1,0.0,0.2,0,0.0,0.0,0,0.0,0.0,0.0,0,1,0,0,0,0
568,Paul Pogba,3,2019-08-24,2,0,2,0,0,0,0,0,0,0,90,86,0,6,9.2,27.6,23.0,6.0,2,0.2390311509370804,0.06928182393312454,0,0.2390311509370804,0.24179597198963165,0.17749254405498505,0,0,1,0,0,0
569,Jeff Hendrick,3,2019-08-25,1,0,1,0,0,0,0,0,0,0,4,54,0,2,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1,0,0,0
570,Chris Wood,3,2019-08-25,2,0,1,0,0,0,0,0,0,0,90,64,0,4,9.4,13.8,65.0,8.8,1,0.5364391207695007,0.08374784141778946,0,0.5364391207695007,0.9283063411712646,0.4412963092327118,0,1,0,0,0,0
571,Erik Pieters,3,2019-08-25,2,0,1,0,0,0,0,0,0,0,90,46,0,7,4.6,11.3,1.0,1.7,1,0.02120689675211906,0.058759275823831565,0,0.02120689675211906,0.07996617257595062,0.0,1,0,0,0,0,0
572,Adam Smith,3,2019-08-25,1,0,3,0,0,0,0,0,0,0,67,45,0,3,3.8,0.5,33.0,3.7,0,0.584547758102417,0.0,0,0.584547758102417,0.6760139465332031,0.09146615117788316,1,0,0,0,0,0
573,Jesse Lingard,3,2019-08-24,1,0,1,0,0,0,0,0,0,0,55,65,0,1,4.8,14.3,0.0,1.9,1,0.0,0.015870200470089912,0,0.0,0.07518722116947174,0.05931702256202698,0,0,1,0,0,0
574,Lewis Dunk,3,2019-08-24,1,0,2,0,0,0,0,0,0,0,90,46,0,14,25.8,0.8,2.0,2.9,0,0.0,0.0,0,0.0,0.06868994981050491,0.06868994981050491,1,0,0,0,0,0
575,Martín Montoya,3,2019-08-24,0,0,2,0,0,0,0,0,0,1,90,45,0,8,8.0,1.8,10.0,2.0,0,0.034953273832798004,0.0,0,0.034953273832798004,0.1101854294538498,0.07523215562105179,1,0,0,0,0,0
576,Neal Maupay,3,2019-08-24,2,0,1,0,0,0,0,0,0,0,73,60,0,2,7.2,10.8,93.0,11.1,1,0.4458219408988953,0.0342816524207592,0,0.4458219408988953,0.15722037851810455,0.0,0,1,0,0,0,0
577,Pascal Groß,3,2019-08-24,1,0,1,0,0,0,0,0,0,0,12,65,0,4,4.0,14.9,0.0,1.9,1,0.0,0.021529123187065125,0,0.0,0.0,0.0,0,0,1,0,0,0
578,Shane Duffy,3,2019-08-24,1,0,2,0,0,0,0,0,0,0,90,50,0,13,10.8,0.2,6.0,1.7,0,0.0,0.0,0,0.0,0.1520186811685562,0.1520186811685562,1,0,0,0,0,0
579,Ben Davies,3,2019-08-25,1,0,0,0,0,0,0,0,0,0,2,55,0,2,0.0,1.2,4.0,0.3,0,0.025444841012358662,0.0,0,0.025444841012358662,0.05380494147539139,0.028360098600387577,1,0,0,0,0,0
580,José Ignacio Peleteiro Romallo,3,2019-08-23,6,0,0,1,1,0,0,0,0,0,76,59,0,21,25.4,28.3,2.0,5.6,2,0.0,0.4824782609939575,0,0.0,0.4824782609939575,0.0,0,0,1,0,0,0
581,Mahmoud Ahmed Ibrahim Hassan,3,2019-08-23,2,0,0,0,1,0,0,0,0,1,85,55,0,-2,4.2,11.5,4.0,2.0,1,0.0,0.020110955461859703,0,0.0,0.020110955461859703,0.0,0,0,1,0,0,0
582,Aaron Wan-Bissaka,3,2019-08-24,0,0,2,0,0,0,0,0,0,1,90,56,0,9,11.8,21.1,2.0,3.5,1,0.0,0.047441426664590836,0,0.0,0.27927258610725403,0.2318311631679535,1,0,0,0,0,0
583,Wesley Moraes,3,2019-08-23,9,1,0,0,1,0,0,0,0,0,90,60,3,28,38.8,23.0,37.0,9.9,2,0.4824782609939575,0.059541426599025726,1,0.4824782609939575,0.8358152508735657,0.3326578140258789,0,1,0,0,0,0
584,Felipe Anderson Pereira Gomes,3,2019-08-24,5,0,1,1,0,0,0,0,0,0,77,69,0,28,29.8,40.3,63.0,13.3,3,0.2931022047996521,1.1459128856658936,0,0.2931022047996521,1.5198042392730713,0.25742608308792114,0,0,1,0,0,0
585,Ismaïla Sarr,3,2019-08-24,1,0,0,0,0,0,0,0,0,0,16,65,0,1,1.2,1.2,8.0,1.0,0,0.013110840693116188,0.0,0,0.013110840693116188,0.184026762843132,0.17091591656208038,0,0,1,0,0,0
586,Jefferson Lerma,3,2019-08-25,1,0,3,0,0,0,0,0,0,1,90,50,0,7,7.2,1.7,0.0,0.9,0,0.0,0.0,0,0.0,0.09146615117788316,0.09146615117788316,0,0,1,0,0,0
587,Harry Wilson,3,2019-08-25,6,1,2,0,0,0,0,0,0,0,53,60,0,28,41.4,27.7,25.0,9.4,2,0.16748932003974915,0.3878913819789887,1,0.16748932003974915,0.4652354419231415,0.0,0,0,1,0,0,0
588,Dominic Solanke,3,2019-08-25,1,0,0,0,0,0,0,0,0,0,21,55,0,-1,4.2,0.3,54.0,5.9,0,0.503596305847168,0.0,0,0.503596305847168,0.489474207162857,0.0,0,1,0,0,0,0
589,Chris Mepham,3,2019-08-25,1,0,3,0,0,0,0,0,0,0,90,45,0,13,19.2,0.9,2.0,2.2,0,0.0,0.0,0,0.0,0.0,0.0,1,0,0,0,0,0
590,Charlie Daniels,3,2019-08-25,1,0,1,0,0,0,0,0,0,0,36,45,0,3,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1,0,0,0,0,0
591,Callum Wilson,3,2019-08-25,5,0,3,1,0,0,0,0,0,0,68,79,0,11,5.0,20.5,19.0,4.5,2,0.3737692832946777,0.20846731960773468,0,0.3737692832946777,0.4652354419231415,0.0,0,1,0,0,0,0
592,Jack O'Connell,3,2019-08-24,1,0,2,0,0,0,0,0,0,0,90,45,0,13,16.0,15.9,11.0,4.3,1,0.026213422417640686,0.04125465452671051,0,0.026213422417640686,0.04125465452671051,0.04125465452671051,1,0,0,0,0,0
593,Juan Mata,3,2019-08-24,1,0,1,0,0,0,0,0,0,0,5,64,0,3,1.2,0.7,0.0,0.2,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1,0,0,0
594,Anthony Martial,3,2019-08-24,5,0,2,1,0,0,0,0,0,0,90,77,0,10,15.4,13.1,36.0,6.5,1,0.2927496135234833,0.07949163764715195,0,0.2927496135234833,0.3822060525417328,0.1487734615802765,0,0,1,0,0,0
595,Daniel James,3,2019-08-24,6,1,2,0,0,0,0,0,0,1,90,60,0,13,36.0,4.3,66.0,10.6,0,0.6006712913513184,0.0,1,0.6006712913513184,0.7852101922035217,0.1845389008522033,0,0,1,0,0,0
596,Toby Alderweireld,3,2019-08-25,2,0,1,0,0,0,0,0,0,0,90,55,0,14,16.2,5.8,0.0,2.2,0,0.0,0.0,0,0.0,0.8539704084396362,0.8539704084396362,1,0,0,0,0,0
597,Moussa Sissoko,3,2019-08-25,2,0,1,0,0,0,0,0,0,0,90,50,0,25,22.8,50.0,6.0,7.9,3,0.0,0.7666656970977783,0,0.0,0.8733329176902771,0.5488092303276062,0,0,1,0,0,0
598,Kyle Walker-Peters,3,2019-08-25,2,0,1,0,0,0,0,0,0,0,61,50,0,12,10.2,22.3,4.0,3.7,1,0.0,0.05235061794519424,0,0.0,0.09464948624372482,0.09464948624372482,1,0,0,0,0,0
599,Hugo Lloris,3,2019-08-25,2,0,1,0,0,0,2,0,0,0,90,55,0,12,19.2,0.0,0.0,1.9,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0
600,Harry Winks,3,2019-08-25,1,0,1,0,0,0,0,0,0,1,90,55,0,12,27.8,24.5,2.0,5.4,1,0.0,0.02324761264026165,0,0.0,0.4751644134521485,0.4751644134521485,0,0,1,0,0,0
601,Harry Kane,3,2019-08-25,2,0,1,0,0,0,0,0,0,0,90,110,0,0,0.0,2.8,8.0,1.0,0,0.4421420097351074,0.0,0,0.4421420097351074,0.5140376687049866,0.07189565896987915,0,1,0,0,0,0
602,Giovani Lo Celso,3,2019-08-25,1,0,0,0,0,0,0,0,0,0,28,75,0,4,2.4,23.6,1.0,2.7,2,0.020456328988075256,0.03738454356789589,0,0.020456328988075256,0.14320862293243408,0.08536774665117264,0,0,1,0,0,0
603,Erik Lamela,3,2019-08-25,2,0,1,0,0,0,0,0,0,0,61,60,0,7,3.4,14.5,20.0,3.8,1,0.10193271934986116,0.019340744242072102,0,0.10193271934986116,0.17362408339977264,0.05235061794519424,0,0,1,0,0,0
604,Ashley Young,3,2019-08-24,1,0,1,0,0,0,0,0,0,0,56,54,0,15,12.4,82.3,7.0,10.2,5,0.0633116289973259,0.2422824800014496,0,0.0633116289973259,0.0633116289973259,0.0,1,0,0,0,0,0
605,Davinson Sánchez,3,2019-08-25,2,0,1,0,0,0,0,0,0,0,90,55,0,14,12.2,1.6,0.0,1.4,0,0.0,0.0,0,0.0,0.07189565896987915,0.07189565896987915,1,0,0,0,0,0
606,Christian Eriksen,3,2019-08-25,1,0,0,0,0,0,0,0,0,0,28,89,0,9,8.0,26.6,16.0,5.1,2,0.031304970383644104,0.05992290750145912,0,0.031304970383644104,0.4118199050426483,0.3205920159816742,0,0,1,0,0,0
607,Davy Pröpper,3,2019-08-24,2,0,2,0,0,0,0,0,0,0,90,50,0,11,13.0,2.7,8.0,2.4,0,0.061760876327753074,0.0,0,0.061760876327753074,0.2196528762578964,0.15789200365543365,0,0,1,0,0,0
608,Florin Andone,3,2019-08-24,-2,0,2,0,0,0,0,0,1,0,29,50,0,-10,0.0,0.3,2.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,1,0,0,0,0
609,Glenn Murray,3,2019-08-24,1,0,1,0,0,0,0,0,0,0,16,60,0,5,0.0,10.3,4.0,1.3,1,0.021529123187065125,0.3416165113449097,0,0.021529123187065125,0.0,0.0,0,1,0,0,0,0
610,Jürgen Locadia,3,2019-08-24,1,0,1,0,0,0,0,0,0,0,22,55,0,-3,0.0,0.0,11.0,0.9,0,0.3416165113449097,0.0,0,0.3416165113449097,0.02253775857388973,0.02253775857388973,0,1,0,0,0,0
611,Leandro Trossard,3,2019-08-24,2,0,2,0,0,0,0,0,0,0,90,60,0,19,17.4,81.0,17.0,11.5,7,0.0342816524207592,0.5393354892730713,0,0.0342816524207592,0.2437913715839386,0.029079958796501163,0,0,1,0,0,0
612,Harry Maguire,3,2019-08-24,1,0,2,0,0,0,0,0,0,0,90,55,0,17,17.4,6.4,19.0,4.3,1,0.011441965587437151,0.0,0,0.011441965587437151,0.1845389008522033,0.1845389008522033,1,0,0,0,0,0
613,David de Gea,3,2019-08-24,1,0,2,0,0,0,1,0,0,0,90,56,0,9,10.0,0.0,0.0,1.0,0,0.0,0.0,0,0.0,0.05931702256202698,0.05931702256202698,0,0,0,0,0,0
614,Aaron Ramsdale,3,2019-08-25,1,0,3,0,0,0,2,0,0,0,90,45,0,12,19.0,0.0,0.0,1.9,0,0.0,0.0,0,0.0,0.3737692832946777,0.3737692832946777,0,0,0,0,0,0
615,Danny Rose,3,2019-08-25,1,0,1,0,0,0,0,0,0,1,87,55,0,16,26.2,26.9,4.0,5.7,1,0.0,0.022753821685910225,0,0.0,0.4152415096759796,0.4152415096759796,1,0,0,0,0,0
616,Danny Ings,3,2019-08-24,5,0,0,1,1,0,0,0,0,0,83,60,0,15,21.8,31.6,13.0,6.6,3,0.01868113502860069,0.16377507150173187,0,0.01868113502860069,0.16377507150173187,0.021182255819439888,0,1,0,0,0,0
617,Will Hughes,3,2019-08-24,5,0,3,1,0,0,0,0,0,0,73,55,0,19,39.4,33.9,17.0,9.0,3,0.8699444532394409,0.1782630831003189,0,0.8699444532394409,1.4415065050125122,0.5394637584686279,0,0,1,0,0,0
618,Mathew Ryan,3,2019-08-24,1,0,2,0,0,0,2,0,0,0,90,46,0,13,15.0,0.0,0.0,1.5,0,0.0,0.0,0,0.0,0.04615219682455063,0.04615219682455063,0,0,0,0,0,0
619,Jordan Ayew,3,2019-08-24,9,1,0,0,1,0,0,0,0,0,74,50,3,29,34.4,2.1,17.0,5.4,0,0.2946167886257172,0.0,1,0.2946167886257172,0.2946167886257172,0.0,0,1,0,0,0,0
620,Luka Milivojevic,3,2019-08-24,1,0,1,0,0,0,0,0,0,1,90,69,0,3,10.6,10.9,0.0,2.2,1,0.0,0.11736204475164412,0,0.0,0.4119788110256195,0.2946167886257172,0,0,1,0,0,0
621,Oriol Romeu Vidal,3,2019-08-24,3,0,0,0,1,0,0,0,0,0,90,45,0,14,5.4,2.9,0.0,0.8,0,0.0,0.0,0,0.0,0.11927039921283722,0.11927039921283722,0,0,1,0,0,0
622,Martin Kelly,3,2019-08-24,2,0,1,0,0,0,0,0,0,0,90,40,0,11,17.4,0.0,2.0,1.9,0,0.0,0.0,0,0.0,0.0,0.0,1,0,0,0,0,0
623,Patrick van Aanholt,3,2019-08-24,10,1,1,0,0,0,0,0,0,0,90,55,2,23,48.2,1.1,21.0,7.0,0,0.1038585752248764,0.0,1,0.1038585752248764,0.3984753489494324,0.2946167886257172,1,0,0,0,0,0
624,Vicente Guaita,3,2019-08-24,1,0,1,0,0,0,2,0,0,1,90,50,0,10,14.0,0.0,0.0,1.4,0,0.0,0.0,0,0.0,0.2946167886257172,0.2946167886257172,0,0,0,0,0,0
625,Wilfried Zaha,3,2019-08-24,1,0,1,0,0,0,0,0,0,1,90,69,0,5,11.4,2.0,43.0,5.6,0,0.2551368474960327,0.0,0,0.2551368474960327,0.6536121964454651,0.3984753489494324,0,0,1,0,0,0
626,Ricardo Domingos Barbosa Pereira,3,2019-08-24,2,0,1,0,0,0,0,0,0,0,90,60,0,14,19.4,3.3,0.0,2.3,0,0.0,0.0,0,0.0,0.12853337824344635,0.12853337824344635,1,0,0,0,0,0
627,Alex Iwobi,3,2019-08-23,1,0,1,0,0,0,0,0,0,0,29,59,0,6,7.4,6.8,21.0,3.5,0,0.14674028754234314,0.0,0,0.14674028754234314,0.6332089304924011,0.5480986833572388,0,0,1,0,0,0
628,Dominic Calvert-Lewin,3,2019-08-23,1,0,2,0,0,0,0,0,0,1,90,60,0,-3,0.0,2.5,18.0,2.0,0,0.40396514534950256,0.0,0,0.40396514534950256,0.40396514534950256,0.0,0,1,0,0,0,0
629,Tyrone Mings,3,2019-08-23,7,0,0,0,1,0,0,0,0,0,90,45,1,27,23.4,0.0,4.0,2.7,0,0.0,0.0,0,0.0,0.0,0.0,1,0,0,0,0,0
630,Tom Heaton,3,2019-08-23,6,0,0,0,1,0,1,0,0,0,90,45,0,23,11.4,0.0,0.0,1.1,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0
631,Neil Taylor,3,2019-08-23,6,0,0,0,1,0,0,0,0,0,90,45,0,22,8.8,0.9,2.0,1.2,0,0.0,0.0,0,0.0,0.2591562271118164,0.2591562271118164,1,0,0,0,0,0
632,John McGinn,3,2019-08-23,6,0,0,1,1,0,0,0,0,0,90,56,0,19,31.6,16.8,4.0,5.2,1,0.0,0.2591562271118164,0,0.0,0.3734479546546936,0.1142917200922966,0,0,1,0,0,0
