name,position,team,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Alex Oxlade-Chamberlain,MID,Liverpool,0,0,0,0,0.0,193,186,0,0,0.0,0.0,2019-12-26T20:00:00Z,0,9,0,0,0,0,19,0,35824,4,0,0.0,0,-7738,305,8043,62,False,0
Alfie Whiteman,GK,Spurs,0,0,0,0,0.0,543,189,0,0,0.0,0.0,2019-12-26T12:30:00Z,0,4,0,0,0,0,19,0,34627,1,2,0.0,0,679,1487,808,40,True,0
Alireza Jahanbakhsh,MID,Brighton,0,0,0,0,0.0,50,189,0,0,0.0,0.0,2019-12-26T12:30:00Z,0,17,0,0,0,0,19,0,4690,1,2,0.0,0,-28,21,49,58,False,0
Alisson Ramses Becker,GK,Liverpool,0,0,20,1,0.0,189,186,0,0,0.4,3.6,2019-12-26T20:00:00Z,90,9,0,0,0,0,19,0,551689,4,0,0.0,6,2194,10111,7917,60,False,0
Allan Saint-Maximin,MID,Newcastle,0,0,0,0,0.0,500,187,0,0,0.0,0.0,2019-12-26T17:30:00Z,0,12,0,0,0,0,19,0,20985,1,4,0.0,0,-2352,68,2420,54,False,0
Andreas Christensen,DEF,Chelsea,0,0,0,0,0.0,108,183,0,0,0.0,0.0,2019-12-26T15:00:00Z,0,16,0,0,0,0,19,0,42475,2,0,0.0,0,-511,219,730,49,True,0
Andreas Pereira,MID,Man Utd,1,0,17,0,27.1,246,187,1,0,5.8,20.2,2019-12-26T17:30:00Z,90,13,0,0,0,0,19,0,32119,1,4,11.0,4,-2228,224,2452,49,True,1
Andrew Robertson,DEF,Liverpool,0,1,39,1,38.2,181,186,0,0,7.3,31.0,2019-12-26T20:00:00Z,90,9,0,0,0,0,19,0,1404491,4,0,4.0,7,-21789,17376,39165,70,False,0
Andrew Surman,MID,Bournemouth,0,0,0,0,0.0,80,182,0,0,0.0,0.0,2019-12-26T15:00:00Z,0,1,0,0,0,0,19,0,2498,1,1,0.0,0,-2,32,34,47,True,0
Andre Gray,FWD,Watford,0,0,3,0,0.0,364,188,0,0,0.7,3.0,2019-12-26T15:00:00Z,10,15,0,0,0,0,19,0,26943,1,1,4.0,1,-358,188,546,56,False,0
Andre Green,MID,Aston Villa,0,0,0,0,0.0,32,181,0,0,0.0,0.0,2019-12-26T15:00:00Z,0,14,0,0,0,0,19,0,791,0,1,0.0,0,8,26,18,49,True,0
Andriy Yarmolenko,MID,West Ham,0,0,0,0,0.0,392,184,0,0,0.0,0.0,2019-12-26T15:00:00Z,0,7,0,0,0,0,19,0,98576,1,2,0.0,0,-5733,991,6724,54,False,0
Andros Townsend,MID,Crystal Palace,0,0,0,0,0.0,135,184,0,0,0.0,0.0,2019-12-26T15:00:00Z,0,19,0,0,0,0,19,0,82305,1,2,0.0,0,-4637,34,4671,56,True,0
André Filipe Tavares Gomes,MID,Everton,0,0,0,0,0.0,422,185,0,0,0.0,0.0,2019-12-26T15:00:00Z,0,5,0,0,0,0,19,0,21695,0,1,0.0,0,-137,21,158,52,True,0
Andy Carroll,FWD,Newcastle,0,0,0,0,0.0,520,187,0,0,0.0,0.0,2019-12-26T17:30:00Z,0,12,0,0,0,0,19,0,9061,1,4,0.0,0,94,800,706,54,False,0
Andy King,MID,Leicester,0,0,0,0,0.0,480,186,0,0,0.0,0.0,2019-12-26T20:00:00Z,0,10,0,0,0,0,19,0,24405,4,0,0.0,0,-425,353,778,43,True,0
Andy Lonergan,GK,Liverpool,0,0,0,0,0.0,530,186,0,0,0.0,0.0,2019-12-26T20:00:00Z,0,9,0,0,0,0,19,0,1766,4,0,0.0,0,-26,12,38,43,False,0
Angelo Ogbonna,DEF,West Ham,0,0,16,0,0.4,377,184,2,0,1.3,12.2,2019-12-26T15:00:00Z,90,7,0,0,0,0,19,0,93288,1,2,0.0,1,23747,27275,3528,45,False,0
Angel Gomes,MID,Man Utd,0,0,0,0,0.0,245,187,0,0,0.0,0.0,2019-12-26T17:30:00Z,0,13,0,0,0,0,19,0,6475,1,4,0.0,0,-76,66,142,48,True,0
Angus Gunn,GK,Southampton,0,0,0,0,0.0,319,183,0,0,0.0,0.0,2019-12-26T15:00:00Z,0,6,0,0,0,0,19,0,132778,2,0,0.0,0,-5023,740,5763,44,False,0
Anthony Driscoll-Glennon,DEF,Burnley,0,0,0,0,0.0,572,185,0,0,0.0,0.0,2019-12-26T15:00:00Z,0,8,0,0,0,0,19,0,1294,0,1,0.0,0,79,171,92,40,False,0
Anthony Gordon,FWD,Everton,0,0,0,0,0.0,561,185,0,0,0.0,0.0,2019-12-26T15:00:00Z,0,5,0,0,0,0,19,0,1900,0,1,0.0,0,-13,147,160,45,True,0
Anthony Knockaert,MID,Brighton,0,0,0,0,0.0,52,189,0,0,0.0,0.0,2019-12-26T12:30:00Z,0,17,0,0,0,0,19,0,673,1,2,0.0,0,9,17,8,54,False,0
Anthony Martial,MID,Man Utd,0,3,42,0,14.3,239,187,1,2,12.4,69.0,2019-12-26T17:30:00Z,66,13,0,0,0,0,19,0,523073,1,4,41.0,15,-36266,23817,60083,77,True,0
Antonio Rüdiger,DEF,Chelsea,0,0,17,0,1.9,104,183,2,0,1.5,11.4,2019-12-26T15:00:00Z,90,16,0,0,0,0,19,0,17865,2,0,2.0,1,4187,4811,624,60,True,0
Anwar El Ghazi,MID,Aston Villa,0,0,8,1,5.2,30,181,0,0,1.9,7.4,2019-12-26T15:00:00Z,90,14,0,0,0,0,19,0,92363,0,1,6.0,3,1112,9380,8268,55,True,0
Archie Mair,GK,Norwich,0,0,0,0,0.0,551,181,0,0,0.0,0.0,2019-12-26T15:00:00Z,0,2,0,0,0,0,19,0,4341,0,1,0.0,0,180,348,168,40,False,0
Arnaut Danjuma Groeneveld,MID,Bournemouth,0,0,0,0,0.0,492,182,0,0,0.0,0.0,2019-12-26T15:00:00Z,0,1,0,0,0,0,19,0,2236,1,1,0.0,0,-43,33,76,58,True,0
Arthur Masuaku,DEF,West Ham,0,0,0,0,0.0,378,184,0,0,0.0,0.0,2019-12-26T15:00:00Z,0,7,0,0,0,0,19,0,34693,1,2,0.0,0,-744,177,921,43,False,0
Artur Boruc,GK,Bournemouth,0,0,0,0,0.0,73,182,0,0,0.0,0.0,2019-12-26T15:00:00Z,0,1,0,0,0,0,19,0,18859,1,1,0.0,0,-185,95,280,43,True,0
Ashley Barnes,FWD,Burnley,0,0,4,0,0.3,90,185,1,0,0.2,1.2,2019-12-26T15:00:00Z,16,8,0,0,0,0,19,0,217428,0,1,0.0,1,-7894,1074,8968,62,False,0
Ashley Westwood,MID,Burnley,0,0,14,0,19.5,101,185,1,0,2.7,7.0,2019-12-26T15:00:00Z,90,8,0,0,0,0,19,0,25395,0,1,0.0,2,1742,2386,644,54,False,0
Ashley Young,DEF,Man Utd,0,0,0,0,0.0,224,187,0,0,0.0,0.0,2019-12-26T17:30:00Z,0,13,0,0,0,0,19,0,25397,1,4,0.0,0,-604,228,832,54,True,0
Asmir Begovic,GK,Bournemouth,0,0,0,0,0.0,72,182,0,0,0.0,0.0,2019-12-26T15:00:00Z,0,1,0,0,0,0,19,0,59731,1,1,0.0,0,-866,42,908,42,True,0
Axel Tuanzebe,DEF,Man Utd,0,0,0,0,0.0,481,187,0,0,0.0,0.0,2019-12-26T17:30:00Z,0,13,0,0,0,0,19,0,8804,1,4,0.0,0,-115,79,194,44,True,0
Aymeric Laporte,DEF,Man City,0,0,0,0,0.0,202,190,0,0,0.0,0.0,2019-12-27T19:45:00Z,0,20,0,0,0,0,19,0,143225,2,3,0.0,0,-569,88,657,63,False,0
Ayotomiwa Dele-Bashiru,MID,Watford,0,0,0,0,0.0,563,188,0,0,0.0,0.0,2019-12-26T15:00:00Z,0,15,0,0,0,0,19,0,355,1,1,0.0,0,49,74,25,45,False,0
Ayoze Pérez,MID,Leicester,0,0,3,0,0.4,265,186,2,0,0.1,0.2,2019-12-26T20:00:00Z,18,10,0,0,0,0,19,0,319848,4,0,0.0,1,-27242,3292,30534,61,True,0
Bailey Peacock-Farrell,GK,Burnley,0,0,0,0,0.0,495,185,0,0,0.0,0.0,2019-12-26T15:00:00Z,0,8,0,0,0,0,19,0,5411,0,1,0.0,0,-37,19,56,44,False,0
Bamidele Alli,MID,Spurs,0,1,28,0,14.3,344,189,1,1,9.6,43.4,2019-12-26T12:30:00Z,90,4,0,0,0,0,19,0,1172720,1,2,38.0,8,185261,258315,73054,89,True,0
Beni Baningime,MID,Everton,0,0,0,0,0.0,557,185,0,0,0.0,0.0,2019-12-26T15:00:00Z,0,5,0,0,0,0,19,0,345,0,1,0.0,0,-5,14,19,45,True,0
Benjamin Chilwell,DEF,Leicester,0,0,13,0,2.8,161,186,4,0,2.1,16.6,2019-12-26T20:00:00Z,90,10,0,0,0,0,19,0,872046,4,0,2.0,0,-38628,8348,46976,58,True,0
Benjamin Mendy,DEF,Man City,0,0,10,0,11.0,204,190,3,0,2.1,10.2,2019-12-27T19:45:00Z,90,20,0,0,0,0,19,0,66403,2,3,0.0,1,10107,12443,2336,55,False,0
Ben Davies,DEF,Spurs,0,0,0,0,0.0,329,189,0,0,0.0,0.0,2019-12-26T12:30:00Z,0,4,0,0,0,0,19,0,9123,1,2,0.0,0,-162,13,175,54,True,0
Ben Foster,GK,Watford,0,0,15,0,0.0,366,188,1,0,2.7,26.6,2019-12-26T15:00:00Z,90,15,0,0,0,0,19,3,143080,1,1,0.0,3,3577,6158,2581,48,False,0
Ben Gibson,DEF,Burnley,0,0,0,0,0.0,89,185,0,0,0.0,0.0,2019-12-26T15:00:00Z,0,8,0,0,0,0,19,0,188675,0,1,0.0,0,-4808,931,5739,39,False,0
Ben Godfrey,DEF,Norwich,0,0,0,0,0.0,273,181,0,0,0.0,0.0,2019-12-26T15:00:00Z,0,2,0,0,0,0,19,0,13544,0,1,0.0,0,-1296,12,1308,44,False,0
Ben Johnson,DEF,West Ham,0,0,0,0,0.0,384,184,0,0,0.0,0.0,2019-12-26T15:00:00Z,0,7,0,0,0,0,19,0,94597,1,2,0.0,0,-1113,366,1479,40,False,0
Ben Mee,DEF,Burnley,0,0,18,0,0.3,83,185,1,0,3.8,35.6,2019-12-26T15:00:00Z,90,8,0,0,0,0,19,0,62481,0,1,2.0,2,833,2305,1472,50,False,0
Ben Osborn,MID,Sheffield Utd,0,0,0,0,0.0,472,188,0,0,0.0,0.0,2019-12-26T15:00:00Z,0,18,0,0,0,0,19,0,2364,1,1,0.0,0,26,78,52,47,True,0
Beram Kayal,MID,Brighton,0,0,0,0,0.0,56,189,0,0,0.0,0.0,2019-12-26T12:30:00Z,0,17,0,0,0,0,19,0,19184,1,2,0.0,0,-980,717,1697,43,False,0
Bernardo Mota Veiga de Carvalho e Silva,MID,Man City,0,0,13,0,3.4,218,190,3,0,2.2,6.8,2019-12-27T19:45:00Z,90,20,0,0,0,0,19,0,689838,2,3,12.0,2,-11480,14926,26406,79,False,0
Bernardo Fernandes da Silva Junior,DEF,Brighton,0,0,19,0,15.6,39,189,2,0,6.4,27.0,2019-12-26T12:30:00Z,75,17,0,0,0,0,19,0,6379,1,2,21.0,1,-33,50,83,43,False,0
Bernard Anício Caldeira Duarte,MID,Everton,0,0,17,1,37.8,152,185,0,0,6.1,11.6,2019-12-26T15:00:00Z,76,5,0,0,0,0,19,0,46436,0,1,12.0,3,-3,809,812,64,True,0
Bernard Ashley-Seal,FWD,Wolves,0,0,0,0,0.0,559,190,0,0,0.0,0.0,2019-12-27T19:45:00Z,0,11,0,0,0,0,19,0,3209,2,3,0.0,0,-39,239,278,45,True,0
Bernd Leno,GK,Arsenal,0,0,16,0,0.0,14,182,1,0,3.1,31.0,2019-12-26T15:00:00Z,90,3,0,0,0,0,19,3,388593,1,1,0.0,3,-1672,5751,7423,50,False,0
Billy Gilmour,MID,Chelsea,0,0,0,0,0.0,533,183,0,0,0.0,0.0,2019-12-26T15:00:00Z,0,16,0,0,0,0,19,0,1828,2,0,0.0,0,-22,43,65,45,True,0
Billy Sharp,FWD,Sheffield Utd,0,0,0,0,0.0,298,188,0,0,0.0,0.0,2019-12-26T15:00:00Z,0,18,0,0,0,0,19,0,21995,1,1,0.0,0,-187,157,344,56,True,0
Birkir Bjarnason,MID,Aston Villa,0,0,0,0,0.0,33,181,0,0,0.0,0.0,2019-12-26T15:00:00Z,0,14,0,0,0,0,19,0,2600,0,1,0.0,0,-24,35,59,45,True,0
Bjorn Engels,DEF,Aston Villa,0,0,0,0,0.0,455,181,0,0,0.0,0.0,2019-12-26T15:00:00Z,0,14,0,0,0,0,19,0,46292,0,1,0.0,0,-850,839,1689,45,True,0
Brandon Austin,GK,Spurs,0,0,0,0,0.0,558,189,0,0,0.0,0.0,2019-12-26T12:30:00Z,0,4,0,0,0,0,19,0,12111,1,2,0.0,0,1074,1628,554,40,True,0
Brandon Pierrick,MID,Crystal Palace,0,0,0,0,0.0,580,184,0,0,0.0,0.0,2019-12-26T15:00:00Z,0,19,0,0,0,0,19,0,49,1,2,0.0,0,22,29,7,45,True,0
Brandon Williams,DEF,Man Utd,0,0,0,0,0.0,549,187,0,0,0.0,0.0,2019-12-26T17:30:00Z,0,13,0,0,0,0,19,0,122882,1,4,0.0,0,-4470,5361,9831,41,True,0
Bukayo Saka,MID,Arsenal,0,0,16,0,11.6,541,182,1,0,3.5,13.8,2019-12-26T15:00:00Z,90,3,0,0,0,0,19,0,40147,1,1,10.0,2,-528,2050,2578,45,False,0
Callum Hudson-Odoi,MID,Chelsea,0,0,7,0,18.7,116,183,1,0,5.3,5.0,2019-12-26T15:00:00Z,66,16,0,0,0,0,19,0,38066,2,0,29.0,2,-2515,735,3250,54,True,0
Callum Robinson,MID,Sheffield Utd,0,0,0,0,0.0,453,188,0,0,0.0,0.0,2019-12-26T15:00:00Z,0,18,0,0,0,0,19,0,20918,1,1,0.0,0,-637,173,810,51,True,0
Callum Slattery,MID,Southampton,0,0,0,0,0.0,327,183,0,0,0.0,0.0,2019-12-26T15:00:00Z,0,6,0,0,0,0,19,0,25965,2,0,0.0,0,-419,175,594,44,False,0
Callum Wilson,FWD,Bournemouth,0,0,3,0,11.2,67,182,1,0,2.0,0.0,2019-12-26T15:00:00Z,90,1,0,0,0,0,19,0,343146,1,1,9.0,1,-3649,4142,7791,74,True,1
Calum Chambers,DEF,Arsenal,0,0,0,0,0.0,467,182,0,0,0.0,0.0,2019-12-26T15:00:00Z,0,3,0,0,0,0,19,0,82751,1,1,0.0,0,-8120,420,8540,44,False,0
Caoimhin Kelleher,GK,Liverpool,0,0,0,0,0.0,531,186,0,0,0.0,0.0,2019-12-26T20:00:00Z,0,9,0,0,0,0,19,0,2024,4,0,0.0,0,8,24,16,44,False,0
Carlos Sánchez,MID,West Ham,0,0,0,0,0.0,397,184,0,0,0.0,0.0,2019-12-26T15:00:00Z,0,7,0,0,0,0,19,0,22399,1,2,0.0,0,-322,129,451,44,False,0
Carl Jenkinson,DEF,Arsenal,0,0,0,0,0.0,9,182,0,0,0.0,0.0,2019-12-26T15:00:00Z,0,3,0,0,0,0,19,0,1617,1,1,0.0,0,-2,9,11,45,False,0
Cenk Tosun,FWD,Everton,0,0,0,0,0.0,146,185,0,0,0.0,0.0,2019-12-26T15:00:00Z,0,5,0,0,0,0,19,0,8031,0,1,0.0,0,-21,118,139,57,True,0
Charlie Austin,FWD,Southampton,0,0,0,0,0.0,312,183,0,0,0.0,0.0,2019-12-26T15:00:00Z,0,6,0,0,0,0,19,0,3475,2,0,0.0,0,-13,14,27,60,False,0
Charlie Daniels,DEF,Bournemouth,0,0,0,0,0.0,60,182,0,0,0.0,0.0,2019-12-26T15:00:00Z,0,1,0,0,0,0,19,0,5860,1,1,0.0,0,-81,5,86,43,True,0
Charlie Taylor,DEF,Burnley,0,0,13,0,10.3,87,185,1,0,2.9,18.4,2019-12-26T15:00:00Z,90,8,0,0,0,0,19,0,58604,0,1,0.0,2,8258,9683,1425,42,False,0
Cheikhou Kouyaté,MID,Crystal Palace,0,2,28,0,2.3,139,184,1,1,9.9,37.4,2019-12-26T15:00:00Z,87,19,0,0,0,0,19,0,12780,1,2,59.0,9,-70,454,524,49,True,0
Che Adams,FWD,Southampton,0,0,5,1,1.0,437,183,0,0,0.9,7.6,2019-12-26T15:00:00Z,79,6,0,0,0,0,19,0,23833,2,0,0.0,2,-337,166,503,53,False,0
Christian Atsu,MID,Newcastle,0,0,4,0,11.5,267,187,0,0,1.8,4.2,2019-12-26T17:30:00Z,31,12,0,0,0,0,19,0,9562,1,4,2.0,1,-308,168,476,54,False,0
Christian Benteke,FWD,Crystal Palace,0,0,0,0,0.0,129,184,0,0,0.0,0.0,2019-12-26T15:00:00Z,0,19,0,0,0,0,19,0,40837,1,2,0.0,0,77,631,554,57,True,0
Christian Eriksen,MID,Spurs,0,0,3,0,1.9,343,189,0,0,2.4,2.2,2019-12-26T12:30:00Z,22,4,0,0,0,0,19,0,200255,1,2,20.0,1,895,3137,2242,86,True,0
Christian Fuchs,DEF,Leicester,0,0,0,0,0.0,163,186,0,0,0.0,0.0,2019-12-26T20:00:00Z,0,10,0,0,0,0,19,0,24446,4,0,0.0,0,-279,204,483,43,True,0
Christian Kabasele,DEF,Watford,0,0,14,0,0.1,354,188,1,0,2.3,22.4,2019-12-26T15:00:00Z,90,15,0,0,0,0,19,0,20604,1,1,0.0,2,6884,7504,620,43,False,0
Christian Pulisic,MID,Chelsea,0,0,1,0,1.3,431,183,1,0,2.6,5.8,2019-12-26T15:00:00Z,23,16,0,0,0,0,19,0,654401,2,0,19.0,1,-112676,14169,126845,72,True,0
Christian Saydee,MID,Bournemouth,0,0,0,0,0.0,564,182,0,0,0.0,0.0,2019-12-26T15:00:00Z,0,1,0,0,0,0,19,0,232,1,1,0.0,0,11,41,30,45,True,0
Christoph Zimmermann,DEF,Norwich,0,0,16,0,1.5,275,181,1,0,2.2,20.4,2019-12-26T15:00:00Z,90,2,0,0,0,0,19,0,2701,0,1,0.0,2,123,292,169,44,False,0
Chris Basham,DEF,Sheffield Utd,0,0,9,0,16.0,423,188,1,0,3.9,17.0,2019-12-26T15:00:00Z,90,18,0,0,0,0,19,0,50186,1,1,6.0,2,4162,5446,1284,45,True,0
Chris Mepham,DEF,Bournemouth,0,0,10,0,0.7,61,182,1,0,3.4,29.2,2019-12-26T15:00:00Z,90,1,0,0,0,0,19,0,61113,1,1,4.0,1,293,1387,1094,43,True,1
Chris Smalling,DEF,Man Utd,0,0,0,0,0.0,223,187,0,0,0.0,0.0,2019-12-26T17:30:00Z,0,13,0,0,0,0,19,0,9156,1,4,0.0,0,-26,21,47,53,True,0
Chris Wood,FWD,Burnley,0,0,1,1,0.8,91,185,0,0,1.2,0.0,2019-12-26T15:00:00Z,73,8,0,0,0,0,19,0,72014,0,1,15.0,2,-1175,4288,5463,62,False,0
Ciaran Clark,DEF,Newcastle,0,0,0,0,0.0,259,187,0,0,0.0,0.0,2019-12-26T17:30:00Z,0,12,0,0,0,0,19,0,30648,1,4,0.0,0,-6213,24,6237,43,False,0
Claudio Bravo,GK,Man City,0,0,20,0,0.0,213,190,3,0,2.6,25.8,2019-12-27T19:45:00Z,76,20,0,0,0,0,19,5,20908,2,3,0.0,2,-248,77,325,48,False,0
Connor Wickham,FWD,Crystal Palace,1,0,9,0,10.3,130,184,0,0,4.9,19.4,2019-12-26T15:00:00Z,15,19,0,0,0,0,19,0,165013,1,2,19.0,4,-2200,930,3130,44,True,0
Conor Coady,DEF,Wolves,0,0,18,0,6.3,403,190,2,0,1.8,11.4,2019-12-27T19:45:00Z,90,11,0,0,0,0,19,0,107267,2,3,0.0,1,-3453,1330,4783,50,True,0
Conor Hourihane,MID,Aston Villa,0,2,29,0,11.2,28,181,0,1,6.6,37.8,2019-12-26T15:00:00Z,34,14,0,0,0,0,19,0,12860,0,1,17.0,8,1116,1761,645,57,True,0
Craig Cathcart,DEF,Watford,0,0,6,0,0.0,358,188,1,0,0.8,6.0,2019-12-26T15:00:00Z,90,15,0,0,0,0,19,0,104039,1,1,2.0,1,6851,8997,2146,43,False,1
Craig Dawson,DEF,Watford,0,0,4,0,0.0,439,188,0,0,0.4,4.0,2019-12-26T15:00:00Z,1,15,0,0,0,0,19,0,10974,1,1,0.0,1,-55,129,184,48,False,0
Curtis Jones,MID,Liverpool,0,0,0,0,0.0,569,186,0,0,0.0,0.0,2019-12-26T20:00:00Z,0,9,0,0,0,0,19,0,197,4,0,0.0,0,-1,31,32,45,False,0
Cédric Soares,DEF,Southampton,0,3,28,1,1.0,486,183,0,0,2.8,27.2,2019-12-26T15:00:00Z,90,6,0,0,0,0,19,0,13403,2,0,0.0,9,-134,181,315,48,False,0
César Azpilicueta,DEF,Chelsea,0,0,8,0,5.3,105,183,2,0,3.3,8.4,2019-12-26T15:00:00Z,90,16,0,0,0,0,19,0,346498,2,0,19.0,1,-13258,1301,14559,58,True,0
Dale Stephens,MID,Brighton,0,0,14,0,12.4,57,189,2,0,3.3,20.0,2019-12-26T12:30:00Z,90,17,0,0,0,0,19,0,156857,1,2,1.0,2,-1123,3212,4335,44,False,0
Daniel Amartey,MID,Leicester,0,0,0,0,0.0,178,186,0,0,0.0,0.0,2019-12-26T20:00:00Z,0,10,0,0,0,0,19,0,24637,4,0,0.0,0,-79,967,1046,43,True,0
Daniel Ceballos Fernández,MID,Arsenal,0,0,0,0,0.0,469,182,0,0,0.0,0.0,2019-12-26T15:00:00Z,0,3,0,0,0,0,19,0,239941,1,1,0.0,0,-4052,107,4159,52,False,0
